p	M_p	T_p_minus_1
3392561	-363	-258.8159547239
3394091	-353	-243.3646970245
3395569	-342	-244.9780598928
3397003	-360	-269.1865344549
3398407	-338	-266.0265733958
3400073	-285	-231.0698679034
3401561	-314	-261.3699855677
3402953	-311	-263.4537357611
3404273	-287	-268.3002677594
3405881	-234	-232.8794084325
3407347	-266	-245.6799681039
3408947	-261	-233.4779645100
3410399	-297	-266.1794721248
3411739	-291	-273.9453046655
3413153	-323	-306.1784971903
3414583	-351	-329.6220550826
3416311	-360	-320.7715503100
3417797	-352	-323.5444962142
3419293	-346	-318.7724438369
3420763	-372	-336.3241519159
3422303	-348	-318.2418355543
3423913	-379	-324.3381051605
3425293	-378	-329.5022719586
3426737	-429	-360.9979039594
3428263	-437	-350.6796846345
3429779	-401	-337.1046055859
3431411	-376	-320.1943975173
3432851	-395	-338.7969523379
3434279	-383	-335.2808077984
3435847	-414	-338.9528414896
3437173	-455	-374.1175741512
3438583	-506	-411.2288522009
3440051	-496	-407.0271600076
3441611	-474	-394.3120534711
3443059	-476	-398.3695173635
3444449	-511	-426.5512636061
3445823	-554	-465.5694899358
3447581	-531	-435.9485207324
3449053	-523	-427.0726040573
3450367	-542	-436.4165045840
3451967	-561	-436.3663059601
3453677	-478	-377.3494490152
3455087	-513	-403.4093019861
3456617	-514	-397.8103839937
3458201	-527	-392.1921266868
3459763	-488	-359.6343345636
3461329	-487	-349.7084076245
3462961	-465	-326.2896879850
3464497	-501	-337.4136288438
3465991	-532	-361.4510549058
3467539	-520	-355.0888802834
3468943	-492	-340.8295058756
3470501	-460	-309.7353507363
3472171	-473	-307.5472856023
3473647	-498	-319.1078429087
3475061	-499	-327.5388529702
3476843	-427	-262.8227140877
3478357	-420	-250.4880469865
3479909	-391	-227.0843334080
3481397	-367	-217.5674979572
3483133	-294	-156.3826640819
3484567	-288	-146.6242416401
3486227	-254	-121.4166712805
3487787	-240	-104.1426514642
3489389	-249	-102.6409245921
3490939	-228	-79.5013147336
3492317	-235	-94.2467834635
3493781	-231	-99.6508521152
3495253	-209	-96.2019571185
3496811	-188	-85.4427380410
3498487	-111	-25.0466098997
3499871	-141	-49.2230295988
3501629	-83	1.8107469788
3503147	-89	3.5350202772
3504439	-120	-22.4744203243
3505921	-84	-11.2608969749
3507641	-39	32.4091466063
3509113	-15	39.3454732428
3510911	-65	17.8510166876
3512297	-27	36.9083067143
3513677	-74	4.4221703167
3515219	-88	3.9420389215
3516871	-76	17.0650195923
3518521	-91	23.7446365240
3519913	-123	6.6463967171
3521437	-166	-18.1926399834
3523081	-162	4.2993172110
3524617	-130	33.8677641351
3526223	-126	49.9071251948
3527957	-20	130.5670048649
3529417	-24	119.3910301477
3531001	-25	129.9303309095
3532453	-30	117.7403976832
3533861	-23	118.8900928282
3535751	-27	113.5633755268
3624919	-36	36.3520831176
3626437	-22	51.7057524539
3628129	-17	42.1504209263
3629557	-58	17.6716045966
3631009	-43	20.5846339658
3632813	-4	43.9554117378
3634637	-8	34.2877685809
3642701	-12	56.6842615155
3700091	-12	28.9644303580
3701839	-32	29.0392526132
3703369	-42	18.9422983197
3704849	-71	-0.6192407980
3706433	-78	0.0685472426
3708031	-34	39.2131295064
3709457	-29	36.6888790849
3713473	-28	17.0599552420
3714989	-50	-8.7371950544
3716623	-20	11.8595861936
3718021	-17	-0.5722029260
3720359	-11	0.4488525275
3721847	-35	-12.7556220333
3723383	-60	-26.3571434223
3724837	-47	-20.1050423852
3726311	-98	-55.3989336537
3727699	-126	-85.8596912383
3729097	-161	-120.6127415827
3730483	-183	-151.7514585787
3731933	-157	-140.6749320301
3733447	-148	-135.6934852273
3735161	-157	-146.5617871688
3736501	-197	-173.0808667393
3737969	-171	-163.2541342798
3739531	-121	-131.6994949600
3741223	-96	-98.3314015267
3742727	-133	-121.9163433669
3744329	-102	-98.1656075418
3745913	-110	-96.4688553643
3747521	-70	-63.3052623888
3748897	-142	-105.2140368763
3750323	-108	-86.7847940832
3751739	-157	-124.0755214554
3753287	-169	-146.6433102726
3754741	-133	-131.6031098773
3756251	-125	-124.2069993301
3757777	-78	-92.1556882138
3759323	-31	-54.7469643685
3761003	-45	-53.6845635168
3940697	-38	-127.5144610871
3943717	-26	-129.4537846485
3945127	-22	-124.4256470719
3947831	-23	-120.7681500735
3949193	-12	-109.4712983090
3950731	-15	-108.2472556737
3952217	-47	-136.6574168272
3953923	-23	-113.1706587386
3955657	-14	-101.1643409443
3957169	-19	-102.8523933008
3959177	-16	-96.7771419694
3960757	-25	-98.9525359070
3962339	-67	-128.4150979120
3963977	-24	-83.4570879526
4097371	-14	-129.0306202817
4098821	-46	-160.7943064921
4687421	-14	-33.8271119230
4688977	-42	-56.9375739908
4690801	-3	-16.1398650273
4692427	-20	-9.6150487999
4693939	-34	-13.0281829628
4695391	-74	-54.1918127082
4696829	-64	-54.4387743852
4698269	-89	-77.9415785628
4700021	-49	-32.8059588004
4701371	-57	-50.4837355528
4703003	-87	-59.0936825661
4704437	-81	-63.1234559338
4706057	-66	-32.0058425878
4707799	-64	-23.6757215580
4709213	-105	-57.4315417090
4710821	-52	-23.2296012153
4712329	-108	-55.1810259014
4713967	-64	-15.6857194380
4715453	-70	-18.4301914572
4716949	-57	-25.9227624667
4718437	-19	-3.4620564470
4720039	-27	-10.7184508092
4721569	-49	-21.6621687799
4723049	-38	-17.8821650835
4734319	-45	-12.4860377807
4735823	-113	-55.2796890919
4737311	-115	-60.9939063027
4738831	-165	-91.0144276975
4740509	-117	-45.1725521310
4742063	-124	-49.7969448159
4743593	-170	-76.7531674087
4745131	-160	-75.8954761351
4746673	-128	-55.8161654830
4748221	-144	-72.0158952530
4749827	-177	-81.3811028686
4751441	-135	-45.6776417139
4753087	-47	22.7567046720
4754663	-67	20.8816476718
4756133	-60	25.3229020328
4757723	-76	16.6398985505
4759217	-99	-4.7516865181
4760759	-118	-19.9967056644
4762259	-123	-26.3682981582
4763879	-71	9.8239334998
4765391	-79	9.7859687418
4766863	-120	-11.6252214509
4768391	-90	9.7367810910
4769923	-101	0.1527390316
4771519	-73	28.5442091841
4773283	-56	56.5228566024
4774801	-57	54.4773445550
4776209	-65	45.2946282873
4777823	-45	58.1243428394
4779443	-49	60.5743945963
4780933	-33	75.1075457953
4782409	-78	46.0801425454
4783861	-114	10.2835623746
4785581	-115	23.4261242010
4787099	-138	6.7126431951
4788631	-130	7.4369656451
4790237	-133	10.1609361672
4791911	-144	23.4756286843
4793519	-84	64.0602434640
4795051	-44	70.9890720067
4796509	-36	75.2841083938
4798033	-38	64.6915343662
4799863	-5	86.2750033667
4801441	-68	50.1492012356
4802911	-71	39.2630737426
4804271	-122	-3.7298838053
4805761	-138	-10.1600381551
4807303	-134	-10.2122760666
4808929	-127	-0.1892111778
4810661	-87	41.5304339229
4812151	-104	24.2307969721
4813621	-44	65.0017930179
4815289	-20	83.0114476398
4816843	-79	49.2631584026
4818221	-142	0.8085405027
4819751	-113	20.4226782984
4821281	-177	-21.0484741829
4822723	-138	-0.6088020153
4824317	-157	-13.9175727987
4825993	-117	21.8037533927
4827707	-152	1.4762645877
4829183	-158	-5.8123348752
4830827	-164	8.2064851149
4832353	-170	16.0985079738
4833911	-155	17.9503268406
4835321	-166	-2.6316236525
4836631	-215	-46.4979737199
4837997	-246	-80.5499072831
4839613	-247	-90.1235417423
4841203	-249	-80.0349583602
4842767	-252	-89.8455070620
4844417	-213	-52.9984906787
4846033	-188	-31.9388477584
4847593	-185	-30.0631305339
4849007	-212	-52.7945412198
4850519	-195	-42.9122748318
4852039	-199	-45.8024840743
4853503	-227	-81.3117783688
4855063	-182	-47.8109482962
4856783	-142	-8.1942015481
4858349	-137	-4.9405140263
4859863	-159	-19.7505522771
4861399	-176	-31.9424575649
4863013	-153	-7.9994539122
4864319	-190	-41.6763492906
4865969	-188	-38.1780643114
4867319	-239	-74.0786284963
4868797	-254	-88.5388786244
4870409	-246	-80.7245391508
4871927	-287	-96.4439539054
4873411	-294	-98.5792133417
4875127	-269	-61.5297436601
4876747	-221	-28.9970227108
4878257	-259	-60.6119469204
4879837	-285	-65.2450493177
4881211	-245	-56.9339655041
4882711	-233	-62.3029896433
4884343	-234	-65.2841393269
4885823	-260	-85.0497466613
4887331	-297	-112.5387573536
4888831	-268	-99.2421792269
4890247	-306	-135.4611464124
4891639	-326	-157.4025955053
4893197	-372	-189.9088876533
4894601	-365	-191.8470457664
4896137	-357	-190.6959362666
4897603	-370	-203.6473224390
4899121	-407	-241.4818306029
4900501	-438	-277.1270743160
4901887	-479	-306.6028981073
4903631	-419	-260.2188897702
4905283	-353	-213.6679987170
4906787	-379	-227.1891183111
4908179	-412	-255.7147503690
4909763	-412	-257.8491685828
4911451	-391	-236.0574358222
4912991	-453	-282.7706084635
4914589	-473	-290.1132855647
4916137	-449	-276.9986766997
4917853	-411	-241.4088005472
4919333	-475	-281.1298598030
4920787	-504	-297.0782300446
4922287	-456	-274.5174632210
4923769	-481	-300.0967493217
4925321	-524	-322.6836087918
4926949	-522	-312.4928879246
4928479	-514	-311.2987275850
4930021	-491	-292.1845955285
4931587	-470	-280.8306694653
4933069	-532	-325.7162384572
4934569	-555	-341.3945536717
4936123	-547	-336.8164282233
4937797	-535	-317.9339929686
4939223	-553	-341.5709674381
4940731	-553	-355.5396525987
4942351	-558	-342.8820233788
4943843	-568	-347.2910097794
4945277	-605	-386.0366990461
4946741	-593	-392.8524022923
4948457	-601	-383.0280055541
4949963	-580	-368.6390333981
4951589	-608	-373.7107435072
4952989	-623	-391.1834174607
4954549	-626	-381.3864259197
4955999	-665	-408.5854757420
4957457	-678	-419.4113069473
4959181	-672	-396.5942447331
4960811	-660	-373.1640408935
4962163	-696	-417.4971954205
4963573	-751	-465.5128776709
4965157	-741	-459.8339077279
4966639	-729	-463.3820226723
4968059	-727	-469.4187362189
4969631	-719	-467.0681342549
4971271	-690	-452.5689897171
4972829	-695	-457.5089738705
4974499	-649	-421.1187465161
4975921	-659	-436.6614210759
4977367	-659	-451.1087065085
4978801	-677	-458.2432192313
4980221	-698	-486.6829218212
4981981	-672	-463.0431608944
4983613	-684	-460.0828917687
4984999	-692	-476.8572363254
4986383	-680	-461.1217226957
4987907	-675	-460.3008196943
4989431	-672	-477.1956232493
4990891	-657	-472.1239794347
4992353	-706	-508.3454981406
4993907	-714	-506.4734343514
4995547	-714	-499.4238581810
4997281	-735	-494.2114035434
4998887	-736	-487.7497460975
5000339	-719	-485.0162695456
5001761	-732	-497.1576640823
5003539	-667	-445.8965074664
5005067	-636	-427.1536602352
5006609	-634	-435.4205467603
5008099	-678	-458.4675463813
5009729	-662	-441.3044597775
5011273	-606	-408.9473285260
5012881	-607	-406.3080803790
5014547	-571	-381.3697020516
5015987	-619	-415.3888992307
5017559	-611	-398.0314874191
5019043	-601	-393.2789769132
5020513	-628	-415.1682321538
5022167	-647	-432.9779990564
5023859	-604	-403.3656245366
5025239	-644	-442.9665559194
5026739	-637	-455.6639168866
5028259	-626	-444.8793578262
5029649	-683	-494.5134791256
5031373	-597	-427.0617094458
5032957	-610	-432.4361458917
5034509	-634	-435.6753100300
5035999	-653	-452.0550146656
5037707	-609	-423.1686784041
5039171	-605	-417.5785178304
5040727	-617	-424.5380285735
5042291	-594	-396.1784283289
5043761	-605	-402.1552978663
5045437	-571	-380.6508200145
5047087	-535	-349.8080444058
5048669	-493	-317.7008094729
5050261	-455	-291.9484006250
5051747	-497	-323.2171294527
5053313	-529	-339.9164332066
5054773	-589	-385.6041619634
5056217	-609	-405.1271649259
5057593	-624	-421.4618913014
5059163	-618	-420.1866214886
5060767	-583	-391.4783207107
5062397	-579	-383.1104559950
5064023	-547	-348.2262401178
5065607	-575	-346.4780286056
5067119	-610	-370.8861685465
5068691	-626	-372.9280454593
5070187	-626	-383.8211841468
5071597	-638	-395.2580980794
5073373	-581	-343.7792423571
5074847	-626	-374.3116613662
5076391	-614	-368.4212077771
5077889	-577	-352.7403693188
5079359	-586	-379.2206172824
5080937	-595	-384.5464017469
5082409	-654	-418.6051946836
5084069	-612	-382.9882901153
5085473	-606	-383.3372238589
5087053	-613	-388.6055990176
5088521	-619	-399.3164983176
5090131	-600	-388.3738377315
5091689	-633	-408.9724105298
5093089	-669	-443.1264705461
5094787	-660	-431.3061510262
5096393	-643	-421.3283733785
5097847	-621	-413.4193495902
5099329	-594	-394.3545989956
5100971	-561	-369.5754094982
5102561	-550	-350.0642762397
5104117	-548	-355.3043989027
5105857	-478	-312.5565032927
5107423	-442	-295.9125411812
5108941	-416	-279.6505640096
5110493	-427	-290.1407887286
5112047	-468	-314.2676032408
5113487	-468	-315.6383726540
5115067	-466	-303.6414289661
5116691	-428	-277.4986800733
5118209	-440	-278.9604971094
5119859	-428	-272.9498698747
5121383	-393	-261.1770147144
5122771	-412	-289.5879150788
5124151	-434	-313.6720887407
5125759	-384	-275.4315337438
5127181	-390	-286.2573799289
5128897	-387	-275.4969027032
5130571	-396	-273.0039043136
5132111	-379	-255.1879358291
5133463	-357	-255.5997014773
5134979	-444	-307.3987629108
5136511	-432	-308.9081048033
5138101	-429	-301.7363210592
5139647	-465	-328.4790199203
5141023	-516	-362.6713025505
5142679	-483	-329.6935932791
5144287	-453	-313.4151188087
5145743	-415	-296.5922932687
5147339	-400	-290.9787288693
5149061	-412	-284.1110057827
5150567	-336	-233.7994031420
5152027	-344	-254.3521007245
5153641	-357	-256.9435753379
5155043	-364	-267.9840271957
5156747	-348	-242.2889186810
5158313	-369	-254.6100006288
5159839	-394	-274.0739003852
5161349	-387	-277.8778813861
5162837	-395	-282.6888505277
5164541	-341	-238.8070177343
5166037	-402	-264.3432065630
5167667	-376	-250.6785569329
5169191	-373	-255.7717523619
5170687	-417	-286.2974813253
5172149	-410	-281.0524025077
5173813	-398	-260.4976714100
5175323	-433	-282.8296751386
5176943	-413	-263.5437372688
5178629	-394	-249.3476166040
5180213	-358	-232.3272130670
5181697	-366	-229.0944384882
5183383	-358	-216.9533317361
5184859	-347	-219.8830084439
5186371	-393	-249.3697082215
5187991	-380	-231.8638997420
5189551	-379	-233.2193641168
5191187	-356	-211.8593486985
5192783	-352	-204.9285421509
5194349	-342	-202.8563941822
5195899	-389	-223.2503067530
5197337	-408	-230.3574524654
5198807	-437	-264.9938804748
5200439	-424	-254.7470481460
5201873	-437	-267.2770389631
5203391	-464	-290.0115134882
5204813	-480	-308.4833858237
5206273	-505	-327.1971478350
5207737	-520	-338.0844432700
5209453	-491	-310.1787809007
5211091	-488	-311.0298282439
5212729	-560	-350.8348161485
5214103	-596	-375.3809824218
5215537	-618	-393.5481954251
5217139	-584	-368.3962365834
5218639	-618	-396.5397239814
5220217	-629	-392.5965774248
5221693	-658	-429.3081103046
5223349	-608	-387.9623145454
5224889	-601	-388.7432963747
5226391	-641	-417.3387868384
5228017	-593	-387.8011329076
5229481	-593	-389.7702872909
5231011	-587	-396.4905846168
5232613	-587	-396.7408070448
5234153	-605	-402.5115728017
5235731	-609	-407.2675075395
5237347	-612	-402.1082275957
5238817	-635	-427.3728622239
5240351	-612	-417.3954306985
5241881	-610	-413.9704701357
5243369	-612	-413.8650628023
5244791	-615	-426.1048479267
5246411	-608	-412.5260472935
5247941	-619	-425.7934848922
5249347	-645	-451.1312483729
5250691	-682	-485.1136115812
5252327	-693	-491.2348919166
5253763	-743	-524.3611079538
5255407	-724	-502.3265224188
5257009	-747	-503.3610830012
5258723	-646	-428.3822362409
5260279	-619	-415.4222512789
5261761	-640	-435.1208732996
5263333	-601	-417.4806104157
5264711	-618	-439.3275603313
5266291	-637	-442.2932993651
5267809	-623	-431.5468116162
5269489	-632	-432.2990006888
5270929	-645	-441.9027131484
5272429	-666	-456.9321445367
5273941	-681	-467.8546412879
5275553	-683	-469.6069437782
5277109	-695	-477.5413973334
5278697	-696	-473.0030777466
5280257	-712	-482.1207223408
5281891	-717	-479.5629011524
5283457	-707	-476.5035256523
5285209	-675	-439.5694673613
5286871	-687	-431.4364670857
5288323	-685	-437.0898238234
5289797	-721	-461.6577728754
5291227	-685	-451.9345894790
5292709	-676	-449.9619805608
5294281	-653	-435.1997524364
5295791	-671	-450.7430213217
5297339	-678	-461.8526595100
5298911	-657	-447.1805065213
5300513	-667	-448.6658496117
5301971	-710	-486.7202689662
5303537	-693	-477.3415087298
5304889	-728	-511.7907234015
5306459	-760	-534.0970840858
5308019	-769	-546.1889524229
5309719	-691	-487.7307057601
5311391	-680	-480.3763357055
5312939	-704	-498.9926769827
5314487	-685	-485.8307341552
5316041	-684	-469.7000064668
5317517	-665	-468.3985380286
5318981	-691	-496.6435131126
5320697	-691	-491.4164866983
5322277	-638	-450.0799916027
5323841	-635	-461.3562744650
5325337	-656	-470.7937460280
5326921	-665	-463.3636845810
5328353	-667	-472.8380669125
5329981	-650	-460.0305788276
5331499	-631	-459.3761973012
5333021	-665	-469.2124427303
5334559	-696	-484.8774519873
5336041	-702	-497.4237832260
5337691	-689	-497.3702352910
5339221	-755	-540.3263078091
5340689	-773	-547.1465185318
5342257	-789	-550.7394731729
5343697	-836	-589.2510092253
5345323	-768	-541.4047428392
5346689	-785	-561.8488475514
5348381	-764	-542.7921718163
5350031	-734	-511.4699489478
5351683	-670	-472.3924913581
5353207	-650	-463.1439714984
5354737	-655	-469.5670028474
5356187	-704	-496.3874117547
5357831	-714	-492.5647223721
5359447	-689	-472.3751866155
5360827	-712	-492.4426376640
5362297	-693	-486.8397198715
5364019	-678	-473.5493248649
5365643	-711	-482.4623700668
5367251	-718	-479.5289974796
5368751	-764	-509.1516755474
5370329	-740	-495.2699085755
5372039	-728	-478.7831212828
5373499	-738	-490.6739313727
5375011	-738	-495.5093835703
5376389	-730	-498.3007814160
5377891	-718	-498.2215256040
5379383	-700	-480.1183386526
5381069	-679	-461.6375165887
5382407	-717	-503.2522864449
5383843	-764	-530.8857925081
5385361	-796	-550.4935003610
5387101	-735	-501.2498761945
5388547	-738	-506.3527353305
5390171	-747	-511.8412021550
5391679	-743	-516.6842446615
5393261	-734	-516.3205015843
5394931	-696	-488.9376204724
5396549	-613	-431.0297805401
5398069	-614	-439.4685469132
5399543	-598	-434.2994541024
5401133	-566	-414.4102980846
5402701	-560	-413.5403334925
5404349	-549	-390.3613431753
5406007	-560	-386.4044795231
5407447	-574	-405.4164150254
5408999	-568	-404.1536622979
5410619	-504	-369.2107746841
5412049	-527	-388.6217489229
5413687	-509	-371.9198304760
5415191	-529	-393.4555556885
5416699	-503	-380.0438886331
5418299	-513	-395.1528995506
5420003	-507	-394.3135862708
5421527	-516	-395.4576935482
5422969	-506	-397.5036949465
5424487	-485	-391.7763987554
5426051	-494	-390.3975109554
5427577	-509	-396.5636017104
5429087	-550	-428.3784475720
5430589	-557	-439.2702110437
5432183	-519	-415.9768151951
5433737	-501	-397.1735699488
5435401	-489	-376.2823063036
5436919	-504	-399.2703262614
5438347	-500	-412.9192460814
5439899	-473	-393.5661879391
5441483	-516	-415.0121145466
5443187	-477	-371.1895040320
5444729	-515	-390.7458529801
5446279	-515	-391.7895344691
5447831	-483	-375.2646213370
5449357	-456	-353.6248832149
5450689	-488	-385.3744269917
5452211	-492	-388.1779119655
5453873	-529	-403.1901393756
5455519	-511	-378.6901414637
5456953	-577	-426.0830452940
5458457	-557	-417.0394705666
5459983	-560	-417.4744382713
5461481	-589	-432.4530117857
5462981	-603	-449.0806626732
5464573	-579	-439.2111201840
5466067	-600	-462.4362548974
5467753	-591	-443.2748706882
5469337	-599	-454.8061840062
5471023	-541	-397.9574601830
5472529	-548	-409.8706250732
5474041	-541	-401.5776230983
5475677	-528	-378.0851709362
5477209	-526	-379.2554969478
5478877	-452	-330.5768890309
5480473	-446	-340.9297209141
5481877	-462	-368.9090736775
5483501	-419	-325.8210249003
5485153	-396	-303.6391206203
5486561	-402	-319.2875229220
5488181	-470	-365.9511807748
5489807	-453	-339.5291168811
5491501	-470	-343.1045987092
5493041	-490	-357.3520833072
5494429	-486	-356.2235220257
5495933	-479	-354.0666993423
5497643	-459	-330.2703148011
5499061	-475	-344.7794464352
5500591	-479	-350.1286329770
5502109	-464	-340.7222169429
5503609	-479	-349.7661914752
5505289	-446	-326.0111834437
5506679	-489	-363.2277495389
5508169	-492	-365.7061625363
5509883	-531	-369.6021529285
5511497	-503	-342.9159840257
5513201	-514	-342.6334730188
5514667	-449	-303.4103005209
5516089	-503	-336.2725492850
5517683	-484	-319.8864963133
5519453	-410	-255.3437908594
5521057	-380	-237.1344111282
5522617	-363	-223.8161357783
5524213	-333	-202.6699509137
5525771	-349	-211.8828607294
5527463	-387	-233.4942023035
5529001	-357	-210.0204143271
5530667	-317	-184.9934237003
5532271	-351	-206.4449645807
5533681	-382	-231.5159824558
5535091	-413	-261.2145801992
5536499	-439	-283.8058828913
5538011	-429	-285.7374874766
5539591	-435	-285.6594181833
5541077	-433	-283.6407614496
5542783	-419	-265.5475047970
5544529	-351	-212.4993525632
5546077	-324	-203.1364598531
5547769	-327	-193.0064055914
5549189	-332	-195.3496247429
5550871	-332	-189.0743593515
5552411	-346	-200.6758759085
5553893	-362	-201.8914306678
5555639	-268	-142.1514622515
5557261	-247	-117.2786886682
5558669	-225	-110.6999386121
5560231	-213	-101.1857556520
5561819	-202	-94.4061479417
5563361	-183	-65.5849091114
5565031	-180	-72.9856209518
5566499	-185	-78.1116858813
5567899	-183	-90.2687261248
5569393	-159	-83.7042390399
5570827	-173	-102.6006605344
5572297	-147	-94.4536931918
5573839	-155	-105.9980551245
5575543	-82	-52.0157400682
5577197	-34	-15.9634214962
5579617	-6	19.5996895742
5580919	-86	-39.6140383513
5582531	-107	-50.5132421423
5584057	-89	-36.2215598084
5585501	-116	-61.4080531779
5587171	-123	-61.3937798094
5588683	-163	-84.6930285210
5590471	-95	-32.4939430848
5591917	-74	-20.3007437853
5593411	-150	-65.1262393910
5594909	-163	-73.1575182109
5596471	-192	-88.7460846991
5598091	-211	-93.5152025098
5599651	-209	-95.3607266295
5601163	-141	-54.5319954784
5602703	-114	-39.8215304347
5604329	-97	-18.4622756434
5606047	-51	17.6788258099
5607571	-43	19.3426594270
5609053	-27	17.8407970037
5610509	-53	-1.5376946214
5612029	-63	-7.6920259619
5613667	-69	-15.6805590096
5615341	-65	-7.4750218246
5616833	-68	-28.4963200717
5618351	-56	-20.1460034952
5619973	-28	0.7806325656
6951391	-3	-187.4752711357
6952909	-38	-221.0518723591
6954307	-77	-251.3548747898
6955849	-91	-261.6856105871
6957623	-87	-239.9929855529
6959509	-82	-217.8233228328
6960937	-104	-252.7488740100
6962561	-121	-250.0806587196
6964007	-161	-270.0384289355
6965333	-217	-315.2964628224
6967039	-245	-317.1958886240
6968629	-208	-293.4240128118
6970309	-205	-277.1585483554
6971837	-231	-299.3008423987
6973489	-226	-294.9038494995
6974909	-288	-342.8933723882
6976471	-322	-364.1759415385
6978221	-331	-354.6950685977
6979801	-326	-334.7503530509
6981409	-274	-298.0987808448
6982999	-253	-286.6152378386
6984697	-216	-257.9570095848
6986333	-176	-231.3049455585
6987793	-195	-241.2174575127
6989357	-187	-243.0398958440
6990881	-187	-241.2098729294
6992549	-216	-243.5089028028
6994187	-186	-226.1077876477
6995623	-251	-261.1165177911
6997253	-252	-250.5163539082
6998711	-204	-224.6914106677
7000297	-201	-229.4360238144
7002029	-153	-187.0233275545
7003639	-193	-202.5279609698
7005161	-191	-195.2228868819
7006757	-233	-224.2282887449
7008247	-203	-210.8628372073
7009823	-204	-211.1321082118
7011607	-208	-200.9577187664
7013141	-201	-191.4772076821
7014767	-266	-224.6886510443
7016423	-293	-240.9508158832
7017839	-302	-254.0885961349
7019291	-319	-268.3103666784
7020781	-305	-270.4419056084
7022531	-307	-280.7731384050
7024057	-322	-277.9383332298
7025617	-302	-268.4402808557
7027183	-295	-276.1508895858
7028573	-330	-310.6644090700
7030117	-331	-313.8899437681
7031597	-391	-360.2951939132
7033253	-372	-341.7743563914
7034681	-431	-398.4180509788
7036301	-439	-401.5992019198
7037909	-427	-389.3643293510
7039381	-481	-432.7470791120
7040903	-497	-446.1676631766
7042349	-495	-462.4703235123
7044019	-471	-441.4094318587
7045547	-484	-452.4632741480
7046999	-534	-495.3619872670
7048477	-599	-531.9899421327
7050049	-597	-533.9232080617
7051643	-623	-550.6823553166
7053301	-636	-547.9235978651
7054811	-674	-560.7709251398
7056457	-645	-534.4344222668
7058021	-641	-532.0892945252
7059529	-673	-550.1560466714
7061267	-678	-547.3372906861
7063039	-633	-507.6407906373
7064663	-602	-483.0648239963
7066249	-583	-475.2958686781
7067927	-610	-478.5868561023
7069613	-641	-490.2992445576
7071079	-633	-488.6196658037
7072573	-681	-522.9524370826
7074121	-692	-531.1632124335
7075759	-709	-538.7887229297
7077221	-728	-550.3406991258
7078781	-792	-602.0727373788
7080329	-836	-623.8992325729
7081961	-865	-635.5850901403
7083541	-846	-635.0840951595
7085059	-833	-625.2475770718
7086619	-860	-636.1491631046
7088297	-829	-608.7585417162
7089737	-850	-623.4828137377
7091197	-849	-623.7018761647
7092913	-843	-611.3541658459
7094449	-839	-613.2100056906
7096153	-857	-603.4940857581
7097723	-873	-607.1153204964
7099193	-942	-664.1581634780
7100683	-950	-662.1351025145
7102171	-957	-682.1307953920
7103651	-1018	-723.1015948753
7105081	-1065	-756.4769067229
7106773	-1046	-741.2527444045
7108411	-1047	-743.2821896981
7109887	-1045	-754.5549556428
7111537	-1038	-749.8176175070
7113151	-1009	-739.3424565870
7114649	-1033	-743.8086154116
7116133	-1039	-747.1570659032
7117921	-958	-677.0009395727
7119653	-916	-638.5565457960
7121321	-877	-609.0973786614
7122749	-920	-640.2001893434
7124321	-923	-635.9770561411
7125889	-928	-637.6406606229
7127633	-942	-636.2790996555
7129321	-908	-609.0878068188
7131133	-845	-559.7424625915
7132651	-847	-551.8291162155
7134263	-843	-538.2682066105
7135853	-813	-515.4857046885
7137371	-795	-514.2327282698
7139009	-803	-515.5418797096
7140701	-762	-484.1250246480
7142141	-769	-503.1792776298
7143613	-794	-530.4936438098
7145291	-770	-518.1845363249
7146941	-769	-509.3238036416
7148497	-727	-479.9992046324
7150007	-753	-487.2083393897
7151609	-771	-499.2221189721
7153129	-798	-530.2183209014
7154759	-800	-521.8445549984
7156397	-804	-525.0897098512
7157897	-782	-513.6575099514
7159421	-817	-537.5223108110
7161071	-817	-535.9627944769
7162783	-753	-485.6936946636
7164263	-712	-459.7936252352
7165883	-708	-463.6087453221
7167301	-784	-526.7824338296
7168919	-793	-524.7332312670
7170577	-785	-506.8719726109
7171979	-825	-546.2392159284
7173737	-733	-482.4237912951
7175197	-709	-485.2817834799
7177147	-675	-433.6725444779
7178687	-684	-438.1017967955
7180291	-722	-465.3428395460
7181729	-704	-453.4871418874
7183531	-687	-434.6850250733
7184981	-740	-464.7300464952
7186561	-755	-483.0538305462
7188151	-796	-507.5054344953
7189757	-779	-493.1269484248
7191299	-742	-475.1087294810
7192793	-722	-469.1415873403
7194611	-670	-427.5179521286
7196173	-619	-403.4646992676
7197683	-652	-420.7375544430
7199219	-650	-426.2193404001
7200629	-656	-433.6229414111
7202269	-637	-422.9358943898
7203839	-631	-422.4679492378
7205347	-605	-409.8982883051
7207043	-595	-393.2847693475
7208693	-589	-382.3025217844
7210319	-571	-370.6131351172
7211783	-574	-378.1374896121
7213309	-572	-367.4408352025
7215001	-566	-355.5802270793
7216567	-539	-344.6588583518
7218181	-545	-351.1283496022
7219757	-551	-364.7843330971
7221301	-540	-357.5123317814
7222823	-526	-355.1483235302
7224401	-586	-393.6304568117
7225949	-610	-414.5179856132
7227667	-559	-381.3563348097
7229129	-566	-397.7778101405
7230991	-563	-387.0301929002
7232573	-541	-370.2456403096
7234063	-551	-374.3952538519
7235633	-565	-389.0749987347
7237253	-571	-387.1582281628
