p	M_p	T_p_minus_1
7238831	-558	-381.7143529574
7240361	-540	-375.3223307629
7241911	-556	-383.2349274660
7243471	-572	-406.8236002524
7244921	-595	-416.6455969791
7246537	-587	-416.3258540702
7248077	-605	-428.5331899460
7249603	-564	-416.4857902559
7251221	-581	-423.9058751676
7252867	-541	-396.7512186128
7254343	-527	-387.3709876131
7255993	-519	-376.1888957998
7257659	-494	-364.8893445542
7259407	-458	-342.4732087745
7260767	-524	-404.2270777951
7262347	-547	-412.6791605311
7263829	-557	-418.3916665358
7265339	-570	-424.6540713507
7267019	-561	-423.6604263175
7268549	-547	-420.4160363813
7270189	-599	-442.0198238349
7271783	-573	-425.2876029039
7273241	-588	-442.7487598125
7274791	-585	-437.8175352172
7276271	-575	-429.6630814185
7277891	-585	-428.7255595488
7279471	-578	-425.9547701023
7281223	-541	-405.4571086096
7282771	-538	-404.9355179119
7284259	-536	-413.6515465181
7285907	-535	-399.6778138109
7287571	-531	-391.8729995854
7288979	-597	-430.6347654083
7290529	-615	-445.1746625443
7292053	-629	-465.6920152691
7293547	-629	-460.6613991519
7295231	-646	-472.5282599725
7296743	-650	-463.3639319356
7298323	-644	-467.1326614243
7300003	-662	-456.5458218588
7301717	-651	-444.0930207403
7303291	-723	-495.5832254292
7304851	-751	-505.4771845934
7306373	-709	-471.8395413339
7307939	-760	-499.3786336916
7309403	-790	-530.5111774165
7311211	-700	-453.0315897010
7312913	-691	-447.7805018844
7314611	-651	-419.6161352608
7316041	-652	-429.8057922075
7317397	-736	-489.2590616539
7319087	-765	-495.8666760491
7320653	-773	-494.0030809282
7322213	-770	-494.6205488771
7323859	-730	-470.3138615678
7325399	-735	-474.7943759096
7326997	-718	-463.8496970560
7328501	-733	-475.7114681534
7330117	-728	-471.3226962175
7331711	-722	-482.3465008053
7333369	-661	-441.9423292767
7334869	-641	-430.0913664274
7336421	-633	-423.8934453622
7338137	-630	-415.9267868492
7339841	-654	-424.4642264674
7341491	-662	-426.6461392596
7343023	-653	-430.7637653158
7344823	-612	-394.0575296277
7346333	-592	-396.6493798147
7348067	-545	-354.4869335315
7349483	-604	-396.2503547293
7351163	-619	-399.1804529555
7352659	-621	-402.4911455596
7354241	-661	-438.5639523280
7355657	-668	-452.4230665290
7357223	-665	-446.5517846709
7358851	-637	-431.5405440292
7360501	-607	-406.4635000804
7361923	-648	-442.7494550640
7363589	-612	-416.1819672637
7365181	-627	-424.7962392641
7366721	-611	-425.1300556562
7368281	-608	-434.0002296007
7369759	-638	-471.2915304520
7371571	-639	-454.3648308673
7373183	-636	-441.9431820526
7374589	-645	-459.4387619155
7376071	-668	-482.6706027669
7377613	-669	-482.1100152836
7379117	-687	-495.4980571082
7380679	-705	-505.6790456804
7382377	-657	-467.0043455417
7383751	-664	-490.8635867166
7385407	-620	-458.6184026378
7387147	-627	-456.4778602561
7388813	-610	-439.5335568224
7390381	-629	-441.2192124573
7391983	-597	-411.3939906164
7393681	-530	-364.0319862546
7395287	-517	-346.6144816711
7396847	-504	-345.4110114738
7398473	-504	-347.7447801684
7400077	-485	-343.0885301388
7401619	-493	-344.4326835568
7403197	-448	-318.8868132485
7404863	-458	-330.5526655178
7406573	-427	-300.7182500577
7408129	-419	-301.9369252780
7409813	-373	-261.3241267215
7411309	-334	-243.4338860695
7412957	-372	-269.7255598177
7414439	-385	-276.7326014697
7415827	-434	-315.1020204808
7417511	-409	-287.2377467147
7419107	-375	-267.8877958156
7420579	-384	-270.7478470573
7422229	-399	-282.3890746834
7423859	-398	-278.9144474982
7425449	-378	-259.8269941164
7426823	-415	-302.1762881133
7428539	-406	-299.6571723381
7430141	-430	-321.2718449280
7431643	-434	-323.6169474255
7433171	-468	-342.7390655744
7434821	-450	-331.4734583158
7436323	-477	-355.2491479317
7438153	-485	-341.1779192753
7439647	-494	-355.0072307809
7441229	-470	-336.8037664752
7442849	-426	-311.0876196413
7444301	-428	-314.3051807065
7445759	-448	-341.4156423187
7447289	-422	-327.3617948395
7448699	-443	-351.2425386490
7450277	-477	-379.4625337179
7451963	-458	-371.1513948028
7453561	-415	-350.7873992176
7455269	-341	-294.0156182876
7456811	-367	-320.5730139071
7458487	-335	-306.0186711282
7460077	-283	-274.5724459787
7461763	-233	-226.3604466107
7463429	-214	-202.7240616727
7465027	-203	-194.6047968599
7466741	-203	-189.0868173649
7468403	-147	-141.7884697464
7469939	-127	-130.9432044426
7471591	-104	-122.8239964346
7473311	-55	-87.6293608366
7474759	-73	-103.9399297854
7476143	-111	-137.3451492018
7477627	-118	-141.7070538768
7479229	-137	-140.0011978847
7480769	-164	-161.5813181284
7482407	-163	-154.5913305444
7483979	-115	-126.5654431282
7485571	-107	-122.7028599474
7487131	-106	-111.5299537304
7488629	-151	-150.4316692431
7490297	-161	-144.2272889929
7491893	-164	-147.2384004664
7493621	-101	-92.0517739094
7495387	-142	-99.7039444202
7497023	-149	-110.7424658867
7498577	-168	-130.1916103673
7500113	-173	-134.4788508972
7501801	-144	-110.0443268202
7503401	-111	-90.4781850654
7504901	-77	-73.9282558221
7506287	-57	-72.7097577714
7508069	-20	-38.1448208471
7509571	-54	-62.1022492187
7511767	-24	-23.5640730842
7513423	-69	-42.7118283997
7514929	-88	-51.4884706824
7516471	-86	-56.9209849922
7517813	-117	-83.6911639603
7519591	-133	-84.7595691368
7521271	-121	-83.1568421567
7522829	-140	-88.1955687957
7524541	-116	-49.4311779417
7526201	-86	-16.4776584033
7528007	-72	9.6733722614
7529519	-117	-18.4222825237
7530889	-168	-62.0674317580
7532449	-153	-56.5288787581
7534027	-174	-66.8539331376
7535683	-96	-32.2746522996
7537133	-153	-72.0199871319
7538903	-127	-44.9654611168
7540441	-144	-56.9677720058
7541839	-179	-82.7111435458
7543351	-205	-97.5454049451
7545007	-206	-94.4144978974
7546531	-200	-100.0076780098
7548077	-159	-73.7573482090
7549571	-185	-96.3987197789
7551149	-249	-136.9028115122
7552619	-263	-154.1756130867
7554293	-264	-147.1678208793
7555907	-231	-126.0760545294
7557439	-237	-129.8125060039
7559029	-247	-127.7528375113
7560547	-284	-162.8243564211
7562227	-295	-157.2427522556
7563719	-274	-140.8222761696
7565563	-226	-83.9760987141
7567201	-222	-82.9708832446
7568921	-176	-54.3283683522
7570217	-174	-71.0251842708
7571701	-225	-110.3747822545
7573537	-122	-35.7271122240
7575229	-128	-31.9656003362
7576861	-121	-25.3713505207
7578407	-139	-34.2445868929
7580071	-103	-3.4142847854
7581601	-122	-15.3105863760
7583339	-122	-14.1260746142
7584931	-148	-26.6599125300
7586629	-110	-10.4226573991
7587977	-139	-41.5119972481
7589573	-158	-42.6113309126
7591169	-138	-18.5751945132
7592777	-145	-22.6060195261
7594183	-173	-44.3196457736
7595677	-176	-55.6084861583
7597277	-204	-68.5114455656
7598839	-213	-81.5688070743
7600357	-218	-96.4506677246
7601929	-276	-132.2338555315
7603457	-260	-126.6428548488
7605011	-249	-112.1425877875
7606409	-269	-131.6084077043
7607939	-310	-154.7425858301
7609493	-277	-136.3393673290
7611101	-307	-162.6350990982
7612663	-326	-183.5995973032
7614331	-343	-183.7220560852
7616123	-316	-155.5136333930
7617583	-352	-185.0925183523
7619263	-313	-162.2297103790
7620941	-279	-149.1836615968
7622711	-279	-138.0077677183
7624217	-330	-175.1524421323
7625561	-346	-197.4154347659
7627021	-388	-230.1977887784
7628471	-398	-249.7642879611
7630069	-380	-248.1134902386
7631761	-326	-209.0620264606
7633523	-271	-170.2312401827
7635029	-320	-210.8905311264
7636583	-311	-208.4072264182
7638283	-323	-205.3637236810
7639883	-272	-167.0554000779
7641461	-268	-158.9695169144
7643059	-272	-162.2749176396
7644529	-245	-153.5804987726
7646201	-215	-127.6593193141
7647743	-214	-133.6353756408
7649249	-219	-136.2705242485
7650827	-190	-119.2540384105
7652471	-213	-141.9790545246
7654037	-230	-147.3156172458
7655503	-238	-155.7263701665
7657289	-210	-126.2503607448
7658723	-231	-151.2823631367
7660307	-193	-139.6883246205
7661881	-173	-131.4317770776
7663489	-185	-134.5655945741
7665131	-200	-138.6193972497
7666639	-240	-170.1368447381
7668313	-253	-163.3415109740
7669847	-271	-183.9446191217
7671467	-275	-181.8988465119
7672913	-272	-188.8322863978
7674467	-279	-206.5637998067
7676293	-264	-179.5450123638
7677797	-274	-188.3572006282
7679437	-232	-156.9279896540
7681031	-201	-147.3645570636
7682551	-217	-158.4190929754
7684253	-165	-119.6467690988
7685707	-168	-124.7785538997
7687261	-221	-166.1198820136
7688839	-268	-203.3076027183
7690399	-232	-182.4180434568
7691951	-220	-181.4054611384
7693417	-239	-193.0801605874
7695097	-250	-193.0959880550
7696537	-296	-222.9785927644
7698151	-297	-224.3517092880
7699729	-285	-236.7751228154
7701319	-283	-223.6908712588
7702913	-269	-206.4964275570
7704577	-251	-194.0383428023
7706227	-257	-191.9008566376
7708007	-196	-132.8797837331
7709519	-250	-169.2201610364
7711103	-275	-170.1021134425
7712563	-310	-201.2362967882
7714207	-342	-215.8893273609
7715803	-319	-199.3971539020
7717247	-293	-189.2503266818
7718803	-283	-194.2064321569
7720331	-288	-199.3763302144
7722017	-304	-208.2162726942
7723453	-356	-249.9891350401
7725031	-358	-253.6769770204
7726777	-280	-194.7524119006
7728367	-250	-169.9327477334
7729937	-253	-167.9555889736
7731541	-245	-166.5861455212
7733293	-232	-146.6107901688
7734893	-176	-117.6759303520
7736383	-176	-128.5983433201
7738223	-174	-103.7221390072
7739779	-196	-111.2978969765
7741259	-222	-136.9349115303
7743049	-148	-82.4377030055
7744501	-125	-64.8444813200
7746191	-132	-69.5943532670
7747979	-89	-18.5888145914
7749403	-145	-59.0826815095
7751113	-106	-40.8954572806
7752571	-112	-40.0719658759
7754141	-124	-54.4914379523
7755691	-136	-61.4083929005
7757411	-142	-55.1702481348
7758983	-141	-58.3174914052
7760617	-100	-21.8859444936
7762199	-115	-39.8396600065
7763803	-125	-58.9016574508
7765259	-93	-39.0166545668
7766951	-36	2.8065654410
7768597	-18	8.8770200405
7771553	-28	11.9976810809
7773043	-53	-12.7114399059
7774343	-86	-46.4076071457
7776127	-36	-6.7424884944
7811339	-9	42.7676466458
7812829	-61	-0.8133461040
7814249	-72	-20.9370198206
7815839	-56	-8.5497606435
7817461	-8	20.3721834104
7819297	-20	29.3472421904
7820963	-7	43.2030055262
7822427	-49	12.2299023496
7823897	-63	-2.8136056831
7825591	-69	3.2994121881
7827329	-67	14.6879341233
7828963	-48	20.5022930724
7830587	-39	27.4885518627
7832093	-9	45.8595775697
7834573	-13	54.6818098762
7835977	-23	45.0227019253
7837631	-34	36.0216792540
7839107	-40	32.9308855636
7840589	-49	8.6268445550
7842127	-42	12.6189200119
7843657	-104	-31.8656729439
7845107	-131	-61.3773006385
7846637	-125	-67.1349456052
7848073	-91	-53.8254379061
7849813	-76	-39.5882293010
7851419	-78	-41.4688639816
7852937	-74	-33.1335113766
7854533	-55	-26.6789600526
7856011	-94	-56.1024461352
7857673	-120	-82.7002118350
7859221	-168	-121.0913699360
7860893	-149	-117.1098113524
7862417	-166	-141.8315102233
7863931	-163	-137.9196124769
7865617	-163	-140.4193555904
7867247	-140	-132.7710879018
7868849	-164	-129.5714340934
7870453	-150	-124.2734087177
7871917	-209	-175.1926371777
7873513	-198	-159.7744537107
7875047	-161	-145.9963360907
7876727	-157	-136.5926793177
7878317	-173	-148.9395402840
7879733	-179	-166.5985608358
7881229	-173	-175.8588804662
7882841	-178	-172.2455216598
7884353	-220	-203.3350026101
7886077	-204	-174.4796528777
7887647	-175	-168.7569752433
7889083	-203	-196.5327086098
7890739	-168	-170.9575099887
7892293	-203	-188.6991490864
7893793	-228	-210.5438747726
7895449	-179	-182.1934713082
7897013	-216	-208.3269571657
7898753	-203	-190.0482601163
7900283	-220	-204.0695709520
7902029	-207	-184.9750804051
7903877	-168	-156.8863064291
7905467	-128	-119.9313401922
7906901	-174	-153.6452371736
7908371	-194	-166.7572896037
7909841	-222	-194.4077071788
7911503	-226	-199.4468109072
7913099	-185	-177.8611654753
7914617	-246	-223.5936434454
7916273	-222	-201.5413463665
7917821	-202	-181.7695207213
7919533	-188	-175.9428795083
7921171	-182	-171.0255816036
7922723	-157	-151.5679472466
7924201	-127	-143.6887409072
7925959	-107	-127.0630771045
7927421	-143	-142.4135524126
7929017	-176	-159.9309092684
7930649	-227	-194.7205246367
7932289	-213	-176.4625759430
7933813	-227	-181.9544454201
7935383	-228	-190.0756220791
7937087	-180	-160.0838620658
7938607	-179	-150.4036172911
7940197	-262	-210.0198534350
7941721	-255	-207.2800318106
7943317	-302	-237.1740396954
7944919	-279	-228.4949304343
7946417	-259	-218.0085866379
7947899	-231	-203.1559149471
7949497	-210	-188.2847811160
7951033	-204	-180.9340247565
7952761	-200	-166.2053880489
7954393	-215	-171.4105871841
7956103	-188	-153.8857115015
7957787	-152	-119.1440418091
7959473	-150	-113.3283613537
7960853	-154	-127.2145396378
7962517	-135	-116.1126355041
7964071	-150	-131.1681941559
7965637	-154	-144.6628539622
7967347	-165	-143.5516389410
7969019	-148	-126.2464632168
7970507	-211	-171.6052653427
7972147	-133	-105.1721052108
7973519	-153	-127.3709132160
7975213	-118	-102.5397275911
7976707	-127	-116.3497959023
7978307	-162	-136.0597098975
7979893	-160	-134.2485170220
7981537	-189	-152.8614017989
7983181	-165	-136.9832293025
7984631	-158	-149.5055006830
7986163	-162	-150.2369401371
7987607	-198	-173.9118362479
7989251	-190	-151.5436172813
7991083	-180	-133.4559756182
7992659	-160	-127.3277842768
7994197	-158	-121.2839796414
7995839	-167	-126.5783316308
7997377	-158	-117.0042616090
7998967	-204	-143.4182211726
8000677	-207	-147.3190483508
8002261	-220	-151.6939409198
8003893	-174	-116.5900309005
8005429	-161	-105.1356164721
8007071	-134	-81.0297863153
8008619	-180	-118.8219773157
8010151	-230	-163.8037386133
8011921	-273	-177.2197825345
8013463	-261	-162.1550390037
8015129	-231	-133.1956212232
8016703	-225	-137.5704784542
8018327	-199	-114.8693886357
8020003	-207	-109.1276178514
8021627	-187	-99.9427004877
8023123	-184	-95.1224151830
8024729	-229	-136.4759634722
8026217	-164	-94.3063219792
8027849	-168	-95.0031135593
8029513	-111	-50.3191600961
8031253	-73	-8.0724025508
8032859	-104	-39.2951713922
8034503	-105	-30.1454150484
8036101	-90	-12.0569139514
8037721	-132	-45.3932775890
8039533	-61	10.1596814400
8040853	-134	-42.5641058257
8042471	-145	-50.7909472445
8044039	-150	-61.0260622884
8045509	-139	-52.1040193665
8046991	-147	-58.4503430025
8048717	-129	-39.1790094371
8050409	-106	-10.6653761241
8052103	-126	-11.9813947324
8053477	-176	-51.2775931307
8055149	-139	-28.4686378614
8056493	-186	-70.8059318508
8057977	-169	-56.7526293810
8059517	-180	-67.0384950801
8061191	-172	-53.6288380514
8062721	-189	-71.1921004850
8064271	-215	-88.9263059333
8065793	-203	-91.2821874560
8067467	-165	-68.9562952610
8069107	-131	-40.6054658034
8070709	-138	-47.9676055678
8072219	-106	-27.6062829566
8073847	-64	-6.8153706293
8075537	-95	-28.3005336533
8077189	-111	-37.8354986936
8078827	-86	-33.4754458663
8080459	-62	-15.9745340542
8082127	-50	2.0438205897
8083799	-28	17.5134968095
8086129	-5	30.7358061276
8087917	-4	33.6307452598
8213503	-10	-3.6290944608
8216107	-5	9.1885495068
8217623	-47	-24.3177553328
8219317	-3	-5.3101155982
8227621	-16	0.8202612371
8229103	-24	-9.8413166094
8231413	-7	9.6125623443
8233759	-18	-5.5237643843
8235371	-49	-28.1218527395
8236961	-106	-62.3228374468
8238683	-135	-69.7611177650
8240143	-180	-96.0137020907
8241589	-164	-90.9433238695
8243201	-171	-96.3843666560
8244659	-162	-107.2135125266
8246363	-191	-118.5969836176
8248061	-158	-83.1520643114
8249597	-165	-90.3199783245
8251189	-180	-100.2435795106
8252879	-161	-74.6790678173
8254457	-189	-97.5187011107
8256071	-135	-52.7157411651
8257789	-109	-35.9571197886
8259271	-146	-58.9051662801
8261023	-118	-23.6801600102
8262601	-120	-28.5032852614
8264327	-134	-21.6601712959
8265979	-104	4.1327647377
8267591	-125	4.3174698498
8269139	-132	1.5558800229
8270677	-92	29.9462932213
8272309	-104	21.3197621024
8273921	-103	34.3613668587
8275391	-119	25.4742984272
8277001	-133	19.5505387499
8278649	-105	27.6559144454
8280199	-101	28.7076414791
8281709	-75	36.1499331655
8283287	-65	41.0212370082
8284649	-72	29.4207330305
8286107	-74	20.2823884184
8288011	-31	63.3420208888
8289623	-62	40.3243094904
8291221	-24	64.1483762947
8292913	-47	52.9660222937
8294501	-51	45.3980125853
8296087	-48	36.0511006456
8297659	-67	20.9051116040
8299331	-12	56.5180143551
8301961	-11	39.2790154786
8305567	-36	24.2370310834
8307179	-7	37.2789185059
8308931	-39	20.6016129301
8310527	-70	4.6824234775
8312119	-54	12.8776947159
8313553	-73	-8.3249499085
8315113	-14	35.6826983974
8322403	-20	44.7393083806
8324191	-4	57.3697828749
8328751	-48	15.4167624753
8330401	-72	4.5205955950
8332111	-35	27.0838404814
8335571	-3	61.0534807444
8343059	-5	39.3376853684
8345171	-59	11.0985432148
8346703	-61	-1.1450675308
8348177	-53	-3.0994915790
8349631	-65	-16.7406057912
8351281	-58	-16.9762321614
8352731	-73	-35.2781644809
8354387	-104	-49.7655137279
8356093	-99	-35.8602627911
8357711	-40	-6.8102490325
8359249	-40	-10.8679600616
8360999	-44	-3.9544577943
8362747	-13	28.7371446575
8367817	-37	15.9970040407
8369323	-15	24.8662647253
8371049	-41	9.9627796089
8372641	-36	8.2885473258
8374339	-65	-2.0863300631
8375869	-23	18.9215515729
8378683	-22	15.4408545443
8382841	-10	38.2857120689
8387473	-3	42.4717893805
8389373	-16	35.7535938647
8390939	-90	-11.6643271297
8392511	-86	-2.4494927739
8394109	-45	29.7713333591
8395753	-89	3.0719996052
8397329	-118	-8.4480979840
8399011	-92	24.0899707541
8400617	-77	24.6079717556
8401993	-98	0.6679189183
8403721	-65	22.5300100956
8405479	-54	38.2995754016
8569559	-34	-27.0013388320
8571181	-3	-12.3999662292
8573167	-22	-28.6144406104
8574557	-61	-68.6073720153
8576203	-19	-43.1902585714
8577617	-85	-89.5300513212
8579141	-94	-83.9811251374
8580787	-72	-70.6427261178
8582213	-65	-65.6493300102
8583977	-22	-30.4170508606
8586493	-35	-37.7650178813
8588159	-29	-4.7160706669
8589689	-145	-78.2925978546
8591291	-115	-57.7796981842
8592911	-111	-53.3013000794
8594581	-98	-56.1494193171
8596153	-167	-94.5165824337
8597599	-170	-95.1061346394
8599271	-167	-101.5670969351
8600899	-115	-76.4871914781
8602471	-172	-114.8566762950
8604067	-136	-91.9217218541
8605601	-142	-95.7831941827
8607271	-138	-89.4617851354
8608801	-175	-116.5270012511
8610269	-197	-129.0849782862
8611709	-243	-158.9183872742
8613379	-204	-136.4211546830
8614913	-201	-140.4734821160
8616533	-225	-164.7024084297
8618149	-219	-163.4575203570
8619791	-206	-154.8048690870
8621453	-186	-139.3386684498
8623003	-190	-135.8614853428
8624573	-218	-151.7621105019
8626229	-199	-133.7236199535
8627807	-207	-138.1942872760
8629349	-275	-177.0276846858
8631167	-283	-174.7549776377
8632777	-307	-187.1304941118
8634413	-290	-169.7818756006
