p,M(p),delta_w,verified,method,margin_or_dw
38113,-23,-6.841770451492478e-09,PASS,wobble_float64,6.841770451492478e-09
38119,-23,-6.891337997195064e-09,PASS,wobble_float64,6.891337997195064e-09
38149,-23,-6.266535409672243e-09,PASS,wobble_float64,6.266535409672243e-09
38153,-24,-6.657075917818338e-09,PASS,wobble_float64,6.657075917818338e-09
38167,-23,-6.127614074756841e-09,PASS,wobble_float64,6.127614074756841e-09
38177,-21,-5.902027545025111e-09,PASS,wobble_float64,5.902027545025111e-09
38183,-21,-5.790631608814685e-09,PASS,wobble_float64,5.790631608814685e-09
38189,-24,-6.397408028454774e-09,PASS,wobble_float64,6.397408028454774e-09
38197,-25,-6.447511727279991e-09,PASS,wobble_float64,6.447511727279991e-09
38201,-26,-6.812771006364115e-09,PASS,wobble_float64,6.812771006364115e-09
38219,-30,-7.456522894027154e-09,PASS,wobble_float64,7.456522894027154e-09
38231,-31,-7.940079295510921e-09,PASS,wobble_float64,7.940079295510921e-09
38237,-35,-9.004286629644401e-09,PASS,wobble_float64,9.004286629644401e-09
38239,-37,-9.501372831323000e-09,PASS,wobble_float64,9.501372831323000e-09
38261,-34,-8.792135228942607e-09,PASS,wobble_float64,8.792135228942607e-09
38273,-31,-8.167691146363046e-09,PASS,wobble_float64,8.167691146363046e-09
38281,-31,-8.065876479846138e-09,PASS,wobble_float64,8.065876479846138e-09
38287,-31,-8.312737947894589e-09,PASS,wobble_float64,8.312737947894589e-09
38299,-28,-7.607762267431735e-09,PASS,wobble_float64,7.607762267431735e-09
38303,-31,-8.397082212136859e-09,PASS,wobble_float64,8.397082212136859e-09
38317,-33,-9.168459915755156e-09,PASS,wobble_float64,9.168459915755156e-09
38321,-35,-9.780335321122707e-09,PASS,wobble_float64,9.780335321122707e-09
38327,-34,-9.541283890958819e-09,PASS,wobble_float64,9.541283890958819e-09
38329,-35,-9.943518754085691e-09,PASS,wobble_float64,9.943518754085691e-09
38333,-37,-1.038115055287657e-08,PASS,wobble_float64,1.038115055287657e-08
38351,-37,-9.454944165638679e-09,PASS,wobble_float64,9.454944165638679e-09
38371,-36,-9.299726056019499e-09,PASS,wobble_float64,9.299726056019499e-09
38377,-37,-9.649011340823925e-09,PASS,wobble_float64,9.649011340823925e-09
38393,-38,-9.310005785947300e-09,PASS,wobble_float64,9.310005785947300e-09
38431,-24,-6.058706605406377e-09,PASS,wobble_float64,6.058706605406377e-09
38447,-22,-5.592761233290551e-09,PASS,wobble_float64,5.592761233290551e-09
38449,-23,-5.964167365993364e-09,PASS,wobble_float64,5.964167365993364e-09
38453,-25,-6.481143877367480e-09,PASS,wobble_float64,6.481143877367480e-09
38459,-25,-6.383492519288262e-09,PASS,wobble_float64,6.383492519288262e-09
38461,-26,-6.702940535938443e-09,PASS,wobble_float64,6.702940535938443e-09
38501,-23,-5.525592799881027e-09,PASS,wobble_float64,5.525592799881027e-09
38543,-15,-2.362325102139249e-09,PASS,wobble_float64,2.362325102139249e-09
38557,-17,-2.856684416620357e-09,PASS,wobble_float64,2.856684416620357e-09
38561,-18,-3.157398205884984e-09,PASS,wobble_float64,3.157398205884984e-09
38567,-21,-3.923658558891959e-09,PASS,wobble_float64,3.923658558891959e-09
38569,-22,-4.322045748276034e-09,PASS,wobble_float64,4.322045748276034e-09
38593,-17,-2.791923443672286e-09,PASS,wobble_float64,2.791923443672286e-09
38603,-15,-2.348022907056974e-09,PASS,wobble_float64,2.348022907056974e-09
38609,-19,-3.462047096133283e-09,PASS,wobble_float64,3.462047096133283e-09
38611,-20,-3.838092088445037e-09,PASS,wobble_float64,3.838092088445037e-09
38629,-17,-3.354399692325036e-09,PASS,wobble_float64,3.354399692325036e-09
38639,-16,-3.322341766647907e-09,PASS,wobble_float64,3.322341766647907e-09
38651,-18,-3.624131571572571e-09,PASS,wobble_float64,3.624131571572571e-09
38653,-19,-4.052136001796245e-09,PASS,wobble_float64,4.052136001796245e-09
38669,-16,-3.872225281600781e-09,PASS,wobble_float64,3.872225281600781e-09
38671,-16,-4.140799892085752e-09,PASS,wobble_float64,4.140799892085752e-09
38677,-18,-4.480419975362603e-09,PASS,wobble_float64,4.480419975362603e-09
38693,-15,-3.614635586187559e-09,PASS,wobble_float64,3.614635586187559e-09
38699,-18,-4.347543845616169e-09,PASS,wobble_float64,4.347543845616169e-09
38707,-19,-4.514817184618860e-09,PASS,wobble_float64,4.514817184618860e-09
38711,-20,-4.702869159510135e-09,PASS,wobble_float64,4.702869159510135e-09
38713,-21,-5.098045296661181e-09,PASS,wobble_float64,5.098045296661181e-09
38723,-20,-4.617011961524599e-09,PASS,wobble_float64,4.617011961524599e-09
38729,-21,-4.999116244844748e-09,PASS,wobble_float64,4.999116244844748e-09
38737,-23,-5.863156651132002e-09,PASS,wobble_float64,5.863156651132002e-09
38747,-24,-6.267969974602469e-09,PASS,wobble_float64,6.267969974602469e-09
38749,-25,-6.693363706401800e-09,PASS,wobble_float64,6.693363706401800e-09
38767,-23,-6.365182902786948e-09,PASS,wobble_float64,6.365182902786948e-09
38783,-21,-6.069563882848522e-09,PASS,wobble_float64,6.069563882848522e-09
38791,-20,-5.710161970114158e-09,PASS,wobble_float64,5.710161970114158e-09
38803,-20,-5.871982613079511e-09,PASS,wobble_float64,5.871982613079511e-09
38821,-21,-5.930854673711082e-09,PASS,wobble_float64,5.930854673711082e-09
38833,-19,-5.839637326965423e-09,PASS,wobble_float64,5.839637326965423e-09
38839,-19,-5.773942805314600e-09,PASS,wobble_float64,5.773942805314600e-09
38851,-20,-6.268107376299341e-09,PASS,wobble_float64,6.268107376299341e-09
38861,-19,-6.354874046624981e-09,PASS,wobble_float64,6.354874046624981e-09
38867,-19,-6.380914100767766e-09,PASS,wobble_float64,6.380914100767766e-09
38873,-19,-6.430697791758462e-09,PASS,wobble_float64,6.430697791758462e-09
38891,-19,-5.673230445709889e-09,PASS,wobble_float64,5.673230445709889e-09
38903,-19,-5.620244505038900e-09,PASS,wobble_float64,5.620244505038900e-09
38917,-19,-6.178990334265732e-09,PASS,wobble_float64,6.178990334265732e-09
38921,-18,-6.111690277875600e-09,PASS,wobble_float64,6.111690277875600e-09
38923,-18,-6.361561913150073e-09,PASS,wobble_float64,6.361561913150073e-09
38933,-18,-6.631168546328259e-09,PASS,wobble_float64,6.631168546328259e-09
38953,-14,-5.478106946869523e-09,PASS,wobble_float64,5.478106946869523e-09
38959,-12,-5.068976086165561e-09,PASS,wobble_float64,5.068976086165561e-09
38971,-12,-5.009784381547553e-09,PASS,wobble_float64,5.009784381547553e-09
38977,-15,-5.602068965640305e-09,PASS,wobble_float64,5.602068965640305e-09
38993,-10,-4.597997576263793e-09,PASS,wobble_float64,4.597997576263793e-09
39097,-3,-3.703388341149793e-09,PASS,wobble_float64,3.703388341149793e-09
39103,-3,-3.630406728297381e-09,PASS,wobble_float64,3.630406728297381e-09
39107,-3,-3.756787063446070e-09,PASS,wobble_float64,3.756787063446070e-09
39113,-5,-4.330532905165994e-09,PASS,wobble_float64,4.330532905165994e-09
39119,-3,-3.909222861554345e-09,PASS,wobble_float64,3.909222861554345e-09
39133,-5,-4.022839129935523e-09,PASS,wobble_float64,4.022839129935523e-09
39139,-6,-4.312850739714646e-09,PASS,wobble_float64,4.312850739714646e-09
39157,-3,-3.343058799449764e-09,PASS,wobble_float64,3.343058799449764e-09
39161,-5,-3.895525028779474e-09,PASS,wobble_float64,3.895525028779474e-09
39163,-5,-4.136206949262132e-09,PASS,wobble_float64,4.136206949262132e-09
39181,-8,-4.603189362402572e-09,PASS,wobble_float64,4.603189362402572e-09
39191,-9,-4.935745542584014e-09,PASS,wobble_float64,4.935745542584014e-09
39199,-8,-4.938542158678912e-09,PASS,wobble_float64,4.938542158678912e-09
39209,-9,-5.084263807839405e-09,PASS,wobble_float64,5.084263807839405e-09
39217,-8,-4.720565645774627e-09,PASS,wobble_float64,4.720565645774627e-09
39227,-10,-5.177575999803851e-09,PASS,wobble_float64,5.177575999803851e-09
39229,-11,-5.481174611752490e-09,PASS,wobble_float64,5.481174611752490e-09
39233,-13,-5.946199732108999e-09,PASS,wobble_float64,5.946199732108999e-09
39239,-12,-6.014891932149111e-09,PASS,wobble_float64,6.014891932149111e-09
39241,-13,-6.361714761248292e-09,PASS,wobble_float64,6.361714761248292e-09
39251,-15,-6.880132267410229e-09,PASS,wobble_float64,6.880132267410229e-09
39293,-18,-6.198445614378633e-09,PASS,wobble_float64,6.198445614378633e-09
39301,-18,-6.231449825406594e-09,PASS,wobble_float64,6.231449825406594e-09
39313,-20,-6.500862061660414e-09,PASS,wobble_float64,6.500862061660414e-09
39317,-23,-7.114110462729065e-09,PASS,wobble_float64,7.114110462729065e-09
39323,-25,-7.810200293104633e-09,PASS,wobble_float64,7.810200293104633e-09
39341,-22,-6.634014987184716e-09,PASS,wobble_float64,6.634014987184716e-09
39343,-22,-6.872010726867553e-09,PASS,wobble_float64,6.872010726867553e-09
39359,-26,-7.912559169663970e-09,PASS,wobble_float64,7.912559169663970e-09
39367,-23,-7.344175930165594e-09,PASS,wobble_float64,7.344175930165594e-09
39371,-24,-7.740618666636642e-09,PASS,wobble_float64,7.740618666636642e-09
39373,-25,-8.036737516709083e-09,PASS,wobble_float64,8.036737516709083e-09
39383,-23,-7.533633911475067e-09,PASS,wobble_float64,7.533633911475067e-09
39397,-24,-7.637166223704866e-09,PASS,wobble_float64,7.637166223704866e-09
39409,-23,-7.515334888370979e-09,PASS,wobble_float64,7.515334888370979e-09
39419,-22,-7.486970016589448e-09,PASS,wobble_float64,7.486970016589448e-09
39439,-22,-6.918577503218712e-09,PASS,wobble_float64,6.918577503218712e-09
39443,-21,-6.864071204780903e-09,PASS,wobble_float64,6.864071204780903e-09
39451,-21,-6.757842455249553e-09,PASS,wobble_float64,6.757842455249553e-09
39461,-24,-7.779073489126752e-09,PASS,wobble_float64,7.779073489126752e-09
39499,-24,-7.268649922788194e-09,PASS,wobble_float64,7.268649922788194e-09
39503,-24,-7.426592743163871e-09,PASS,wobble_float64,7.426592743163871e-09
39509,-24,-7.479341770200127e-09,PASS,wobble_float64,7.479341770200127e-09
39511,-25,-7.798074336093944e-09,PASS,wobble_float64,7.798074336093944e-09
39521,-25,-7.697436865118331e-09,PASS,wobble_float64,7.697436865118331e-09
39541,-17,-5.906345701172028e-09,PASS,wobble_float64,5.906345701172028e-09
39551,-18,-5.966713320834356e-09,PASS,wobble_float64,5.966713320834356e-09
39563,-16,-5.543722719450499e-09,PASS,wobble_float64,5.543722719450499e-09
39569,-19,-6.315994554219209e-09,PASS,wobble_float64,6.315994554219209e-09
39581,-18,-6.194837590813793e-09,PASS,wobble_float64,6.194837590813793e-09
39607,-19,-6.193684848273428e-09,PASS,wobble_float64,6.193684848273428e-09
39619,-18,-6.018658028690858e-09,PASS,wobble_float64,6.018658028690858e-09
39623,-21,-6.690950980393911e-09,PASS,wobble_float64,6.690950980393911e-09
39631,-19,-6.250374665505343e-09,PASS,wobble_float64,6.250374665505343e-09
39659,-14,-4.561607066209272e-09,PASS,wobble_float64,4.561607066209272e-09
39667,-13,-4.342083830451837e-09,PASS,wobble_float64,4.342083830451837e-09
39671,-16,-5.112745111106293e-09,PASS,wobble_float64,5.112745111106293e-09
39679,-15,-4.784215200053470e-09,PASS,wobble_float64,4.784215200053470e-09
39703,-15,-4.948144409588597e-09,PASS,wobble_float64,4.948144409588597e-09
39709,-15,-5.021155832240929e-09,PASS,wobble_float64,5.021155832240929e-09
39719,-16,-5.006478832960288e-09,PASS,wobble_float64,5.006478832960288e-09
39727,-16,-5.222637117337171e-09,PASS,wobble_float64,5.222637117337171e-09
39733,-14,-4.957906921503595e-09,PASS,wobble_float64,4.957906921503595e-09
39749,-10,-4.221172823476151e-09,PASS,wobble_float64,4.221172823476151e-09
39761,-9,-3.915245367870016e-09,PASS,wobble_float64,3.915245367870016e-09
39769,-8,-3.629107666673457e-09,PASS,wobble_float64,3.629107666673457e-09
39779,-4,-3.141718537532983e-09,PASS,wobble_float64,3.141718537532983e-09
39791,-2,-2.854412632392065e-09,PASS,wobble_float64,2.854412632392065e-09
39799,-1,-2.481735801241393e-09,PASS,wobble_float64,2.481735801241393e-09
39821,-3,-2.456354753534320e-09,PASS,wobble_float64,2.456354753534320e-09
39827,-3,-2.471928705920012e-09,PASS,wobble_float64,2.471928705920012e-09
39829,-4,-2.875515640161051e-09,PASS,wobble_float64,2.875515640161051e-09
39839,-2,-2.851442563417774e-09,PASS,wobble_float64,2.851442563417774e-09
39841,-3,-3.190559126051612e-09,PASS,wobble_float64,3.190559126051612e-09
39847,-5,-3.982911849581495e-09,PASS,wobble_float64,3.982911849581495e-09
39857,-5,-4.041909838780906e-09,PASS,wobble_float64,4.041909838780906e-09
39863,-7,-4.451417718948829e-09,PASS,wobble_float64,4.451417718948829e-09
39869,-9,-4.855648123374366e-09,PASS,wobble_float64,4.855648123374366e-09
39877,-7,-4.519988438763702e-09,PASS,wobble_float64,4.519988438763702e-09
39883,-8,-4.756137231263672e-09,PASS,wobble_float64,4.756137231263672e-09
39887,-10,-5.271226247821717e-09,PASS,wobble_float64,5.271226247821717e-09
39901,-9,-4.947329058143518e-09,PASS,wobble_float64,4.947329058143518e-09
39929,-11,-5.427342670101591e-09,PASS,wobble_float64,5.427342670101591e-09
39937,-12,-5.723010252678439e-09,PASS,wobble_float64,5.723010252678439e-09
39953,-11,-5.412208138154683e-09,PASS,wobble_float64,5.412208138154683e-09
39971,-8,-4.650820726594221e-09,PASS,wobble_float64,4.650820726594221e-09
39979,-6,-4.316736411728151e-09,PASS,wobble_float64,4.316736411728151e-09
39983,-5,-4.327275552556915e-09,PASS,wobble_float64,4.327275552556915e-09
39989,-6,-4.799219355591382e-09,PASS,wobble_float64,4.799219355591382e-09
40009,-10,-5.751695125674083e-09,PASS,wobble_float64,5.751695125674083e-09
40013,-11,-6.074503294416136e-09,PASS,wobble_float64,6.074503294416136e-09
40031,-8,-5.241485130233009e-09,PASS,wobble_float64,5.241485130233009e-09
40037,-9,-5.531795381620130e-09,PASS,wobble_float64,5.531795381620130e-09
40039,-11,-5.986598686242705e-09,PASS,wobble_float64,5.986598686242705e-09
40063,-6,-4.649141415220831e-09,PASS,wobble_float64,4.649141415220831e-09
40087,-5,-3.975832330251246e-09,PASS,wobble_float64,3.975832330251246e-09
40093,-3,-3.573831906870635e-09,PASS,wobble_float64,3.573831906870635e-09
40099,-1,-3.306133462102791e-09,PASS,wobble_float64,3.306133462102791e-09
40111,-4,-4.007578322841998e-09,PASS,wobble_float64,4.007578322841998e-09
40123,-9,-5.068617196008656e-09,PASS,wobble_float64,5.068617196008656e-09
40127,-9,-5.318277846129898e-09,PASS,wobble_float64,5.318277846129898e-09
40129,-10,-5.654667205938051e-09,PASS,wobble_float64,5.654667205938051e-09
40151,-10,-5.368988719896408e-09,PASS,wobble_float64,5.368988719896408e-09
40153,-11,-5.684071768517366e-09,PASS,wobble_float64,5.684071768517366e-09
40163,-14,-6.015820639116668e-09,PASS,wobble_float64,6.015820639116668e-09
40169,-15,-6.417341505127850e-09,PASS,wobble_float64,6.417341505127850e-09
40177,-19,-7.130903045681630e-09,PASS,wobble_float64,7.130903045681630e-09
40189,-19,-7.084208030554807e-09,PASS,wobble_float64,7.084208030554807e-09
40193,-20,-7.329216730139027e-09,PASS,wobble_float64,7.329216730139027e-09
40213,-17,-6.223744641615375e-09,PASS,wobble_float64,6.223744641615375e-09
40231,-14,-5.779686556743125e-09,PASS,wobble_float64,5.779686556743125e-09
40237,-14,-5.962830745807088e-09,PASS,wobble_float64,5.962830745807088e-09
40241,-14,-6.240882362189493e-09,PASS,wobble_float64,6.240882362189493e-09
40253,-10,-5.306252189722670e-09,PASS,wobble_float64,5.306252189722670e-09
40277,-15,-6.197846563062674e-09,PASS,wobble_float64,6.197846563062674e-09
40283,-17,-6.528264897062838e-09,PASS,wobble_float64,6.528264897062838e-09
40289,-19,-7.129671333825911e-09,PASS,wobble_float64,7.129671333825911e-09
40343,-13,-4.855901520459989e-09,PASS,wobble_float64,4.855901520459989e-09
40351,-11,-4.262110628213940e-09,PASS,wobble_float64,4.262110628213940e-09
40357,-11,-4.427365156611698e-09,PASS,wobble_float64,4.427365156611698e-09
40361,-14,-5.158474004949529e-09,PASS,wobble_float64,5.158474004949529e-09
40387,-11,-4.195435628145613e-09,PASS,wobble_float64,4.195435628145613e-09
40423,-11,-3.311243467508669e-09,PASS,wobble_float64,3.311243467508669e-09
40427,-11,-3.534087165830133e-09,PASS,wobble_float64,3.534087165830133e-09
40429,-12,-3.887239074090032e-09,PASS,wobble_float64,3.887239074090032e-09
40433,-11,-3.875784827393124e-09,PASS,wobble_float64,3.875784827393124e-09
40459,-5,-2.328467000564964e-09,PASS,wobble_float64,2.328467000564964e-09
40471,-2,-1.773329906685085e-09,PASS,wobble_float64,1.773329906685085e-09
40483,-3,-1.784381394341817e-09,PASS,wobble_float64,1.784381394341817e-09
40487,-6,-2.539049850394887e-09,PASS,wobble_float64,2.539049850394887e-09
40493,-7,-2.814836123628088e-09,PASS,wobble_float64,2.814836123628088e-09
40499,-4,-2.423809447738695e-09,PASS,wobble_float64,2.423809447738695e-09
40507,-2,-2.176177053883193e-09,PASS,wobble_float64,2.176177053883193e-09
40519,-3,-2.392234499668720e-09,PASS,wobble_float64,2.392234499668720e-09
40529,-5,-2.853616624831526e-09,PASS,wobble_float64,2.853616624831526e-09
40531,-7,-3.262233326243360e-09,PASS,wobble_float64,3.262233326243360e-09
40543,-5,-2.869798910692907e-09,PASS,wobble_float64,2.869798910692907e-09
40559,-6,-2.891266621473878e-09,PASS,wobble_float64,2.891266621473878e-09
40577,-3,-1.647213267580428e-09,PASS,wobble_float64,1.647213267580428e-09
40583,-5,-2.081872180622832e-09,PASS,wobble_float64,2.081872180622832e-09
40591,-4,-1.993613587301051e-09,PASS,wobble_float64,1.993613587301051e-09
40597,-6,-2.571073970682159e-09,PASS,wobble_float64,2.571073970682159e-09
40609,-6,-2.374936060745708e-09,PASS,wobble_float64,2.374936060745708e-09
40627,-4,-1.545248237834707e-09,PASS,wobble_float64,1.545248237834707e-09
40637,-4,-1.463192898091458e-09,PASS,wobble_float64,1.463192898091458e-09
40639,-4,-1.693181123668566e-09,PASS,wobble_float64,1.693181123668566e-09
40697,-1,-2.483382504458564e-10,PASS,wobble_float64,2.483382504458564e-10
40699,-2,-6.075392109086328e-10,PASS,wobble_float64,6.075392109086328e-10
40709,-4,-1.065410273621680e-09,PASS,wobble_float64,1.065410273621680e-09
40751,-2,-2.272263416853537e-10,PASS,wobble_float64,2.272263416853537e-10
40759,-2,-1.053188709949026e-10,PASS,wobble_float64,1.053188709949026e-10
40763,-4,-6.935892781505693e-10,PASS,wobble_float64,6.935892781505693e-10
40771,-5,-9.673363306526113e-10,PASS,wobble_float64,9.673363306526113e-10
40819,-1,-2.151261320774631e-10,PASS,wobble_float64,2.151261320774631e-10
40823,-2,-5.183420038032589e-10,PASS,wobble_float64,5.183420038032589e-10
40829,-5,-1.352394515564812e-09,PASS,wobble_float64,1.352394515564812e-09
40841,-5,-1.397439321662694e-09,PASS,wobble_float64,1.397439321662694e-09
40847,-7,-1.970301284119299e-09,PASS,wobble_float64,1.970301284119299e-09
40849,-8,-2.285748416076491e-09,PASS,wobble_float64,2.285748416076491e-09
40853,-9,-2.682700597515168e-09,PASS,wobble_float64,2.682700597515168e-09
40867,-9,-2.739100599063153e-09,PASS,wobble_float64,2.739100599063153e-09
40879,-7,-2.400842502434168e-09,PASS,wobble_float64,2.400842502434168e-09
40883,-6,-2.331541863198492e-09,PASS,wobble_float64,2.331541863198492e-09
40897,-3,-1.487743705171036e-09,PASS,wobble_float64,1.487743705171036e-09
40903,-1,-1.226729261357903e-09,PASS,wobble_float64,1.226729261357903e-09
40927,-2,-1.230052316198506e-09,PASS,wobble_float64,1.230052316198506e-09
40933,-5,-1.865950508611391e-09,PASS,wobble_float64,1.865950508611391e-09
40939,-10,-2.895463225973738e-09,PASS,wobble_float64,2.895463225973738e-09
40949,-12,-3.236277268170223e-09,PASS,wobble_float64,3.236277268170223e-09
40961,-7,-2.234415923732378e-09,PASS,wobble_float64,2.234415923732378e-09
40973,-8,-2.307230451665214e-09,PASS,wobble_float64,2.307230451665214e-09
40993,-12,-2.565893718059085e-09,PASS,wobble_float64,2.565893718059085e-09
41011,-9,-1.979417975072484e-09,PASS,wobble_float64,1.979417975072484e-09
41017,-10,-2.329588508277508e-09,PASS,wobble_float64,2.329588508277508e-09
41023,-11,-2.707162839144878e-09,PASS,wobble_float64,2.707162839144878e-09
41039,-8,-2.111828104591282e-09,PASS,wobble_float64,2.111828104591282e-09
41047,-6,-1.754296121347573e-09,PASS,wobble_float64,1.754296121347573e-09
41051,-7,-2.068066530010052e-09,PASS,wobble_float64,2.068066530010052e-09
41057,-9,-2.297088260643459e-09,PASS,wobble_float64,2.297088260643459e-09
41077,-5,-1.287928030981641e-09,PASS,wobble_float64,1.287928030981641e-09
41081,-4,-1.222281747606443e-09,PASS,wobble_float64,1.222281747606443e-09
41141,-1,-1.561241819656443e-10,PASS,wobble_float64,1.561241819656443e-10
41143,-3,-5.877016379519755e-10,PASS,wobble_float64,5.877016379519755e-10
41149,-3,-6.228045827677423e-10,PASS,wobble_float64,6.228045827677423e-10
41161,-1,-6.144595863887123e-11,PASS,wobble_float64,6.144595863887123e-11
41233,-1,-7.557276904894788e-10,PASS,wobble_float64,7.557276904894788e-10
41243,-8,-2.320475294675787e-09,PASS,wobble_float64,2.320475294675787e-09
41257,-12,-3.265699640423629e-09,PASS,wobble_float64,3.265699640423629e-09
41263,-14,-3.867164837969672e-09,PASS,wobble_float64,3.867164837969672e-09
41269,-15,-3.914269595096617e-09,PASS,wobble_float64,3.914269595096617e-09
41281,-12,-3.303471767863346e-09,PASS,wobble_float64,3.303471767863346e-09
41299,-15,-3.849405435676727e-09,PASS,wobble_float64,3.849405435676727e-09
41333,-13,-2.796341164367974e-09,PASS,wobble_float64,2.796341164367974e-09
41341,-15,-3.142615138384137e-09,PASS,wobble_float64,3.142615138384137e-09
41351,-13,-2.627484501171551e-09,PASS,wobble_float64,2.627484501171551e-09
41357,-12,-2.601932494158602e-09,PASS,wobble_float64,2.601932494158602e-09
41381,-12,-2.289332487741703e-09,PASS,wobble_float64,2.289332487741703e-09
41387,-10,-2.008404643915013e-09,PASS,wobble_float64,2.008404643915013e-09
41389,-11,-2.382194951733595e-09,PASS,wobble_float64,2.382194951733595e-09
41399,-16,-3.483557155630883e-09,PASS,wobble_float64,3.483557155630883e-09
41411,-15,-3.461970229851660e-09,PASS,wobble_float64,3.461970229851660e-09
41413,-16,-3.823390887650936e-09,PASS,wobble_float64,3.823390887650936e-09
41443,-8,-1.678779105824608e-09,PASS,wobble_float64,1.678779105824608e-09
41453,-9,-2.184502131452376e-09,PASS,wobble_float64,2.184502131452376e-09
41467,-8,-1.759497966487104e-09,PASS,wobble_float64,1.759497966487104e-09
41479,-10,-2.057782780636477e-09,PASS,wobble_float64,2.057782780636477e-09
41491,-7,-1.358290313744178e-09,PASS,wobble_float64,1.358290313744178e-09
41507,-5,-8.641397996947127e-10,PASS,wobble_float64,8.641397996947127e-10
41513,-7,-1.542044666183316e-09,PASS,wobble_float64,1.542044666183316e-09
41519,-8,-1.940419433385374e-09,PASS,wobble_float64,1.940419433385374e-09
41521,-9,-2.247594921996439e-09,PASS,wobble_float64,2.247594921996439e-09
41539,-12,-2.557927929616266e-09,PASS,wobble_float64,2.557927929616266e-09
41543,-13,-2.862884888383448e-09,PASS,wobble_float64,2.862884888383448e-09
41549,-15,-3.371994581676679e-09,PASS,wobble_float64,3.371994581676679e-09
41579,-12,-2.199345165897556e-09,PASS,wobble_float64,2.199345165897556e-09
41593,-15,-2.911419589604841e-09,PASS,wobble_float64,2.911419589604841e-09
41597,-16,-3.120637750223248e-09,PASS,wobble_float64,3.120637750223248e-09
41603,-15,-3.062412537347157e-09,PASS,wobble_float64,3.062412537347157e-09
41609,-18,-3.889486177523129e-09,PASS,wobble_float64,3.889486177523129e-09
41611,-20,-4.283394441409845e-09,PASS,wobble_float64,4.283394441409845e-09
41617,-18,-4.140026287631873e-09,PASS,wobble_float64,4.140026287631873e-09
41621,-17,-4.150243134216528e-09,PASS,wobble_float64,4.150243134216528e-09
41627,-17,-4.213511813571215e-09,PASS,wobble_float64,4.213511813571215e-09
41641,-18,-4.714238599259202e-09,PASS,wobble_float64,4.714238599259202e-09
41647,-18,-4.970970997210508e-09,PASS,wobble_float64,4.970970997210508e-09
41651,-18,-5.090461296555743e-09,PASS,wobble_float64,5.090461296555743e-09
41659,-20,-5.590822220070545e-09,PASS,wobble_float64,5.590822220070545e-09
41669,-22,-6.060252526549618e-09,PASS,wobble_float64,6.060252526549618e-09
41681,-22,-5.935520789318994e-09,PASS,wobble_float64,5.935520789318994e-09
41687,-23,-6.122815100384520e-09,PASS,wobble_float64,6.122815100384520e-09
41719,-19,-5.290880163584646e-09,PASS,wobble_float64,5.290880163584646e-09
41729,-21,-5.493853505054226e-09,PASS,wobble_float64,5.493853505054226e-09
41737,-22,-5.519688278183876e-09,PASS,wobble_float64,5.519688278183876e-09
41759,-22,-5.256259759195224e-09,PASS,wobble_float64,5.256259759195224e-09
41761,-23,-5.567948639992456e-09,PASS,wobble_float64,5.567948639992456e-09
41771,-22,-5.333445644401343e-09,PASS,wobble_float64,5.333445644401343e-09
41777,-21,-5.235287587059228e-09,PASS,wobble_float64,5.235287587059228e-09
41801,-25,-6.079697617289843e-09,PASS,wobble_float64,6.079697617289843e-09
41809,-24,-5.845279879708557e-09,PASS,wobble_float64,5.845279879708557e-09
41813,-23,-5.795668419145752e-09,PASS,wobble_float64,5.795668419145752e-09
41843,-24,-5.703720804882628e-09,PASS,wobble_float64,5.703720804882628e-09
41849,-23,-5.499847581108823e-09,PASS,wobble_float64,5.499847581108823e-09
41851,-24,-5.810057504060379e-09,PASS,wobble_float64,5.810057504060379e-09
41863,-26,-5.920151232214249e-09,PASS,wobble_float64,5.920151232214249e-09
41879,-23,-5.340341816402846e-09,PASS,wobble_float64,5.340341816402846e-09
41887,-26,-6.033047764374122e-09,PASS,wobble_float64,6.033047764374122e-09
41893,-24,-5.750865415468783e-09,PASS,wobble_float64,5.750865415468783e-09
41897,-24,-5.860229365378525e-09,PASS,wobble_float64,5.860229365378525e-09
41903,-25,-6.211200555135242e-09,PASS,wobble_float64,6.211200555135242e-09
41911,-28,-6.616655142225333e-09,PASS,wobble_float64,6.616655142225333e-09
41927,-31,-7.337770620492631e-09,PASS,wobble_float64,7.337770620492631e-09
41941,-28,-6.666555723915216e-09,PASS,wobble_float64,6.666555723915216e-09
41947,-29,-6.809224040142675e-09,PASS,wobble_float64,6.809224040142675e-09
41953,-31,-7.372025502701117e-09,PASS,wobble_float64,7.372025502701117e-09
41957,-34,-8.061617993856762e-09,PASS,wobble_float64,8.061617993856762e-09
41959,-35,-8.368445938517150e-09,PASS,wobble_float64,8.368445938517150e-09
41969,-33,-8.008483631776603e-09,PASS,wobble_float64,8.008483631776603e-09
41981,-36,-8.783950605177339e-09,PASS,wobble_float64,8.783950605177339e-09
41983,-38,-9.196360031292131e-09,PASS,wobble_float64,9.196360031292131e-09
41999,-38,-9.121022198287733e-09,PASS,wobble_float64,9.121022198287733e-09
42013,-39,-9.229854194261008e-09,PASS,wobble_float64,9.229854194261008e-09
42017,-42,-9.844365724135447e-09,PASS,wobble_float64,9.844365724135447e-09
42019,-42,-1.005320946474253e-08,PASS,wobble_float64,1.005320946474253e-08
42023,-42,-1.009561164230294e-08,PASS,wobble_float64,1.009561164230294e-08
42043,-37,-9.019248913301188e-09,PASS,wobble_float64,9.019248913301188e-09
