N,wobble,farey_size,is_prime,delta_w,mertens,mu
18178,3.635723743986853e-05,100445179,0,-9.261795949386362e-10,-15,-1
18179,3.635006413560587e-05,100460467,0,7.173304262666027e-09,-15,0
18180,3.633985379198279e-05,100465267,0,1.021034362307517e-08,-15,0
18181,3.637627324203691e-05,100483447,1,-3.641945005412140e-08,-16,-1
18182,3.636695152032330e-05,100492537,0,9.321721713613799e-09,-15,1
18183,3.635531220206615e-05,100502617,0,1.163931825714452e-08,-14,1
18184,3.634717816385271e-05,100511705,0,8.134038213441282e-09,-14,0
18185,3.634070824171527e-05,100526249,0,6.469922137443602e-09,-13,1
18186,3.632360394055221e-05,100531433,0,1.710430116306025e-08,-12,1
18187,3.629425495075243e-05,100548209,0,2.934898979977573e-08,-11,1
18188,3.629060730905108e-05,100557301,0,3.647641701355750e-09,-11,0
18189,3.628734335610265e-05,100568893,0,3.263952948426318e-09,-11,0
18190,3.628363257696233e-05,100575677,0,3.710779140324446e-09,-10,1
18191,3.631571602576680e-05,100593867,1,-3.208344880446887e-08,-11,-1
18192,3.630583056025010e-05,100599915,0,9.885465516697514e-09,-11,0
18193,3.632085205440697e-05,100614699,0,-1.502149415686977e-08,-12,-1
18194,3.631952055906188e-05,100622959,0,1.331495345085348e-09,-13,-1
18195,3.631641085171345e-05,100632655,0,3.109707348430155e-09,-14,-1
18196,3.631356407546642e-05,100641751,0,2.846776247032560e-09,-14,0
18197,3.628652081697508e-05,100659331,0,2.704325849134425e-08,-13,1
18198,3.627595228638746e-05,100665379,0,1.056853058761337e-08,-13,0
18199,3.631075653175778e-05,100683577,1,-3.480424537031954e-08,-14,-1
18200,3.630752185679969e-05,100689337,0,3.234674958088731e-09,-14,0
18201,3.629491330715199e-05,100701469,0,1.260854964770501e-08,-13,1
18202,3.630584604034681e-05,100710073,0,-1.093273319482713e-08,-14,-1
18203,3.628578589486586e-05,100728001,0,2.006014548095185e-08,-13,1
18204,3.628105053974231e-05,100733761,0,4.735355123556444e-09,-13,0
18205,3.626618854888649e-05,100746961,0,1.486199085582010e-08,-14,-1
18206,3.625679253763731e-05,100756063,0,9.396011249176235e-09,-13,1
18207,3.625070915532497e-05,100765855,0,6.083382312339057e-09,-13,0
18208,3.623726731862805e-05,100774943,0,1.344183669691699e-08,-13,0
18209,3.621920026970894e-05,100792883,0,1.806704891911607e-08,-12,1
18210,3.621042693443702e-05,100797731,0,8.773335271915542e-09,-11,1
18211,3.624287898982194e-05,100815941,1,-3.245205538492178e-08,-12,-1
18212,3.623537089051588e-05,100824677,0,7.508099306066229e-09,-12,0
18213,3.625301058476409e-05,100835861,0,-1.763969424821183e-08,-13,-1
18214,3.626325382221752e-05,100843661,0,-1.024323745342813e-08,-14,-1
18215,3.625687484328845e-05,100858229,0,6.378978929069180e-09,-13,1
18216,3.625262689371977e-05,100863509,0,4.247949568675130e-09,-13,0
18217,3.628745690895031e-05,100881725,1,-3.483001523053717e-08,-14,-1
18218,3.627879715056934e-05,100890833,0,8.659758380974610e-09,-13,1
18219,3.626767193038766e-05,100902977,0,1.112522018167353e-08,-12,1
18220,3.626196383562796e-05,100910257,0,5.708094759704417e-09,-12,0
18221,3.627734927975690e-05,100924945,0,-1.538544412894470e-08,-13,-1
18222,3.628477924628992e-05,100931017,0,-7.429966533021519e-09,-14,-1
18223,3.632151377755176e-05,100949239,1,-3.673453126183484e-08,-15,-1
18224,3.630982269549977e-05,100957687,0,1.169108205198736e-08,-15,0
18225,3.630405796865236e-05,100967407,0,5.764726847415976e-09,-15,0
18226,3.631940114275232e-05,100975807,0,-1.534317409996238e-08,-16,-1
18227,3.630601722825299e-05,100992367,0,1.338391449932723e-08,-15,1
18228,3.631093789702755e-05,100997407,0,-4.920668774557164e-09,-15,0
18229,3.634861486779351e-05,101015635,1,-3.767697076595725e-08,-16,-1
18230,3.635230104162997e-05,101022923,0,-3.686173836466413e-09,-17,-1
18231,3.635766636493916e-05,101034755,0,-5.365323309185319e-09,-18,-1
18232,3.635721404585455e-05,101043491,0,4.523190846124261e-10,-18,0
18233,3.639844008269189e-05,101061723,1,-4.122603683734768e-08,-19,-1
18234,3.639596967362969e-05,101067795,0,2.470409062205355e-09,-19,0
18235,3.640736220916759e-05,101080275,0,-1.139253553790503e-08,-20,-1
18236,3.640211213343595e-05,101089107,0,5.250075731638292e-09,-20,0
18237,3.638481616134383e-05,101101263,0,1.729597209212079e-08,-19,1
18238,3.639125839894600e-05,101109543,0,-6.442237602162775e-09,-20,-1
18239,3.641549513132525e-05,101125383,0,-2.423673237924922e-08,-21,-1
18240,3.641906172645651e-05,101129991,0,-3.566595131265868e-09,-21,0
18241,3.641771605150596e-05,101146119,0,1.345674950552840e-09,-22,-1
18242,3.643808435727138e-05,101153931,0,-2.036830576541916e-08,-23,-1
18243,3.642497894222097e-05,101166087,0,1.310541505040839e-08,-23,0
18244,3.642051076575506e-05,101175207,0,4.468176465913319e-09,-23,0
18245,3.641911069410898e-05,101189287,0,1.400071646074849e-09,-24,-1
18246,3.643495021024742e-05,101195367,0,-1.583951613844299e-08,-25,-1
18247,3.640067661721501e-05,101213287,0,3.427359303241178e-08,-24,1
18248,3.639296054259530e-05,101222407,0,7.716074619713463e-09,-24,0
18249,3.637398869833180e-05,101231767,0,1.897184426350357e-08,-23,1
18250,3.637342069677252e-05,101238967,0,5.680015592796680e-10,-23,0
18251,3.641953928307781e-05,101257217,1,-4.611858630529836e-08,-24,-1
18252,3.641609710700668e-05,101262833,0,3.442176071135033e-09,-24,0
18253,3.646384398407959e-05,101281085,1,-4.774687707291184e-08,-25,-1
18254,3.644416275638364e-05,101290211,0,1.968122769595168e-08,-24,1
18255,3.645099487676875e-05,101299939,0,-6.832120385108747e-09,-25,-1
18256,3.644006266510150e-05,101307715,0,1.093221166724283e-08,-25,0
18257,3.648956907942457e-05,101325971,1,-4.950641432306587e-08,-26,-1
18258,3.647201272156868e-05,101331667,0,1.755635785588659e-08,-25,1
18259,3.647100958120874e-05,101348407,0,1.003140359942870e-09,-25,0
18260,3.647139527987080e-05,101354967,0,-3.856986620549580e-10,-25,0
18261,3.645990775536161e-05,101367135,0,1.148752450919033e-08,-25,0
18262,3.647621943817228e-05,101375847,0,-1.631168281067234e-08,-26,-1
18263,3.643520246760225e-05,101391495,0,4.101697057003163e-08,-25,1
18264,3.643652083342728e-05,101397575,0,-1.318365825037950e-09,-25,0
18265,3.646247099309745e-05,101411015,0,-2.595015967016187e-08,-26,-1
18266,3.644288931322248e-05,101420147,0,1.958167987496293e-08,-25,1
18267,3.642131783088932e-05,101432323,0,2.157148233316138e-08,-24,1
18268,3.641858316429997e-05,101441455,0,2.734666589354682e-09,-24,0
18269,3.646684039801888e-05,101459723,1,-4.825723371890757e-08,-25,-1
18270,3.646971304732885e-05,101463755,0,-2.872649309974883e-09,-25,0
18271,3.644984307533412e-05,101480255,0,1.986997199472673e-08,-25,0
18272,3.643844692711219e-05,101489375,0,1.139614822192984e-08,-25,0
18273,3.641862255436543e-05,101501555,0,1.982437274676384e-08,-24,1
18274,3.640034014231001e-05,101510691,0,1.828241205541675e-08,-23,1
18275,3.639865034082840e-05,101524131,0,1.689801481609464e-09,-23,0
18276,3.639479821359376e-05,101530219,0,3.852127234638884e-09,-23,0
18277,3.639363690214243e-05,101545843,0,1.161311451333919e-09,-23,0
18278,3.635973451149675e-05,101553619,0,3.390239064568495e-08,-22,1
18279,3.636085438460052e-05,101565787,0,-1.119873103775368e-09,-22,0
18280,3.636322597711149e-05,101573083,0,-2.371592510970553e-09,-22,0
18281,3.633002264374305e-05,101591083,0,3.320333336843739e-08,-21,1
18282,3.632187260867657e-05,101596603,0,8.150035066480544e-09,-20,1
18283,3.629366144642281e-05,101614451,0,2.821116225376646e-08,-19,1
18284,3.629712364851766e-05,101622275,0,-3.462202094848155e-09,-19,0
18285,3.627857747914428e-05,101631427,0,1.854616937337804e-08,-18,1
18286,3.627998490869376e-05,101640307,0,-1.407429549484939e-09,-19,-1
18287,3.632410367425546e-05,101658593,1,-4.411876556169753e-08,-20,-1
18288,3.631935274038119e-05,101664641,0,4.750933874268586e-09,-20,0
18289,3.636511464061847e-05,101682929,1,-4.576190023728095e-08,-21,-1
18290,3.634219195186222e-05,101689889,0,2.292268875625172e-08,-20,1
18291,3.630231221843108e-05,101699393,0,3.987973343114008e-08,-19,1
18292,3.629860559907265e-05,101707969,0,3.706619358430504e-09,-19,0
18293,3.627971783977477e-05,101724589,0,1.888775929787619e-08,-18,1
18294,3.628719450675776e-05,101730685,0,-7.476666982986170e-09,-19,-1
18295,3.627132725103030e-05,101745317,0,1.586725572746370e-08,-18,1
18296,3.626290995303215e-05,101754461,0,8.417297998148873e-09,-18,0
18297,3.626683913853252e-05,101765909,0,-3.929185500372396e-09,-18,0
18298,3.628483382011268e-05,101773745,0,-1.799468158016098e-08,-19,-1
18299,3.625633481697123e-05,101791385,0,2.849900314144742e-08,-18,1
18300,3.624937859563870e-05,101796185,0,6.956221332529472e-09,-18,0
18301,3.629260287183595e-05,101814485,1,-4.322427619724288e-08,-19,-1
18302,3.627854948473119e-05,101823635,0,1.405338710475172e-08,-18,1
18303,3.626651205900939e-05,101835835,0,1.203742572180905e-08,-17,1
18304,3.626336288263053e-05,101843515,0,3.149176378857191e-09,-17,0
18305,3.627841575634299e-05,101856043,0,-1.505287371246028e-08,-18,-1
18306,3.628389535260442e-05,101862091,0,-5.479596261431091e-09,-18,0
18307,3.632796117009483e-05,101880397,1,-4.406581749040933e-08,-19,-1
18308,3.633302070453196e-05,101889109,0,-5.059534437130964e-09,-19,0
18309,3.633294294313159e-05,101900565,0,7.776140037332561e-11,-20,-1
18310,3.634073814177090e-05,101907885,0,-7.795198639312412e-09,-21,-1
18311,3.638847329989137e-05,101926195,1,-4.773515812047036e-08,-22,-1
18312,3.638602928529123e-05,101931379,0,2.444014600136359e-09,-22,0
18313,3.643526351578074e-05,101949691,1,-4.923423048950221e-08,-23,-1
18314,3.641880767491909e-05,101958847,0,1.645584086164731e-08,-22,1
18315,3.640012850672845e-05,101967487,0,1.867916819063933e-08,-22,0
18316,3.640319084569576e-05,101976127,0,-3.062338967314577e-09,-22,0
18317,3.635769012224994e-05,101993023,0,4.550072344582394e-08,-21,1
18318,3.634346975639904e-05,101998903,0,1.422036585089614e-08,-20,1
18319,3.630334929481357e-05,102014599,0,4.012046158546943e-08,-19,1
18320,3.629316941986919e-05,102021895,0,1.017987494438834e-08,-19,0
18321,3.631181281529479e-05,102033655,0,-1.864339542560620e-08,-20,-1
18322,3.629958517080143e-05,102042815,0,1.222764449336321e-08,-19,1
18323,3.626814150861818e-05,102060815,0,3.144366218325178e-08,-18,1
18324,3.627038104870292e-05,102066911,0,-2.239540084739318e-09,-18,0
18325,3.625612968910117e-05,102081551,0,1.425135960174265e-08,-18,0
18326,3.625682350463251e-05,102088271,0,-6.938155313335605e-10,-18,0
18327,3.625976775945872e-05,102100111,0,-2.944254826209726e-09,-19,-1
18328,3.625768791474268e-05,102108847,0,2.079844716034742e-09,-19,0
18329,3.630407356799775e-05,102127175,1,-4.638565325506411e-08,-20,-1
18330,3.631792847493150e-05,102131591,0,-1.385490693375270e-08,-21,-1
18331,3.628160020488213e-05,102149103,0,3.632827004936532e-08,-20,1
18332,3.627233681999562e-05,102158267,0,9.263384886511682e-09,-20,0
18333,3.625369717692292e-05,102168635,0,1.863964307269919e-08,-20,0
18334,3.626135836362554e-05,102177611,0,-7.661186702619300e-09,-21,-1
18335,3.628152277356914e-05,102191435,0,-2.016440994359576e-08,-22,-1
18336,3.628120706926496e-05,102197515,0,3.157043041771804e-10,-22,0
18337,3.626210108832828e-05,102214175,0,1.910598093668084e-08,-21,1
18338,3.627570953581075e-05,102223119,0,-1.360844748246913e-08,-22,-1
18339,3.625848632705165e-05,102235343,0,1.722320875909646e-08,-21,1
18340,3.624896584417266e-05,102241583,0,9.520482878990703e-09,-21,0
18341,3.629546006631545e-05,102259923,1,-4.649422214278339e-08,-22,-1
18342,3.629631597313076e-05,102266031,0,-8.559068153117695e-10,-22,0
18343,3.632572807966264e-05,102281775,0,-2.941210653188562e-08,-23,-1
18344,3.631843676872959e-05,102290943,0,7.291310933053320e-09,-23,0
18345,3.632659594621440e-05,102300719,0,-8.159177484809280e-09,-24,-1
18346,3.631033199046540e-05,102309891,0,1.626395574899647e-08,-23,1
18347,3.627022240505740e-05,102325611,0,4.010958540800157e-08,-22,1
18348,3.626997884024669e-05,102331131,0,2.435648107152106e-10,-22,0
18349,3.623534874984036e-05,102349111,0,3.463009040632355e-08,-21,1
18350,3.623243521362634e-05,102356431,0,2.913536214026147e-09,-21,0
18351,3.621922061777162e-05,102368659,0,1.321459585471875e-08,-21,0
18352,3.621333952014017e-05,102377299,0,5.881097631450945e-09,-21,0
18353,3.625945956131509e-05,102395651,1,-4.612004117492293e-08,-22,-1
18354,3.627751168704230e-05,102400403,0,-1.805212572720887e-08,-23,-1
18355,3.625541070112475e-05,102415083,0,2.210098591754573e-08,-22,1
18356,3.625673327996759e-05,102423531,0,-1.322578842837430e-09,-22,0
18357,3.626671847165528e-05,102435291,0,-9.985191687690033e-09,-23,-1
18358,3.627793585649068e-05,102444267,0,-1.121738483539678e-08,-24,-1
18359,3.626020362759318e-05,102460947,0,1.773222889749353e-08,-23,1
18360,3.625487540666181e-05,102465555,0,5.328220931367846e-09,-23,0
18361,3.628072541648521e-05,102480675,0,-2.585000982339931e-08,-24,-1
18362,3.626469899479156e-05,102489855,0,1.602642169365768e-08,-23,1
18363,3.624545703241668e-05,102502095,0,1.924196237488082e-08,-22,1
18364,3.623914742563328e-05,102511275,0,6.309606783400188e-09,-22,0
18365,3.621987960654870e-05,102525963,0,1.926781908457139e-08,-21,1
18366,3.623183215418246e-05,102532083,0,-1.195254763375765e-08,-22,-1
18367,3.627762034442456e-05,102550449,1,-4.578819024209492e-08,-23,-1
18368,3.626634253077618e-05,102558129,0,1.127781364837840e-08,-23,0
18369,3.626703390129180e-05,102569361,0,-6.913705156267355e-10,-23,0
18370,3.625924760027911e-05,102576001,0,7.786301012692280e-09,-22,1
18371,3.630639936550123e-05,102594371,1,-4.715176522212210e-08,-23,-1
18372,3.630386026096149e-05,102600491,0,2.539104539747976e-09,-23,0
18373,3.626577908149184e-05,102617879,0,3.808117946964940e-08,-22,1
18374,3.625154416075267e-05,102627065,0,1.423492073916271e-08,-21,1
18375,3.624655504338677e-05,102635465,0,4.989117365909095e-09,-21,0
18376,3.624137791019151e-05,102644649,0,5.177133195254991e-09,-21,0
18377,3.625292576020836e-05,102660841,0,-1.154785001684786e-08,-22,-1
18378,3.625343014318765e-05,102666961,0,-5.043829792914759e-10,-22,0
18379,3.630149582117970e-05,102685339,1,-4.806567799205380e-08,-23,-1
18380,3.630019662715802e-05,102692683,0,1.299194021685453e-09,-23,0
18381,3.629539881961159e-05,102703803,0,4.797807546428289e-09,-24,-1
18382,3.625733982175215e-05,102711003,0,3.805899785944275e-08,-23,1
18383,3.621613806366519e-05,102728763,0,4.120175808695762e-08,-22,1
18384,3.621231028946308e-05,102734875,0,3.827774202108864e-09,-22,0
18385,3.619307045971490e-05,102749579,0,1.923982974817755e-08,-21,1
18386,3.620533627220720e-05,102758427,0,-1.226581249229633e-08,-22,-1
18387,3.618964135136638e-05,102770631,0,1.569492084082071e-08,-22,0
18388,3.618163216379886e-05,102779823,0,8.009187567519849e-09,-22,0
18389,3.620443234017802e-05,102794943,0,-2.280017637915717e-08,-23,-1
18390,3.619351728216518e-05,102799839,0,1.091505801283717e-08,-22,1
18391,3.615506419083896e-05,102817831,0,3.845309132621941e-08,-21,1
18392,3.615059143173775e-05,102825751,0,4.472759101209944e-09,-21,0
18393,3.613269745078918e-05,102838011,0,1.789398094857107e-08,-20,1
18394,3.613860308111842e-05,102846651,0,-5.905630329237162e-09,-21,-1
18395,3.616229606974872e-05,102860187,0,-2.369298863030248e-08,-22,-1
18396,3.615697090187795e-05,102865371,0,5.325167870769457e-09,-22,0
18397,3.620491414856727e-05,102883767,1,-4.794324668932088e-08,-23,-1
18398,3.618944650187703e-05,102892965,0,1.546764669024445e-08,-22,1
18399,3.617172356598647e-05,102905229,0,1.772293589055068e-08,-21,1
18400,3.616517005176429e-05,102912269,0,6.553514222181617e-09,-21,0
18401,3.621282664768568e-05,102930669,1,-4.765659592138611e-08,-22,-1
18402,3.622260375278072e-05,102936801,0,-9.777105095041920e-09,-23,-1
18403,3.623721496775139e-05,102951081,0,-1.461121497066848e-08,-24,-1
18404,3.624017512382432e-05,102959985,0,-2.960156072925836e-09,-24,0
18405,3.624287299957442e-05,102969777,0,-2.697875750106132e-09,-24,0
18406,3.622731117104560e-05,102978979,0,1.556182852882165e-08,-23,1
18407,3.619116577539168e-05,102997075,0,3.614539565392213e-08,-22,1
18408,3.618403231152308e-05,103002643,0,7.133463868600365e-09,-22,0
18409,3.615197753696120e-05,103020563,0,3.205477456187563e-08,-21,1
18410,3.613151501434404e-05,103026851,0,2.046252261716033e-08,-20,1
18411,3.612250004472402e-05,103037795,0,9.014969620025389e-09,-20,0
18412,3.611391011649586e-05,103046999,0,8.589928228151821e-09,-20,0
18413,3.616059745823812e-05,103065411,1,-4.668734174225798e-08,-21,-1
18414,3.616532460370132e-05,103070811,0,-4.727145463201486e-09,-21,0
18415,3.617374774168554e-05,103084923,0,-8.423137984216037e-09,-22,-1
18416,3.616824706267105e-05,103094123,0,5.500679014494234e-09,-22,0
18417,3.618714121591101e-05,103104635,0,-1.889415323996720e-08,-23,-1
18418,3.617346807142634e-05,103113843,0,1.367314448467348e-08,-22,1
18419,3.613962224163095e-05,103131987,0,3.384582979538904e-08,-21,1
18420,3.613415955456627e-05,103136883,0,5.462687064677798e-09,-21,0
18421,3.614153964843163e-05,103153731,0,-7.380093865353235e-09,-21,0
18422,3.615007794215171e-05,103162731,0,-8.538293720081235e-09,-22,-1
18423,3.615647832497662e-05,103174347,0,-6.400382824909678e-09,-22,0
18424,3.615564436127441e-05,103182075,0,8.339637022069537e-10,-22,0
18425,3.615658861523657e-05,103195275,0,-9.442539621639713e-10,-22,0
18426,3.613941750358401e-05,103201179,0,1.717111165256048e-08,-21,1
18427,3.618778607775884e-05,103219605,1,-4.836857417482587e-08,-22,-1
18428,3.618998816816297e-05,103228245,0,-2.202090404128225e-09,-22,0
18429,3.617322085301341e-05,103240529,0,1.676731514955776e-08,-21,1
18430,3.615926327088426e-05,103247441,0,1.395758212914528e-08,-20,1
18431,3.611705426101533e-05,103263233,0,4.220900986893231e-08,-19,1
18432,3.611336469963391e-05,103269377,0,3.689561381417451e-09,-19,0
18433,3.616063225609576e-05,103287809,1,-4.726755646184387e-08,-20,-1
18434,3.617974003567655e-05,103296305,0,-1.910777958079345e-08,-21,-1
18435,3.618306969642577e-05,103306129,0,-3.329660749219331e-09,-22,-1
18436,3.618098416603556e-05,103314489,0,2.085530390208781e-09,-22,0
18437,3.614467348626662e-05,103332645,0,3.631067976894356e-08,-21,1
18438,3.612783074416937e-05,103337901,0,1.684274209725191e-08,-20,1
18439,3.617659515168715e-05,103356339,1,-4.876440751778321e-08,-21,-1
18440,3.617720706975910e-05,103363699,0,-6.119180719519278e-10,-21,0
18441,3.618113012015709e-05,103375975,0,-3.923050397990763e-09,-21,0
18442,3.616971468427454e-05,103385195,0,1.141543588255729e-08,-20,1
18443,3.621929538967076e-05,103403637,1,-4.958070539622350e-08,-21,-1
18444,3.621199739483780e-05,103409461,0,7.297994832960390e-09,-21,0
18445,3.618195927242432e-05,103420981,0,3.003812241348140e-08,-20,1
18446,3.619249626646483e-05,103429781,0,-1.053699404051050e-08,-21,-1
18447,3.617202189496234e-05,103439861,0,2.047437150248403e-08,-20,1
18448,3.616847145925070e-05,103449077,0,3.550435711645046e-09,-20,0
18449,3.613286807597731e-05,103466537,0,3.560338327338774e-08,-19,1
18450,3.612537703261631e-05,103471337,0,7.491043361003901e-09,-19,0
18451,3.617350759486481e-05,103489787,1,-4.813056224850265e-08,-20,-1
18452,3.618377383779841e-05,103497683,0,-1.026624293359873e-08,-20,0
18453,3.616915598444758e-05,103509983,0,1.461785335082845e-08,-19,1
18454,3.615850463939822e-05,103519209,0,1.065134504935636e-08,-18,1
18455,3.614106385462916e-05,103533969,0,1.744078476906670e-08,-17,1
18456,3.614016783233337e-05,103540113,0,8.960222957818246e-10,-17,0
18457,3.618718482098599e-05,103558569,1,-4.701698865261256e-08,-18,-1
18458,3.618831436308634e-05,103566949,0,-1.129542100349360e-09,-19,-1
18459,3.620557069438964e-05,103577461,0,-1.725633130330716e-08,-19,0
18460,3.619459011816026e-05,103584181,0,1.098057622938778e-08,-19,0
18461,3.624392743605610e-05,103602641,1,-4.933731789584348e-08,-20,-1
18462,3.623746946810615e-05,103608401,0,6.457967949946130e-09,-19,1
18463,3.620487015045260e-05,103626329,0,3.259931765355143e-08,-18,1
18464,3.619451722147490e-05,103635545,0,1.035292897770415e-08,-18,0
18465,3.619469628272210e-05,103645385,0,-1.790612472071752e-10,-19,-1
18466,3.621158211695190e-05,103653293,0,-1.688583422979566e-08,-20,-1
18467,3.617602827057701e-05,103671389,0,3.555384637488556e-08,-19,1
18468,3.617310554323563e-05,103677221,0,2.922727341384316e-09,-19,0
18469,3.618506182673182e-05,103693061,0,-1.195628349618679e-08,-20,-1
18470,3.618829541306289e-05,103700445,0,-3.233586331070340e-09,-21,-1
18471,3.619526291988398e-05,103712405,0,-6.967506821091473e-09,-22,-1
18472,3.618833870174092e-05,103721637,0,6.924218143063295e-09,-22,0
18473,3.617211304362756e-05,103735749,0,1.622565811335805e-08,-22,0
18474,3.617961522109164e-05,103741905,0,-7.502177464083519e-09,-23,-1
18475,3.616258056106255e-05,103756665,0,1.703466002908876e-08,-23,0
18476,3.616553100351717e-05,103765545,0,-2.950442454615525e-09,-23,0
18477,3.614356156601354e-05,103777857,0,2.196943750363303e-08,-23,0
18478,3.612936886358515e-05,103787095,0,1.419270242838586e-08,-22,1
18479,3.609885998958496e-05,103804471,0,3.050887400018695e-08,-21,1
18480,3.609365370976238e-05,103808311,0,5.206279822586710e-09,-21,0
18481,3.614343388218819e-05,103826791,1,-4.978017242581405e-08,-22,-1
18482,3.613084576116226e-05,103836031,0,1.258812102593202e-08,-21,1
18483,3.613767391252345e-05,103848031,0,-6.828151361187374e-09,-22,-1
18484,3.612557240733089e-05,103857271,0,1.210150519255612e-08,-22,0
18485,3.610445819970871e-05,103872055,0,2.111420762217881e-08,-21,1
18486,3.609464997012578e-05,103877671,0,9.808229582930180e-09,-21,0
18487,3.612568262534674e-05,103892575,0,-3.103265522096186e-08,-22,-1
18488,3.612013112733438e-05,103901815,0,5.551498012362050e-09,-22,0
18489,3.610160616330012e-05,103914139,0,1.852496403425766e-08,-21,1
18490,3.609848062746649e-05,103921363,0,3.125535833633738e-09,-21,0
18491,3.608598241401366e-05,103937763,0,1.249821345282600e-08,-21,0
18492,3.607731001079380e-05,103943571,0,8.672403219865579e-09,-21,0
18493,3.612677302763547e-05,103962063,1,-4.946301684167017e-08,-22,-1
18494,3.614686936363926e-05,103969983,0,-2.009633600379330e-08,-23,-1
18495,3.613214602930469e-05,103979775,0,1.472333433457144e-08,-23,0
18496,3.612695809419372e-05,103988479,0,5.187935110972681e-09,-23,0
18497,3.608719471461606e-05,104006575,0,3.976337957766065e-08,-22,1
18498,3.609701036468600e-05,104012739,0,-9.815650069945560e-09,-23,-1
18499,3.604838300163086e-05,104029803,0,4.862736305513856e-08,-22,1
18500,3.604350337419791e-05,104037003,0,4.879627432953742e-09,-22,0
18501,3.606193340551658e-05,104047563,0,-1.843003131867232e-08,-23,-1
18502,3.605603379585913e-05,104055683,0,5.899609657455940e-09,-23,0
18503,3.610626425180656e-05,104074185,1,-5.023045594743769e-08,-24,-1
18504,3.610147040653295e-05,104080329,0,4.793845273617003e-09,-24,0
18505,3.608124513078281e-05,104095129,0,2.022527575013802e-08,-23,1
18506,3.609717479417968e-05,104103877,0,-1.592966339686866e-08,-24,-1
18507,3.612135685396968e-05,104115757,0,-2.418205979000555e-08,-25,-1
18508,3.613210324839944e-05,104123677,0,-1.074639442975753e-08,-25,0
18509,3.608938355472681e-05,104141881,0,4.271969367262865e-08,-24,1
18510,3.607987052676678e-05,104146809,0,9.513027960031807e-09,-23,1
18511,3.604494619719393e-05,104165041,0,3.492432957285000e-08,-22,1
18512,3.604113722009449e-05,104173489,0,3.808977099440530e-09,-22,0
18513,3.603259830865808e-05,104184049,0,8.538911436408543e-09,-22,0
18514,3.601957487369289e-05,104193305,0,1.302343496519215e-08,-21,1
18515,3.600812874242033e-05,104205449,0,1.144613127256012e-08,-21,0
18516,3.600758191507649e-05,104211617,0,5.468273438360505e-10,-21,0
18517,3.605628786646319e-05,104230133,1,-4.870595138670034e-08,-22,-1
18518,3.607130802568696e-05,104239149,0,-1.502015922376306e-08,-23,-1
18519,3.605168631300077e-05,104251493,0,1.962171268618285e-08,-22,1
18520,3.605273057895793e-05,104258885,0,-1.044265957160387e-09,-22,0
18521,3.610287548760017e-05,104277405,1,-5.014490864223606e-08,-23,-1
18522,3.609901147090807e-05,104282697,0,3.864016692102143e-09,-23,0
18523,3.615073481917718e-05,104301219,1,-5.172334826911027e-08,-24,-1
18524,3.615176342681983e-05,104309619,0,-1.028607642658064e-09,-24,0
18525,3.614691763518864e-05,104318259,0,4.845791631198919e-09,-24,0
18526,3.615541468289109e-05,104327307,0,-8.497047702452879e-09,-25,-1
18527,3.611302942282487e-05,104345547,0,4.238526006622369e-08,-24,1
18528,3.611328800254495e-05,104351691,0,-2.585797200885536e-10,-24,0
18529,3.606666549810732e-05,104367567,0,4.662250443763144e-08,-23,1
18530,3.606451229995341e-05,104374479,0,2.153198153908014e-09,-22,1
18531,3.607198447488256e-05,104386239,0,-7.472174929148978e-09,-22,0
18532,3.608071817578235e-05,104395199,0,-8.733700899789839e-09,-22,0
18533,3.604363961078942e-05,104413259,0,3.707856499293754e-08,-21,1
18534,3.605272345046203e-05,104419435,0,-9.083839672610204e-09,-22,-1
18535,3.604832659641548e-05,104432875,0,4.396854046547990e-09,-23,-1
18536,3.603974357542850e-05,104440795,0,8.583020986974686e-09,-23,0
18537,3.604649396797433e-05,104452747,0,-6.750392545829854e-09,-24,-1
18538,3.601325228247172e-05,104460667,0,3.324168550260931e-08,-23,1
18539,3.606535927084593e-05,104479205,1,-5.210698837420670e-08,-24,-1
18540,3.605766260114836e-05,104484101,0,7.696669697572749e-09,-24,0
18541,3.611127383021447e-05,104502641,1,-5.361122906611407e-08,-25,-1
18542,3.612592351519917e-05,104511713,0,-1.464968498470127e-08,-26,-1
18543,3.615135771293242e-05,104522297,0,-2.543419773324261e-08,-27,-1
18544,3.614675124716620e-05,104530937,0,4.606465766219202e-09,-27,0
18545,3.612281742475343e-05,104545769,0,2.393382241277098e-08,-26,1
18546,3.611334525649464e-05,104551369,0,9.472168258782456e-09,-25,1
18547,3.608113227390489e-05,104568809,0,3.221298258975110e-08,-24,1
18548,3.606824571058952e-05,104578081,0,1.288656331536813e-08,-24,0
18549,3.605493845159431e-05,104590393,0,1.330725899521227e-08,-24,0
18550,3.604257989677141e-05,104596633,0,1.235855482290297e-08,-24,0
18551,3.599414829594679e-05,104613745,0,4.843160082461590e-08,-23,1
18552,3.599324615401018e-05,104619921,0,9.021419366137744e-10,-23,0
18553,3.604503541963971e-05,104638473,1,-5.178926562952716e-08,-24,-1
18554,3.603125327952457e-05,104647749,0,1.378214011514035e-08,-23,1
18555,3.604139155082464e-05,104657637,0,-1.013827130007131e-08,-24,-1
18556,3.602969004893186e-05,104666913,0,1.170150189277238e-08,-24,0
18557,3.605419196033531e-05,104681313,0,-2.450191140344199e-08,-25,-1
