N,wobble,farey_size,is_prime,delta_w,mertens,mu
18558,3.605855404300041e-05,104687493,0,-4.362082665101919e-09,-25,0
18559,3.602031882512574e-05,104705709,0,3.823521787466662e-08,-24,1
18560,3.601757698941656e-05,104712877,0,2.741835709185346e-09,-24,0
18561,3.603640359000945e-05,104724669,0,-1.882660059289730e-08,-25,-1
18562,3.602271592823785e-05,104733949,0,1.368766177160254e-08,-24,1
18563,3.598326721530385e-05,104751517,0,3.944871293400088e-08,-23,1
18564,3.599671368885418e-05,104756125,0,-1.344647355033178e-08,-23,0
18565,3.600994897109688e-05,104770477,0,-1.323528224269867e-08,-24,-1
18566,3.599819447838644e-05,104779759,0,1.175449271044563e-08,-23,1
18567,3.598122205214096e-05,104792131,0,1.697242624547156e-08,-23,0
18568,3.598003033961581e-05,104800531,0,1.191712525149935e-09,-23,0
18569,3.593898533800707e-05,104818471,0,4.104500160874414e-08,-22,1
18570,3.593390074898416e-05,104823415,0,5.084589022910614e-09,-21,1
18571,3.593842597495851e-05,104839291,0,-4.525225974347973e-09,-21,0
18572,3.592743055151916e-05,104848575,0,1.099542343934286e-08,-21,0
18573,3.594086555998689e-05,104860575,0,-1.343500846772534e-08,-22,-1
18574,3.594482269589988e-05,104869575,0,-3.957135912993441e-09,-23,-1
18575,3.593165687488887e-05,104884415,0,1.316582101101030e-08,-23,0
18576,3.592802397008659e-05,104890463,0,3.632904802283547e-09,-23,0
18577,3.588300348185330e-05,104907599,0,4.502048823328578e-08,-22,1
18578,3.590290255767586e-05,104915555,0,-1.989907582255427e-08,-23,-1
18579,3.590778215771885e-05,104926795,0,-4.879600042991428e-09,-24,-1
18580,3.590713982560246e-05,104934219,0,6.423321163902414e-10,-24,0
18581,3.587982568325832e-05,104951691,0,2.731414234413465e-08,-23,1
18582,3.586545655928813e-05,104957523,0,1.436912397018999e-08,-22,1
18583,3.591486742251872e-05,104976105,1,-4.941086323058950e-08,-23,-1
18584,3.591202938763970e-05,104984905,0,2.838034879024435e-09,-23,0
18585,3.589625664663880e-05,104993257,0,1.577274100089958e-08,-23,0
18586,3.588633689536550e-05,105002549,0,9.919751273297585e-09,-22,1
18587,3.593646510504077e-05,105021135,1,-5.012820967526557e-08,-23,-1
18588,3.594179514209403e-05,105027327,0,-5.330037053266710e-09,-23,0
18589,3.590461878863061e-05,105045247,0,3.717635346342816e-08,-22,1
18590,3.590959831750670e-05,105051487,0,-4.979528876096571e-09,-22,0
18591,3.588409145054420e-05,105063879,0,2.550686696249893e-08,-21,1
18592,3.588464652572119e-05,105071751,0,-5.550751769843858e-10,-21,0
18593,3.593400505467855e-05,105090343,1,-4.935852895736261e-08,-22,-1
18594,3.593872766883817e-05,105096535,0,-4.722614159619347e-09,-22,0
18595,3.591714532183079e-05,105111407,0,2.158234700737972e-08,-21,1
18596,3.590619702210214e-05,105120703,0,1.094829972865432e-08,-21,0
18597,3.588319555695546e-05,105133099,0,2.300146514667154e-08,-20,1
18598,3.588064465305895e-05,105141835,0,2.550903896514150e-09,-21,-1
18599,3.583410685082124e-05,105157771,0,4.653780223770626e-08,-20,1
18600,3.583598306786320e-05,105162571,0,-1.876217041958997e-09,-20,0
18601,3.584734674395120e-05,105178411,0,-1.136367608799355e-08,-21,-1
18602,3.585499411336447e-05,105187511,0,-7.647369413272382e-09,-22,-1
18603,3.584221818077545e-05,105198743,0,1.277593258902041e-08,-22,0
18604,3.583382566172006e-05,105208043,0,8.392519055389460e-09,-22,0
18605,3.582920181024467e-05,105222683,0,4.623851475390615e-09,-22,0
18606,3.581290866238468e-05,105227987,0,1.629314785999168e-08,-21,1
18607,3.577352583743751e-05,105245763,0,3.938282494716193e-08,-20,1
18608,3.576943786350611e-05,105255059,0,4.087973931405037e-09,-20,0
18609,3.575009032649272e-05,105267463,0,1.934753701338983e-08,-19,1
18610,3.575024985949456e-05,105274903,0,-1.595330018398311e-10,-20,-1
18611,3.572049758922062e-05,105292975,0,2.975227027393552e-08,-19,1
18612,3.571809090392766e-05,105298495,0,2.406685292963046e-09,-19,0
18613,3.567684617333477e-05,105314443,0,4.124473059288915e-08,-18,1
18614,3.567841188291478e-05,105323483,0,-1.565709580005948e-09,-19,-1
18615,3.567015280773529e-05,105332699,0,8.259075179485728e-09,-18,1
18616,3.567372223278779e-05,105341243,0,-3.569425052499741e-09,-18,0
18617,3.571791878254391e-05,105359859,1,-4.419654975611371e-08,-19,-1
18618,3.571190776103592e-05,105365795,0,6.011021507985653e-09,-18,1
18619,3.568240767887224e-05,105383939,0,2.950008216368358e-08,-17,1
18620,3.568703427030927e-05,105389987,0,-4.626591437029539e-09,-17,0
18621,3.567235242566350e-05,105402395,0,1.468184464577097e-08,-17,0
18622,3.566343857180582e-05,105411705,0,8.913853857676120e-09,-16,1
18623,3.564420614770568e-05,105428625,0,1.923242410014264e-08,-15,1
18624,3.563321948857453e-05,105434769,0,1.098665913114142e-08,-15,0
18625,3.561934091562474e-05,105449569,0,1.387857294979220e-08,-15,0
18626,3.562404739740749e-05,105458677,0,-4.706481782751869e-09,-16,-1
18627,3.564410573696932e-05,105469309,0,-2.005833956182911e-08,-17,-1
18628,3.563998475578970e-05,105478621,0,4.120981179618708e-09,-17,0
18629,3.560370064937566e-05,105495805,0,3.628410641404466e-08,-16,1
18630,3.559536017343989e-05,105500557,0,8.340475935772311e-09,-16,0
18631,3.556669461928450e-05,105518557,0,2.866555415538779e-08,-15,1
18632,3.556765051327778e-05,105527261,0,-9.558939932795990e-10,-15,0
18633,3.555432229808348e-05,105539681,0,1.332821519429571e-08,-14,1
18634,3.555008585761562e-05,105546941,0,4.236440467860283e-09,-14,0
18635,3.554007889884339e-05,105561845,0,1.000695877223734e-08,-13,1
18636,3.554083271439670e-05,105568053,0,-7.538155533131806e-10,-13,0
18637,3.557826394573239e-05,105586689,1,-3.743123133568779e-08,-14,-1
18638,3.557164433665846e-05,105596007,0,6.619609073927712e-09,-13,1
18639,3.557760968239089e-05,105607671,0,-5.965345732432349e-09,-13,0
18640,3.557018585188743e-05,105615095,0,7.423830503457292e-09,-13,0
18641,3.553505607754907e-05,105631067,0,3.512977433836563e-08,-12,1
18642,3.552826755153138e-05,105636779,0,6.788526017687500e-09,-11,1
18643,3.550720338987917e-05,105655139,0,2.106416165221326e-08,-10,1
18644,3.550230394898592e-05,105664187,0,4.899440893247307e-09,-10,0
18645,3.550686312774268e-05,105673147,0,-4.559178756760270e-09,-9,1
18646,3.550492451870517e-05,105682469,0,1.938609037507161e-09,-8,1
18647,3.548714136824122e-05,105700445,0,1.778315046394973e-08,-7,1
18648,3.548141233547130e-05,105705629,0,5.729032769927612e-09,-7,0
18649,3.547325715566976e-05,105723165,0,8.155179801534913e-09,-6,1
18650,3.547479810485677e-05,105730605,0,-1.540949187003805e-09,-6,0
18651,3.547052433103131e-05,105743037,0,4.273773825457059e-09,-5,1
18652,3.546767517997155e-05,105752361,0,2.849151059761026e-09,-5,0
18653,3.544845800201151e-05,105770181,0,1.921717796003785e-08,-4,1
18654,3.543960672833370e-05,105776397,0,8.851273677814176e-09,-5,-1
18655,3.541344760151757e-05,105787917,0,2.615912681612389e-08,-4,1
18656,3.541301961447569e-05,105796237,0,4.279870418773236e-10,-4,0
18657,3.541530230725955e-05,105808657,0,-2.282692783852193e-09,-4,0
18658,3.541742053294645e-05,105817477,0,-2.118225686901251e-09,-5,-1
18659,3.540201405386383e-05,105835693,0,1.540647908261725e-08,-4,1
18660,3.539954767051420e-05,105840653,0,2.466383349628205e-09,-4,0
18661,3.542617197845365e-05,105859313,1,-2.662430793944770e-08,-5,-1
18662,3.541194640099671e-05,105866873,0,1.422557745693842e-08,-4,1
18663,3.541070512861971e-05,105879313,0,1.241272377004927e-09,-3,1
18664,3.540117215242118e-05,105888641,0,9.532976198527426e-09,-3,0
18665,3.540517410690725e-05,105903569,0,-4.001954486074493e-09,-2,1
18666,3.539031170590310e-05,105909329,0,1.486240100415548e-08,-2,0
18667,3.538947417713548e-05,105926289,0,8.375287676183466e-10,-1,1
18668,3.538547222116437e-05,105934881,0,4.001955971112984e-09,-1,0
18669,3.536842456264735e-05,105945465,0,1.704765851701524e-08,-1,0
18670,3.535638605828891e-05,105952929,0,1.203850435844652e-08,-2,-1
18671,3.538094673680883e-05,105971599,1,-2.456067851992706e-08,-3,-1
18672,3.537693460471246e-05,105977807,0,4.012132096375249e-09,-3,0
18673,3.536424125449506e-05,105996147,0,1.269335021739494e-08,-2,1
18674,3.536616560178246e-05,106005483,0,-1.924347287401084e-09,-1,1
18675,3.536696258719250e-05,106015323,0,-7.969854100406317e-10,-1,0
18676,3.535381315445517e-05,106022715,0,1.314943273733761e-08,-1,0
18677,3.534184406628486e-05,106040391,0,1.196908817030333e-08,0,1
18678,3.535502466352166e-05,106046031,0,-1.318059723679225e-08,1,1
18679,3.537665173800894e-05,106064709,1,-2.162707448728502e-08,0,-1
18680,3.538289863488696e-05,106072165,0,-6.246896878016469e-09,0,0
18681,3.538597107555905e-05,106083637,0,-3.072440672092689e-09,-1,-1
18682,3.538970376149846e-05,106092977,0,-3.732685939412418e-09,0,1
18683,3.538616847379395e-05,106107953,0,3.535287704515254e-09,-1,-1
18684,3.538273019688440e-05,106114145,0,3.438276909549249e-09,-1,0
18685,3.536174886186643e-05,106128545,0,2.098133501796985e-08,-2,-1
18686,3.536584597783949e-05,106137887,0,-4.097115973061610e-09,-1,1
18687,3.536639275422857e-05,106150343,0,-5.467763890851067e-10,0,1
18688,3.536311057805018e-05,106159559,0,3.282176178392093e-09,0,0
18689,3.536493654296918e-05,106176539,0,-1.825964919000553e-09,1,1
18690,3.535379910764298e-05,106180763,0,1.113743532620524e-08,0,-1
18691,3.537688836570728e-05,106199453,1,-2.308925806430127e-08,-1,-1
18692,3.537643859026749e-05,106208797,0,4.497754397861354e-10,-1,0
18693,3.537759098465388e-05,106220677,0,-1.152394386391849e-09,-1,0
18694,3.537759401400711e-05,106229293,0,-3.029353230397068e-12,-2,-1
18695,3.538125694117420e-05,106244245,0,-3.662927167086087e-09,-1,1
18696,3.537446603358774e-05,106250005,0,6.790907586459174e-09,-1,0
18697,3.535474745624168e-05,106266025,0,1.971857734606457e-08,0,1
18698,3.535931653249473e-05,106275373,0,-4.569076253055305e-09,1,1
18699,3.535250783889284e-05,106287253,0,6.808693601897129e-09,0,-1
18700,3.534246947348896e-05,106293653,0,1.003836540387299e-08,0,0
18701,3.536520409811307e-05,106312353,1,-2.273462462410662e-08,-1,-1
18702,3.537323712082191e-05,106318581,0,-8.033022708845772e-09,-1,0
18703,3.536345865339192e-05,106336909,0,9.778467429989734e-09,0,1
18704,3.535812849467146e-05,106344877,0,5.330158720469390e-09,0,0
18705,3.536770958617562e-05,106354285,0,-9.581091504165019e-09,1,1
18706,3.536697787651304e-05,106363393,0,7.317096625800742e-10,0,-1
18707,3.534945869646710e-05,106380649,0,1.751918004593624e-08,1,1
18708,3.534668361832937e-05,106386881,0,2.775078137729902e-09,1,0
18709,3.533768653541318e-05,106405185,0,8.997082916195349e-09,2,1
18710,3.532473158073959e-05,106412665,0,1.295495467359151e-08,1,-1
18711,3.531797674772125e-05,106422385,0,6.754833018342114e-09,1,0
18712,3.531071733449118e-05,106431737,0,7.259413230061734e-09,1,0
18713,3.533141261282430e-05,106450449,1,-2.069527833311317e-08,0,-1
18714,3.532150233786217e-05,106456685,0,9.910274962123022e-09,-1,-1
18715,3.531598248188788e-05,106470797,0,5.519855974291934e-09,-2,-1
18716,3.531737732997713e-05,106480153,0,-1.394848089251489e-09,-2,0
18717,3.530319709905309e-05,106491865,0,1.418023092404039e-08,-3,-1
18718,3.529218400215635e-05,106499845,0,1.101309689673986e-08,-3,0
18719,3.531681621081478e-05,106518563,1,-2.463220865842210e-08,-4,-1
18720,3.531440958054799e-05,106523171,0,2.406630266782222e-09,-4,0
18721,3.530115631436716e-05,106541603,0,1.325326618082886e-08,-3,1
18722,3.530198818396746e-05,106549523,0,-8.318696002968472e-10,-2,1
18723,3.530031655294032e-05,106561847,0,1.671631027142775e-09,-2,0
18724,3.529371566667375e-05,106570847,0,6.600886266565614e-09,-2,0
18725,3.529626854350886e-05,106583567,0,-2.552876835104536e-09,-2,0
18726,3.528913091012380e-05,106589807,0,7.137633385057723e-09,-3,-1
18727,3.527671478283478e-05,106608167,0,1.241612728901848e-08,-2,1
18728,3.527080145237003e-05,106617527,0,5.913330464749284e-09,-2,0
18729,3.525776347123102e-05,106630007,0,1.303798113900758e-08,-2,0
18730,3.524946399655074e-05,106637495,0,8.299474680280945e-09,-3,-1
18731,3.527306889197050e-05,106656225,1,-2.360489541975368e-08,-4,-1
18732,3.525844615462662e-05,106661553,0,1.462273734387297e-08,-4,0
18733,3.525313965925555e-05,106677153,0,5.306495371072565e-09,-5,-1
18734,3.525163506474409e-05,106685217,0,1.504594511460777e-09,-4,1
18735,3.524359863271196e-05,106695201,0,8.036432032131969e-09,-5,-1
18736,3.523819042717002e-05,106704561,0,5.408205541936756e-09,-5,0
18737,3.522708797650499e-05,106722801,0,1.110245066502757e-08,-4,1
18738,3.521372896449770e-05,106729029,0,1.335901200729859e-08,-4,0
18739,3.519534260154729e-05,106745085,0,1.838636295040059e-08,-3,1
18740,3.518395390783811e-05,106752573,0,1.138869370918084e-08,-3,0
18741,3.518291488903181e-05,106765065,0,1.039018806302044e-09,-2,1
18742,3.518524782771306e-05,106774435,0,-2.332938681247224e-09,-1,1
18743,3.520722301920918e-05,106793177,1,-2.197519149612357e-08,-2,-1
18744,3.520195913233694e-05,106798777,0,5.263886872244297e-09,-2,0
18745,3.518756366312746e-05,106813033,0,1.439546920948035e-08,-3,-1
18746,3.517291057200137e-05,106820377,0,1.465309112609126e-08,-2,1
18747,3.516162517856588e-05,106832869,0,1.128539343548426e-08,-2,0
18748,3.515993799328040e-05,106841941,0,1.687185285483895e-09,-2,0
18749,3.518395081362743e-05,106860689,1,-2.401282034702985e-08,-3,-1
18750,3.518116814952464e-05,106865689,0,2.782664102789147e-09,-3,0
18751,3.517944202075130e-05,106883321,0,1.726128773343026e-09,-2,1
18752,3.518073132443178e-05,106892665,0,-1.289303680481011e-09,-2,0
18753,3.516700746005105e-05,106902601,0,1.372386438072324e-08,-1,1
18754,3.517151934628763e-05,106911977,0,-4.511886236572746e-09,0,1
18755,3.517714235730774e-05,106925177,0,-5.623011020117175e-09,0,0
18756,3.517217542895010e-05,106931417,0,4.966928357648913e-09,0,0
18757,3.519481411650170e-05,106950173,1,-2.263868755160464e-08,-1,-1
18758,3.519476702495826e-05,106959357,0,4.709154344007286e-11,-2,-1
18759,3.517834723853592e-05,106970589,0,1.641978642233989e-08,-2,0
18760,3.517445621841646e-05,106976925,0,3.891020119455480e-09,-2,0
18761,3.516445549606467e-05,106995357,0,1.000072235179288e-08,-1,1
18762,3.516556272328627e-05,107001389,0,-1.107227221597306e-09,0,1
18763,3.516179018557618e-05,107019477,0,3.772537710086015e-09,1,1
18764,3.515904941004115e-05,107028857,0,2.740775535033644e-09,1,0
18765,3.515052923570140e-05,107038793,0,8.520174339749702e-09,1,0
18766,3.513657307862702e-05,107047313,0,1.395615707437572e-08,0,-1
18767,3.513708392170905e-05,107063357,0,-5.108430820214660e-10,0,0
18768,3.513134383156656e-05,107068989,0,5.740090142481271e-09,0,0
18769,3.513696938390081e-05,107087621,0,-5.625552334247608e-09,0,0
18770,3.512964121202475e-05,107095125,0,7.328171876062179e-09,-1,-1
18771,3.513250619256633e-05,107107637,0,-2.864980541576799e-09,0,1
18772,3.512863685783274e-05,107115845,0,3.869334733587297e-09,0,0
18773,3.514974312580264e-05,107134617,1,-2.110626796989981e-08,-1,-1
18774,3.513332857951342e-05,107139945,0,1.641454628921728e-08,-1,0
18775,3.512323513353634e-05,107154945,0,1.009344597707957e-08,-1,0
18776,3.512017611298115e-05,107164329,0,3.059020555193695e-09,-1,0
18777,3.509778319770980e-05,107175689,0,2.239291527135104e-08,-2,-1
18778,3.508857658949958e-05,107184809,0,9.206608210221817e-09,-3,-1
18779,3.507834752819757e-05,107203289,0,1.022906130200514e-08,-2,1
18780,3.507838935703825e-05,107208281,0,-4.182884067734744e-11,-2,0
18781,3.506458956337363e-05,107224373,0,1.379979366462035e-08,-1,1
18782,3.506689883106434e-05,107233763,0,-2.309267690711971e-09,0,1
18783,3.505803039840774e-05,107246279,0,8.868432656601176e-09,0,0
18784,3.504721954534292e-05,107255655,0,1.081085306481523e-08,0,0
18785,3.505259532271957e-05,107268711,0,-5.375777376647275e-09,0,0
18786,3.505156353094626e-05,107274711,0,1.031791773310894e-09,1,1
18787,3.507063705608971e-05,107293497,1,-1.907352514345345e-08,0,-1
18788,3.506336530637615e-05,107300697,0,7.271749713567478e-09,0,0
18789,3.506716223850417e-05,107313221,0,-3.796932128029198e-09,1,1
18790,3.506216864346146e-05,107320733,0,4.993595042717259e-09,0,-1
18791,3.505975394912159e-05,107337365,0,2.414694339866372e-09,-1,-1
18792,3.505655105514078e-05,107343413,0,3.202893980811254e-09,-1,0
18793,3.507782877495268e-05,107362205,1,-2.127771981190170e-08,-2,-1
18794,3.507951215694018e-05,107371601,0,-1.683381987502438e-09,-1,1
18795,3.507780859810264e-05,107380145,0,1.703558837547778e-09,0,1
18796,3.507117141227390e-05,107389217,0,6.637185828737636e-09,0,0
18797,3.509288110730234e-05,107408013,1,-2.170969502844448e-08,-1,-1
18798,3.509394346799525e-05,107413773,0,-1.062360692905689e-09,0,1
18799,3.509740518375743e-05,107430853,0,-3.461715762180767e-09,1,1
18800,3.509557276589950e-05,107438213,0,1.832417857932451e-09,1,0
18801,3.508598745453218e-05,107450741,0,9.585311367318861e-09,1,0
18802,3.508734813443176e-05,107458229,0,-1.360679899577665e-09,2,1
18803,3.510775887733490e-05,107477031,1,-2.041074290314639e-08,1,-1
18804,3.510715584327389e-05,107483295,0,6.030340610069522e-10,1,0
18805,3.510889993232369e-05,107498335,0,-1.744089049797567e-09,2,1
18806,3.511525705277717e-05,107507737,0,-6.357120453481899e-09,3,1
18807,3.512078933473857e-05,107520273,0,-5.532281961390746e-09,4,1
18808,3.511865777452631e-05,107529673,0,2.131560212252561e-09,4,0
18809,3.511080433160871e-05,107545789,0,7.853442917602491e-09,5,1
18810,3.511950238336420e-05,107550109,0,-8.698051755488421e-09,5,0
18811,3.510894363516984e-05,107567461,0,1.055874819436126e-08,6,1
18812,3.510634573641848e-05,107576865,0,2.597898751353358e-09,6,0
18813,3.511640046250095e-05,107589405,0,-1.005472608246586e-08,7,1
18814,3.510823611577747e-05,107598381,0,8.164346723483270e-09,6,-1
18815,3.509284134751628e-05,107612941,0,1.539476826118385e-08,5,-1
18816,3.508970891156197e-05,107618317,0,3.132435954313105e-09,5,0
18817,3.508595586790195e-05,107636497,0,3.753043660021510e-09,6,1
18818,3.508066621943784e-05,107645809,0,5.289648464105773e-09,6,0
18819,3.506967212353085e-05,107657329,0,1.099409590699340e-08,6,0
18820,3.506065837269711e-05,107664849,0,9.013750833743368e-09,6,0
18821,3.502853238491522e-05,107681089,0,3.212598778188893e-08,5,-1
18822,3.501433077048639e-05,107687361,0,1.420161442882984e-08,4,-1
18823,3.500918219550460e-05,107703489,0,5.148574981789515e-09,5,1
18824,3.500566989699730e-05,107712129,0,3.512298507299448e-09,5,0
18825,3.500095232847352e-05,107722129,0,4.717568523780952e-09,5,0
18826,3.500844528755201e-05,107731541,0,-7.492959078493600e-09,6,1
18827,3.500840137949689e-05,107750021,0,4.390805511604416e-11,7,1
18828,3.500405480226626e-05,107756285,0,4.346577230634346e-09,7,0
18829,3.500142575064961e-05,107774105,0,2.629051616654613e-09,8,1
18830,3.500419160760743e-05,107780537,0,-2.765856957825724e-09,9,1
18831,3.501755288045964e-05,107793089,0,-1.336127285221156e-08,10,1
18832,3.501455729863026e-05,107801569,0,2.995581829383928e-09,10,0
18833,3.501965169215908e-05,107819857,0,-5.094393528825170e-09,11,1
18834,3.503733464359567e-05,107825905,0,-1.768295143659079e-08,12,1
18835,3.505019077272832e-05,107840969,0,-1.285612913264696e-08,13,1
18836,3.504663126721646e-05,107849801,0,3.559505511860545e-09,13,0
18837,3.503737379308306e-05,107859305,0,9.257474133396427e-09,13,0
