p,wobble_p,wobble_pm1,delta_w,farey_size_p,mertens_p,m_over_sqrt_p,violation
9013,7.291689646281721e-05,7.284627057139827e-05,-7.062589141893806e-08,24697051,0,0.0000000000,0
9029,7.258163887165359e-05,7.251686854963230e-05,-6.477032202129051e-08,24784593,1,0.0105239839,0
9041,7.256188667963772e-05,7.250309490480565e-05,-5.879177483207793e-08,24850083,2,0.0210339947,0
9043,7.261077735414328e-05,7.254734946597128e-05,-6.342788817199983e-08,24861845,2,0.0210316686,0
9049,7.264767200028276e-05,7.258895268672038e-05,-5.871931356237316e-08,24895167,3,0.0315370423,0
9059,7.266045632606543e-05,7.260175438330214e-05,-5.870194276329233e-08,24950201,3,0.0315196310,0
9067,7.251315806007362e-05,7.243492507361769e-05,-7.823298645592857e-08,24992423,-1,-0.0105019076,0
9091,7.194384098660961e-05,7.189181259707545e-05,-5.202838953416444e-08,25125801,2,0.0209760721,0
9103,7.180097524109304e-05,7.175651760435061e-05,-4.445763674242715e-08,25192205,4,0.0419244834,0
9109,7.169907500719934e-05,7.164775125892230e-05,-5.132374827703737e-08,25225513,2,0.0209553368,0
9127,7.169148852384219e-05,7.166434630656224e-05,-2.714221727994975e-08,25325243,6,0.0628039885,0
9133,7.162824765878661e-05,7.159730050485025e-05,-3.094715393636130e-08,25358991,6,0.0627833553,0
9137,7.163735138155084e-05,7.160453804332918e-05,-3.281333822165817e-08,25381285,6,0.0627696111,0
9151,7.132888159531036e-05,7.128381052339561e-05,-4.507107191475534e-08,25458391,2,0.0209071925,0
9157,7.135924941304025e-05,7.131084286628639e-05,-4.840654675385939e-08,25491703,1,0.0104501709,0
9161,7.131467149833219e-05,7.125184338920839e-05,-6.282810912379541e-08,25514711,-2,-0.0208957784,0
9173,7.126611222118251e-05,7.121814802878794e-05,-4.796419239456735e-08,25581789,2,0.0208821061,0
9181,7.120079343803773e-05,7.115546186527939e-05,-4.533157275834858e-08,25625625,3,0.0313095093,0
9187,7.116159991661558e-05,7.111038058052791e-05,-5.121933608766651e-08,25659061,2,0.0208661890,0
9199,7.098548783869007e-05,7.093534256533609e-05,-5.014527335397588e-08,25726431,1,0.0104262874,0
9203,7.100759274181914e-05,7.095215885306087e-05,-5.543388875826774e-08,25749737,0,0.0000000000,0
9209,7.100670986543021e-05,7.094507709491569e-05,-6.163277051451877e-08,25782619,-1,-0.0104206249,0
9221,7.086230612874685e-05,7.078825048038937e-05,-7.405564835747660e-08,25848971,-4,-0.0416553685,0
9227,7.086653183594763e-05,7.079215617675407e-05,-7.437565919355760e-08,25883265,-4,-0.0416418227,0
9239,7.077646187723806e-05,7.071276510734464e-05,-6.369676989342616e-08,25951103,-2,-0.0208073854,0
9241,7.082740252018762e-05,7.075700268769779e-05,-7.039983248983452e-08,25962263,-3,-0.0312077005,0
9257,7.069370453059730e-05,7.063144244090764e-05,-6.226208968965956e-08,26051591,-1,-0.0103935729,0
9277,7.040388557931375e-05,7.033443764119506e-05,-6.944793811868770e-08,26163127,-3,-0.0311470899,0
9281,7.045013433405913e-05,7.037892979683320e-05,-7.120453722592158e-08,26186809,-3,-0.0311403772,0
9283,7.054570292614426e-05,7.046662702835159e-05,-7.907589779267284e-08,26198395,-5,-0.0518950374,0
9293,7.049223324472250e-05,7.040885329124224e-05,-8.337995348026465e-08,26255397,-6,-0.0622405299,0
9311,7.036975746805585e-05,7.030144907164318e-05,-6.830839641266875e-08,26356129,-4,-0.0414535595,0
9319,7.031821022709067e-05,7.024925405613236e-05,-6.895617095831500e-08,26401751,-4,-0.0414357625,0
9323,7.033995548236199e-05,7.025721450390378e-05,-8.274097845821461e-08,26425021,-7,-0.0724970271,0
9337,7.012477067952143e-05,7.004863968797860e-05,-7.613099154282559e-08,26503575,-5,-0.0517447538,0
9341,7.022592880972165e-05,7.014106212252463e-05,-8.486668719702049e-08,26525979,-6,-0.0620804083,0
9343,7.031567288647013e-05,7.022437049390473e-05,-9.130239256539753e-08,26538417,-7,-0.0724193905,0
9349,7.027073333140186e-05,7.018604567846754e-05,-8.468765293431790e-08,26572765,-5,-0.0517115344,0
9371,6.987205655413682e-05,6.979882528604484e-05,-7.323126809198176e-08,26697333,-4,-0.0413206384,0
9377,6.987287312628216e-05,6.978674138383133e-05,-8.613174245082319e-08,26731061,-7,-0.0722879788,0
9391,6.965203993179126e-05,6.958447767321009e-05,-6.756225858117651e-08,26811225,-3,-0.0309574610,0
9397,6.962248754062356e-05,6.955253618501991e-05,-6.995135560364566e-08,26845445,-3,-0.0309475762,0
9403,6.968259453591836e-05,6.959264520316692e-05,-8.994933275143977e-08,26879443,-8,-0.0825005358,0
9413,6.965719709995649e-05,6.957292508905136e-05,-8.427201090512764e-08,26937905,-7,-0.0721496138,0
9419,6.975582539102437e-05,6.965305688518143e-05,-1.027685058429406e-07,26971591,-11,-0.1133418473,0
9421,6.983461579219203e-05,6.972656640585114e-05,-1.080493863408891e-07,26983507,-12,-0.1236325264,0
9431,6.989152065071845e-05,6.977803233062679e-05,-1.134883200916556e-07,27039581,-14,-0.1441614571,0
9433,6.999497395414400e-05,6.987524789222890e-05,-1.197260619151025e-07,27052133,-15,-0.1544423289,0
9437,6.998714180238358e-05,6.986007196825838e-05,-1.270698341251979e-07,27074785,-16,-0.1647035671,0
9439,7.010681568167311e-05,6.997385201621891e-05,-1.329636654542020e-07,27086863,-17,-0.1749789992,0
9461,6.995238222717462e-05,6.982137376550366e-05,-1.310084616709553e-07,27211989,-17,-0.1747754384,0
9463,7.004923405368636e-05,6.991411177880664e-05,-1.351222748797266e-07,27224403,-17,-0.1747569681,0
9467,7.020467961243655e-05,7.006337203782971e-05,-1.413075746068402e-07,27247385,-18,-0.1849976947,0
9473,7.003477511386804e-05,6.989357491158294e-05,-1.412002022850995e-07,27282089,-18,-0.1849390986,0
9479,7.020179601529868e-05,7.004964533700055e-05,-1.521506782981344e-07,27316659,-21,-0.2156939844,0
9491,7.008965929857609e-05,6.994188254443655e-05,-1.477767541395350e-07,27385829,-21,-0.2155575844,0
9497,7.010578691684902e-05,6.995526110351104e-05,-1.505258133379831e-07,27421017,-22,-0.2257508851,0
9511,6.988220039826351e-05,6.973849525491685e-05,-1.437051433466691e-07,27501437,-20,-0.2050769760,0
9521,6.985804853375213e-05,6.970566013563109e-05,-1.523883981210326e-07,27558203,-22,-0.2254661756,0
9533,6.968222059573081e-05,6.953794681897551e-05,-1.442737767552986e-07,27629239,-22,-0.2253242241,0
9539,6.961473374382999e-05,6.946818726365347e-05,-1.465464801765219e-07,27663789,-22,-0.2252533489,0
9547,6.966998999150201e-05,6.951244651870684e-05,-1.575434727951741e-07,27709319,-24,-0.2456279482,0
9551,6.985497307025646e-05,6.969361465448367e-05,-1.613584157727967e-07,27732629,-25,-0.2558088623,0
9587,6.899583538878393e-05,6.887364776467861e-05,-1.221876241053221e-07,27941963,-19,-0.1940493701,0
9601,6.890149207114175e-05,6.878672711289969e-05,-1.147649582420603e-07,28023793,-18,-0.1837021631,0
9613,6.868667710250559e-05,6.857666429895256e-05,-1.100128035530284e-07,28093629,-17,-0.1733881649,0
9619,6.856257011314488e-05,6.845387422618091e-05,-1.086958869639718e-07,28129259,-16,-0.1631379574,0
9623,6.873400227890453e-05,6.861914821781065e-05,-1.148540610938797e-07,28153257,-18,-0.1834920540,0
9629,6.868318313024105e-05,6.856740256170856e-05,-1.157805685324937e-07,28187905,-17,-0.1732440501,0
9631,6.882128924940748e-05,6.870022034042412e-05,-1.210689089833585e-07,28200079,-18,-0.1834158293,0
9643,6.880721454254200e-05,6.868526119682949e-05,-1.219533457125075e-07,28269837,-19,-0.1934850961,0
9649,6.885714550222046e-05,6.873537582966991e-05,-1.217696725505413e-07,28305113,-19,-0.1934249297,0
9661,6.869730786179336e-05,6.857566187707547e-05,-1.216459847178873e-07,28374673,-19,-0.1933047651,0
9677,6.841384946876323e-05,6.830604426600437e-05,-1.078052027588569e-07,28469099,-17,-0.1728138521,0
9679,6.859239553049174e-05,6.847690243443047e-05,-1.154930960612646e-07,28482001,-19,-0.1931249374,0
9689,6.867696691537465e-05,6.855117013721991e-05,-1.257967781547424e-07,28540213,-22,-0.2235029207,0
9697,6.886816244541634e-05,6.873570076484860e-05,-1.324616805677364e-07,28586805,-25,-0.2538758035,0
9719,6.903133365826456e-05,6.888121244942884e-05,-1.501212088357237e-07,28716391,-32,-0.3245930280,0
9721,6.917624005289910e-05,6.902043009429559e-05,-1.558099586035112e-07,28728703,-33,-0.3347021240,0
9733,6.902643137090005e-05,6.887601738051385e-05,-1.504139903861924e-07,28799863,-32,-0.3243594958,0
9739,6.909859373084031e-05,6.893814443495585e-05,-1.604492958844582e-07,28834657,-34,-0.3445257875,0
9743,6.925257784042162e-05,6.908468010488437e-05,-1.678977355372489e-07,28859237,-35,-0.3545860886,0
9749,6.936391060883804e-05,6.919416198092096e-05,-1.697486279170815e-07,28894913,-36,-0.3646048703,0
9767,6.880809083434964e-05,6.866385394745859e-05,-1.442368868910478e-07,29000983,-31,-0.3136758619,0
9769,6.891734312781978e-05,6.876788900147193e-05,-1.494541263478559e-07,29013631,-32,-0.3237612913,0
9781,6.865487871961043e-05,6.850746950134371e-05,-1.474092182667186e-07,29083663,-31,-0.3134512921,0
9787,6.878300006959591e-05,6.862664335165899e-05,-1.563567179369170e-07,29119733,-33,-0.3335716596,0
9791,6.896072561385666e-05,6.879882849105368e-05,-1.618971228029801e-07,29143935,-34,-0.3436096813,0
9803,6.863918141260848e-05,6.848232399918826e-05,-1.568574134202145e-07,29215717,-33,-0.3332993284,0
9811,6.879606569998736e-05,6.863617527782426e-05,-1.598904221630955e-07,29263237,-34,-0.3432592737,0
9817,6.894064501802597e-05,6.877074417857662e-05,-1.699008394493459e-07,29298697,-36,-0.3633399108,0
9829,6.911145717090531e-05,6.893323575687495e-05,-1.782214140303638e-07,29370157,-38,-0.3832912712,0
9833,6.947551105391198e-05,6.928672551501567e-05,-1.887855388963062e-07,29395101,-41,-0.4134669849,0
9839,6.957130230339235e-05,6.938046890235851e-05,-1.908334010338359e-07,29431005,-41,-0.4133408959,0
9851,6.934828851397358e-05,6.915555791440475e-05,-1.927305995688271e-07,29501539,-41,-0.4130890635,0
9857,6.942531754666604e-05,6.922883381854994e-05,-1.964837281160986e-07,29537863,-42,-0.4230355958,0
9859,6.949460176712181e-05,6.929437686838394e-05,-2.002248987378619e-07,29550841,-42,-0.4229926851,0
9871,6.906118390490923e-05,6.887664491762074e-05,-1.845389872884865e-07,29622029,-39,-0.3925401021,0
9883,6.926081428992950e-05,6.907010817126702e-05,-1.907061186624798e-07,29694423,-41,-0.4124197542,0
9887,6.949401223735444e-05,6.929655860757865e-05,-1.974536297757903e-07,29718739,-42,-0.4223933024,0
9901,6.875652584207990e-05,6.857217028642763e-05,-1.843555556522731e-07,29802163,-38,-0.3818950827,0
9907,6.871522352373604e-05,6.853025838215214e-05,-1.849651415839051e-07,29838355,-37,-0.3717325943,0
9923,6.870409918762431e-05,6.851833036672110e-05,-1.857688209032073e-07,29934641,-38,-0.3814715034,0
9929,6.898927568855167e-05,6.879645140431274e-05,-1.928242842389290e-07,29971261,-40,-0.4014276065,0
9931,6.905707608550054e-05,6.886027858293838e-05,-1.967975025621673e-07,29983831,-40,-0.4013871828,0
9941,6.838341729290963e-05,6.820264844634406e-05,-1.807688465655706e-07,30043797,-35,-0.3510370914,0
9949,6.844196818153329e-05,6.826173197800306e-05,-1.802362035302339e-07,30092381,-35,-0.3508959284,0
9967,6.806561889191103e-05,6.789091436893189e-05,-1.747045229791424e-07,30200747,-34,-0.3405623923,0
9973,6.809363305794049e-05,6.791491248580870e-05,-1.787205721317858e-07,30237931,-35,-0.3504734590,0
10007,6.643725719857015e-05,6.631731611197962e-05,-1.199410865905358e-07,30443915,-21,-0.2099265386,0
10009,6.655804063698066e-05,6.643257227359932e-05,-1.254683633813389e-07,30457235,-22,-0.2199010668,0
10037,6.598015855309169e-05,6.587151912896577e-05,-1.086394241259182e-07,30626377,-19,-0.1896494724,0
10039,6.600333506281266e-05,6.589086095994362e-05,-1.124741028690393e-07,30639271,-19,-0.1896305802,0
10061,6.585943645305349e-05,6.575258915216312e-05,-1.068473008903676e-07,30772741,-18,-0.1794534990,0
10067,6.580578435919909e-05,6.569935492533192e-05,-1.064294338671710e-07,30809235,-18,-0.1794000133,0
10069,6.592027246273742e-05,6.580762274003848e-05,-1.126497226989429e-07,30822655,-19,-0.1893478728,0
10079,6.571021827199293e-05,6.560604984544378e-05,-1.041684265491537e-07,30883515,-15,-0.1494109876,0
10091,6.547650672055394e-05,6.537342278224222e-05,-1.030839383117139e-07,30956159,-15,-0.1493221230,0
10093,6.557205008752921e-05,6.546363373660729e-05,-1.084163509219123e-07,30969499,-16,-0.1592611495,0
10099,6.561219444957184e-05,6.550100616802441e-05,-1.111882815474298e-07,31006813,-17,-0.1691646970,0
10103,6.558321805701086e-05,6.547197424984840e-05,-1.112438071624602e-07,31031149,-16,-0.1591823113,0
10111,6.558815665158600e-05,6.547204578379480e-05,-1.161108677911950e-07,31079911,-17,-0.1690642827,0
10133,6.505556392982538e-05,6.495085755659197e-05,-1.047063732334086e-07,31215005,-15,-0.1490123411,0
10139,6.509382647803429e-05,6.498105577785165e-05,-1.127707001826432e-07,31252315,-17,-0.1688306762,0
10141,6.520511926246012e-05,6.508715343635850e-05,-1.179658261016167e-07,31264951,-18,-0.1787442639,0
10151,6.519193581109168e-05,6.507338967655352e-05,-1.185461345381612e-07,31326085,-18,-0.1786561995,0
10159,6.531302042363008e-05,6.518889593674051e-05,-1.241244868895611e-07,31375599,-20,-0.1984287130,0
10163,6.543302325204869e-05,6.530730983260120e-05,-1.257134194474900e-07,31401641,-20,-0.1983896599,0
10169,6.547414531310419e-05,6.534449332054520e-05,-1.296519925589936e-07,31437881,-20,-0.1983311235,0
10177,6.540241844598112e-05,6.527936433478142e-05,-1.230541111997048e-07,31486935,-18,-0.1784278399,0
10181,6.555547915222166e-05,6.542361998390825e-05,-1.318591683134145e-07,31511583,-20,-0.1982142059,0
10193,6.541762476566803e-05,6.528772580528561e-05,-1.298989603824234e-07,31586439,-21,-0.2080023696,0
10211,6.548740983042509e-05,6.535014657327232e-05,-1.372632571527738e-07,31697559,-24,-0.2375073771,0
10223,6.498791019877278e-05,6.486645032001950e-05,-1.214598787532774e-07,31772423,-20,-0.1978066169,0
10243,6.462776520727653e-05,6.452014233285348e-05,-1.076228744230508e-07,31896019,-17,-0.1679713973,0
10247,6.485514255590149e-05,6.473595217339728e-05,-1.191903825042121e-07,31921393,-20,-0.1975748348,0
10253,6.477800430371153e-05,6.465681444781553e-05,-1.211898558959999e-07,31959437,-20,-0.1975170165,0
10259,6.507352464405618e-05,6.493672659342496e-05,-1.367980506312213e-07,31996411,-25,-0.2468240612,0
10267,6.499479046403947e-05,6.485917327548654e-05,-1.356171885529348e-07,32046345,-25,-0.2467278803,0
10271,6.504390933734355e-05,6.490291875418547e-05,-1.409905831580846e-07,32070991,-25,-0.2466798320,0
10273,6.518131953992334e-05,6.503513459542613e-05,-1.461849444972117e-07,32084655,-26,-0.2565220512,0
10289,6.519209576657007e-05,6.503296390001154e-05,-1.591318665585353e-07,32183607,-30,-0.2957567540,0
10301,6.515195907175998e-05,6.499252022637855e-05,-1.594388453814307e-07,32258293,-30,-0.2955844350,0
10303,6.521766648433062e-05,6.505475879989098e-05,-1.629076844396441e-07,32271795,-30,-0.2955557445,0
10313,6.527407237158737e-05,6.510778854996954e-05,-1.662838216178310e-07,32334259,-31,-0.3052594975,0
10321,6.515319571705810e-05,6.499095876633618e-05,-1.622369507219180e-07,32384227,-30,-0.2952979049,0
10331,6.540553920445030e-05,6.523189415525461e-05,-1.736450491956847e-07,32446501,-34,-0.3345089455,0
10333,6.555415529717923e-05,6.537573566655724e-05,-1.784196306219823e-07,32459713,-35,-0.3443141173,0
10337,6.552683122416529e-05,6.534831872428976e-05,-1.785124998755295e-07,32484815,-34,-0.3344118504,0
10343,6.564256371920886e-05,6.546195559259037e-05,-1.806081266184946e-07,32523147,-35,-0.3441476291,0
10357,6.537125395925274e-05,6.519522956304432e-05,-1.760243962084214e-07,32610219,-34,-0.3340888095,0
10369,6.505420218746022e-05,6.488916850819735e-05,-1.650336792628657e-07,32686949,-32,-0.3142545259,0
10391,6.468767581516488e-05,6.452671374387762e-05,-1.609620712872585e-07,32824167,-32,-0.3139216771,0
10399,6.461558429067324e-05,6.445896542219825e-05,-1.566188684749836e-07,32875837,-31,-0.3039946249,0
10427,6.370654073424647e-05,6.357903536442403e-05,-1.275053698224406e-07,33052347,-24,-0.2350344671,0
10429,6.380016108527300e-05,6.366845449106338e-05,-1.317065942096186e-07,33065895,-25,-0.2448040931,0
10433,6.380757374828943e-05,6.367169280105740e-05,-1.358809472320306e-07,33091543,-25,-0.2447571598,0
10453,6.346541956191840e-05,6.333945556596391e-05,-1.259639959544893e-07,33217095,-24,-0.2347419817,0
10457,6.345395639303069e-05,6.332866984984196e-05,-1.252865431887294e-07,33243121,-23,-0.2249180357,0
10459,6.359791110372225e-05,6.346818366296642e-05,-1.297274407558238e-07,33256531,-24,-0.2346746399,0
10463,6.377607626321147e-05,6.363998440202277e-05,-1.360918611886997e-07,33282719,-25,-0.2444060184,0
10477,6.337936458525411e-05,6.325971784873038e-05,-1.196467365237270e-07,33370807,-20,-0.1953941350,0
10487,6.327871766578966e-05,6.315882491337537e-05,-1.198927524142883e-07,33434593,-21,-0.2050660003,0
10499,6.326511243051078e-05,6.314903424385923e-05,-1.160781866515537e-07,33511435,-21,-0.2049487750,0
10501,6.337806327281453e-05,6.325711952822866e-05,-1.209437445858760e-07,33524335,-22,-0.2146877931,0
10513,6.352737592304184e-05,6.339149988778189e-05,-1.358760352599564e-07,33600471,-26,-0.2535770912,0
10529,6.344525719019812e-05,6.330966273350355e-05,-1.355944566945740e-07,33702119,-27,-0.2631299004,0
10531,6.357949912992235e-05,6.343910426602545e-05,-1.403948638969055e-07,33715241,-28,-0.2728495394,0
10559,6.272245220658824e-05,6.261382778864940e-05,-1.086244179388429e-07,33894697,-21,-0.2043656495,0
10567,6.267632387369817e-05,6.256967442995615e-05,-1.066494437420185e-07,33946383,-20,-0.1945602618,0
10589,6.224174289354672e-05,6.215053489750044e-05,-9.120799604627242e-08,34088071,-16,-0.1554864358,0
10597,6.222197752349165e-05,6.212065164749764e-05,-1.013258759940136e-07,34138171,-17,-0.1651419674,0
10601,6.227092214224200e-05,6.216588584281680e-05,-1.050362994252032e-07,34164531,-18,-0.1748232090,0
10607,6.226723255983915e-05,6.216613970731719e-05,-1.010928525219541e-07,34203399,-16,-0.1553544502,0
10613,6.243912264731619e-05,6.233060718395862e-05,-1.085154633575646e-07,34243385,-18,-0.1747243458,0
10627,6.247081774811728e-05,6.235390979434750e-05,-1.169079537697827e-07,34331355,-20,-0.1940102411,0
10631,6.255143451047832e-05,6.243015106255545e-05,-1.212834479228693e-07,34358625,-22,-0.2133711126,0
10639,6.258205408565564e-05,6.245643447000239e-05,-1.256196156532494e-07,34410683,-24,-0.2326809548,0
10651,6.239233979882521e-05,6.227821976907946e-05,-1.141200297457515e-07,34487919,-21,-0.2034811120,0
10657,6.243983388672083e-05,6.232089913713463e-05,-1.189347495861938e-07,34527299,-23,-0.2227975204,0
10663,6.240120296913601e-05,6.228360808511222e-05,-1.175948840237813e-07,34565501,-23,-0.2227348282,0
10667,6.243784570435564e-05,6.231709906095957e-05,-1.207466433960687e-07,34592155,-23,-0.2226930629,0
10687,6.183677482095198e-05,6.174124597266051e-05,-9.552884829147146e-08,34721637,-16,-0.1547718871,0
10691,6.198234940077637e-05,6.187756925618698e-05,-1.047801445893895e-07,34748007,-19,-0.1837572303,0
10709,6.169543199264506e-05,6.159491460724738e-05,-1.005173853976837e-07,34864619,-18,-0.1739394313,0
10711,6.177238975319350e-05,6.166681512784077e-05,-1.055746253527258e-07,34877633,-19,-0.1835855907,0
10723,6.169834999334380e-05,6.159839580807078e-05,-9.995418527301739e-08,34956839,-19,-0.1834828376,0
10729,6.173701581850919e-05,6.163389360282245e-05,-1.031222156867444e-07,34995743,-20,-0.1930858165,0
10733,6.175333911143582e-05,6.164814147447338e-05,-1.051976369624460e-07,35021919,-20,-0.1930498333,0
10739,6.183565701973694e-05,6.172333984854806e-05,-1.123171711888777e-07,35060425,-22,-0.2122954858,0
10753,6.164662475381532e-05,6.154482389568035e-05,-1.018008581349670e-07,35152017,-20,-0.1928702186,0
10771,6.139372750185069e-05,6.129219187691824e-05,-1.015356249324463e-07,35269399,-20,-0.1927089933,0
10781,6.131701844032615e-05,6.122013610633188e-05,-9.688233399427273e-08,35334501,-19,-0.1829886183,0
10789,6.125986046913192e-05,6.115938827147019e-05,-1.004721976617250e-07,35387941,-20,-0.1925481717,0
10799,6.112246443645031e-05,6.102057191350112e-05,-1.018925229491881e-07,35453585,-19,-0.1828360501,0
10831,6.052165582203912e-05,6.045411330215066e-05,-6.754251988846087e-08,35662509,-11,-0.1056959648,0
10837,6.054317457871864e-05,6.046756008803617e-05,-7.561449068246758e-08,35701897,-13,-0.1248788284,0
10847,6.043525462017198e-05,6.037227639327254e-05,-6.297822689944107e-08,35768477,-8,-0.0768130778,0
10853,6.047230887223685e-05,6.041365054783575e-05,-5.865832440109464e-08,35809429,-7,-0.0671928618,0
10859,6.048808417276159e-05,6.042093994842952e-05,-6.714422433207342e-08,35847723,-9,-0.0863669520,0
10861,6.058390987805596e-05,6.051279209335368e-05,-7.111778470228621e-08,35861463,-10,-0.0959544440,0
10867,6.058910790312814e-05,6.050945219358860e-05,-7.965570953954602e-08,35901027,-12,-0.1151135408,0
10883,6.047061596162218e-05,6.040323296899328e-05,-6.738299262890133e-08,36006797,-9,-0.0862716680,0
10889,6.043917310026633e-05,6.036329375289766e-05,-7.587934736867885e-08,36046471,-11,-0.1054140954,0
10891,6.051696866718620e-05,6.043655613477804e-05,-8.041253240815579e-08,36060001,-12,-0.1149866356,0
10903,6.037275382916245e-05,6.030257000467825e-05,-7.018382448420338e-08,36139695,-8,-0.0766155601,0
10909,6.032589260720751e-05,6.025416526070352e-05,-7.172734650398924e-08,36179539,-8,-0.0765944878,0
10937,6.008014738604118e-05,6.001885271571242e-05,-6.129467032876492e-08,36364199,-7,-0.0669343321,0
10939,6.014794465961822e-05,6.008058966712518e-05,-6.735499249304071e-08,36378781,-9,-0.0860505595,0
10949,6.010312438528453e-05,6.002700771927808e-05,-7.611666600645619e-08,36444047,-12,-0.1146816725,0
10957,6.011102393809978e-05,6.003603268753730e-05,-7.499125056248022e-08,36497423,-12,-0.1146397988,0
10973,5.993675767568871e-05,5.987506857232655e-05,-6.168910336215968e-08,36604719,-8,-0.0763707925,0
10979,5.999395629474227e-05,5.993095271381157e-05,-6.300358093070025e-08,36644937,-8,-0.0763499214,0
10987,5.995004962435523e-05,5.988361030389052e-05,-6.643932046470708e-08,36697987,-10,-0.0954026499,0
10993,5.982776881535691e-05,5.976117882295341e-05,-6.658999240350663e-08,36738715,-9,-0.0858389498,0
11003,5.984245719017585e-05,5.977603548251779e-05,-6.642170765806072e-08,36805785,-10,-0.0953332598,0
11027,5.967017632815233e-05,5.962925041223349e-05,-4.092591591883338e-08,36965703,-3,-0.0285688374,0
11047,5.943074839509484e-05,5.939128526940924e-05,-3.946312568559881e-08,37099075,-1,-0.0095143215,0
11057,5.938628058350184e-05,5.935303681969937e-05,-3.324376380247604e-08,37166765,1,0.0095100181,0
11059,5.941519666376745e-05,5.937889584729934e-05,-3.630081646810722e-08,37181279,1,0.0095091582,0
11069,5.946347138508474e-05,5.942755813342927e-05,-3.591325165546697e-08,37247333,1,0.0095048618,0
11071,5.948527822616330e-05,5.944504398054914e-05,-4.023424561416377e-08,37261283,0,0.0000000000,0
11083,5.953616990668382e-05,5.949272357528513e-05,-4.344633139869239e-08,37341813,-2,-0.0189977133,0
11087,5.950403926267809e-05,5.945061743110116e-05,-5.342183157693985e-08,37369267,-5,-0.0474857149,0
11093,5.951929185798138e-05,5.946576144566124e-05,-5.353041232013884e-08,37410623,-5,-0.0474728711,0
11113,5.941321902904965e-05,5.937685414015628e-05,-3.636488889336976e-08,37544839,0,0.0000000000,0
11117,5.940171480804439e-05,5.936290155959656e-05,-3.881324844782732e-08,37571447,0,0.0000000000,0
11119,5.946661107592804e-05,5.942477912133703e-05,-4.183195459100860e-08,37586021,0,0.0000000000,0
11131,5.938736303103306e-05,5.934467682343045e-05,-4.268620760261235e-08,37666965,-1,-0.0094783536,0
11149,5.920697032092948e-05,5.916092346768084e-05,-4.604685324864280e-08,37788785,-2,-0.0189413984,0
11159,5.910923710200384e-05,5.906105202769486e-05,-4.818507430898373e-08,37855671,-3,-0.0283993641,0
11161,5.916076732992239e-05,5.910831153710501e-05,-5.245579281738051e-08,37869711,-4,-0.0378624260,0
11171,5.913977759917794e-05,5.908907926272147e-05,-5.069833645646616e-08,37937041,-4,-0.0378454754,0
11173,5.919171597715121e-05,5.913674783597407e-05,-5.496814117713391e-08,37951237,-5,-0.0473026101,0
11177,5.921602021186454e-05,5.915363528485195e-05,-6.238492701259420e-08,37978773,-7,-0.0662118030,0
11197,5.912288106857719e-05,5.908510700112893e-05,-3.777406744826162e-08,38114079,1,0.0094503776,0
11213,5.916846150717074e-05,5.914027459122771e-05,-2.818691594303743e-08,38223779,2,0.0188872655,0
11239,5.904319388881290e-05,5.902505546555336e-05,-1.813842325954109e-08,38400913,2,0.0188654062,0
11243,5.907483078508133e-05,5.905458112307386e-05,-2.024966200746763e-08,38428443,2,0.0188620499,0
11251,5.893527533282078e-05,5.890967055826033e-05,-2.560477456045541e-08,38482263,1,0.0094276714,0
11257,5.879534751195050e-05,5.876588121839237e-05,-2.946629355813024e-08,38522943,0,0.0000000000,0
11261,5.874811915799199e-05,5.871159471098328e-05,-3.652444700871327e-08,38551335,-2,-0.0188469690,0
11273,5.866325688007301e-05,5.862901813764895e-05,-3.423874242406425e-08,38633863,-3,-0.0282554027,0
11279,5.866933888995489e-05,5.863120499616340e-05,-3.813389379149609e-08,38674579,-4,-0.0376638484,0
11287,5.872798313588201e-05,5.869260008694795e-05,-3.538304893406562e-08,38729033,-3,-0.0282378738,0
11299,5.868287752182831e-05,5.864454291159563e-05,-3.833461023267158e-08,38811437,-3,-0.0282228749,0
11311,5.871206259446981e-05,5.868826712625130e-05,-2.379546821851307e-08,38894153,2,0.0188052666,0
11317,5.871780477878357e-05,5.868939058900342e-05,-2.841418978015051e-08,38935609,1,0.0094001404,0
11321,5.877087883915894e-05,5.873989516033170e-05,-3.098367882723406e-08,38962979,1,0.0093984796,0
11329,5.859648758804498e-05,5.856280522812472e-05,-3.368235992026091e-08,39018987,0,0.0000000000,0
11351,5.859164608888861e-05,5.857148533452470e-05,-2.016075436391158e-08,39169133,4,0.0375442065,0
11353,5.857249646809472e-05,5.854840159027438e-05,-2.409487782034067e-08,39183845,3,0.0281556745,0
11369,5.829260385490072e-05,5.827513799818302e-05,-1.746585671770040e-08,39294119,5,0.0468930921,0
11383,5.827182127684133e-05,5.826691806816615e-05,-4.903208675177944e-09,39391269,10,0.0937284925,0
11393,5.838900798082032e-05,5.839603639200516e-05,7.028411184837767e-09,39461117,14,0.1311622889,1
11399,5.825900282744417e-05,5.825444530007611e-05,-4.557527368058379e-09,39502151,10,0.0936626893,0
11411,5.828980919730482e-05,5.828979136748770e-05,-1.782981711085556e-11,39584125,12,0.1123361132,0
11423,5.812328043082553e-05,5.812632159152728e-05,3.041160701745653e-09,39669285,13,0.1216335169,1
11437,5.790440353021762e-05,5.790377528391625e-05,-6.282463013631157e-10,39765489,11,0.1028576564,0
11443,5.794497844511214e-05,5.794368207785005e-05,-1.296367262086759e-09,39807071,11,0.1028306867,0
