p,wobble_p,wobble_pm1,delta_w,farey_size_p,mertens_p,m_over_sqrt_p,violation
15671,4.271959365672052e-05,4.264678723283453e-05,-7.280642388598341e-08,74655633,-28,-0.2236709983,0
15679,4.270032907370857e-05,4.262921886590827e-05,-7.111020780029654e-08,74732463,-28,-0.2236139284,0
15683,4.270603842998551e-05,4.263533698881699e-05,-7.070144116852023e-08,74771813,-27,-0.2156002167,0
15727,4.225389600212814e-05,4.219934397881116e-05,-5.455202331698048e-08,75188987,-20,-0.1594803031,0
15731,4.229197376617047e-05,4.223527041108090e-05,-5.670335508957142e-08,75226757,-21,-0.1674330271,0
15733,4.235703145185366e-05,4.229825468304680e-05,-5.877676880686048e-08,75247241,-22,-0.1753948791,0
15737,4.244063554007073e-05,4.237938555819004e-05,-6.124998188069349e-08,75285947,-23,-0.1833440682,0
15739,4.249141424589289e-05,4.242868841162119e-05,-6.272583427170166e-08,75306725,-23,-0.1833324188,0
15749,4.264152887851520e-05,4.257078590450014e-05,-7.074297401506559e-08,75400673,-27,-0.2151479799,0
15761,4.259585027311085e-05,4.252561012572292e-05,-7.024014738792820e-08,75514351,-26,-0.2071006507,0
15767,4.259192606576314e-05,4.252170168891704e-05,-7.022437684610724e-08,75572503,-25,-0.1990973478,0
15773,4.262236667730902e-05,4.255213319637503e-05,-7.023348093398605e-08,75630791,-25,-0.1990594762,0
15787,4.241125451458832e-05,4.234671284483906e-05,-6.454166974926103e-08,75763425,-22,-0.1750946500,0
15791,4.252581198914576e-05,4.245741832241830e-05,-6.839366672745789e-08,75803355,-25,-0.1989459909,0
15797,4.252693375083155e-05,4.245695911454156e-05,-6.997463628999112e-08,75861047,-26,-0.2068645339,0
15803,4.263434769167021e-05,4.255938456106401e-05,-7.496313060620624e-08,75919245,-29,-0.2306897125,0
15809,4.282614440947258e-05,4.274498925093111e-05,-8.115515854147294e-08,75975645,-33,-0.2624591634,0
15817,4.275829629451408e-05,4.267836611779637e-05,-7.993017671771140e-08,76053327,-32,-0.2544414847,0
15823,4.277455360725573e-05,4.269527886484089e-05,-7.927474241484401e-08,76112097,-32,-0.2543932386,0
15859,4.225714513415334e-05,4.218883571499831e-05,-6.830941915502505e-08,76458467,-25,-0.1985190138,0
15877,4.206944405986468e-05,4.200676513500406e-05,-6.267892486061982e-08,76629187,-21,-0.1666614179,0
15881,4.218677997377375e-05,4.211933867047571e-05,-6.744130329803361e-08,76669155,-24,-0.1904462032,0
15887,4.218046138218722e-05,4.211155220214880e-05,-6.890918003841140e-08,76726405,-25,-0.1983439970,0
15889,4.224259048362157e-05,4.217145225322431e-05,-7.113823039726187e-08,76747573,-26,-0.2062647741,0
15901,4.209945306347590e-05,4.203181344355428e-05,-6.763961992162080e-08,76862245,-23,-0.1823961291,0
15907,4.209566673622008e-05,4.202917959974353e-05,-6.648713647655180e-08,76920061,-21,-0.1665041852,0
15913,4.205429344927446e-05,4.198933757964079e-05,-6.495586963367394e-08,76978545,-19,-0.1506182404,0
15919,4.209831134208461e-05,4.203111140881762e-05,-6.719993326698864e-08,77037283,-20,-0.1585156348,0
15923,4.216647270774523e-05,4.209557532281007e-05,-7.089738493516447e-08,77077145,-22,-0.1743452956,0
15937,4.205653292703764e-05,4.198848228866153e-05,-6.805063837610138e-08,77211851,-20,-0.1584260920,0
15959,4.184392479628339e-05,4.177803156958167e-05,-6.589322670171711e-08,77425529,-22,-0.1741485423,0
15971,4.187764371669201e-05,4.180928019251502e-05,-6.836352417698784e-08,77540627,-24,-0.1899088426,0
15973,4.194203819525094e-05,4.187155566069472e-05,-7.048253455621431e-08,77561439,-25,-0.1978093259,0
15991,4.184858924538601e-05,4.177815535336528e-05,-7.043389202073273e-08,77734793,-27,-0.2135138013,0
16001,4.184430988170948e-05,4.177289989732425e-05,-7.140998438523363e-08,77832349,-29,-0.2292579662,0
16007,4.179149206127589e-05,4.172068335646712e-05,-7.080870480877125e-08,77891131,-29,-0.2292149951,0
16033,4.151473565611513e-05,4.145021682492082e-05,-6.451883119430702e-08,78143441,-26,-0.2053364038,0
16057,4.133467882745613e-05,4.127621193671018e-05,-5.846689074595260e-08,78376269,-24,-0.1893995915,0
16061,4.139454650649149e-05,4.133385959434511e-05,-6.068691214638176e-08,78414969,-25,-0.1972666719,0
16063,4.146617059338589e-05,4.140268281747853e-05,-6.348777590736173e-08,78436383,-27,-0.2130347420,0
16067,4.153410151293137e-05,4.146764995767564e-05,-6.645155525573433e-08,78475089,-29,-0.2287866088,0
16069,4.159291878755990e-05,4.152469819018735e-05,-6.822059737254934e-08,78496053,-30,-0.2366610731,0
16073,4.172255288141821e-05,4.165010850924386e-05,-7.244437217435407e-08,78534989,-33,-0.2602947852,0
16087,4.158369468135903e-05,4.151805917359357e-05,-6.563550776545775e-08,78670921,-29,-0.2286443463,0
16091,4.170470932122497e-05,4.163507680282546e-05,-6.963251839951637e-08,78711803,-32,-0.2522658489,0
16097,4.170751689994351e-05,4.163579248646690e-05,-7.172441347661954e-08,78768619,-33,-0.2601006682,0
16103,4.176484987971303e-05,4.169186964364915e-05,-7.298023606387715e-08,78829101,-35,-0.2758129465,0
16111,4.162937528749436e-05,4.156112203895793e-05,-6.825324853642646e-08,78907459,-32,-0.2521092204,0
16127,4.167145606654347e-05,4.160086320404251e-05,-7.059286250095853e-08,79063119,-35,-0.2756076394,0
16139,4.186749380648051e-05,4.178920182214879e-05,-7.829198433172043e-08,79180335,-40,-0.3148630373,0
16141,4.194365674769345e-05,4.186357659308944e-05,-8.008015460401590e-08,79200763,-41,-0.3227146179,0
16183,4.143246756985751e-05,4.136211266108435e-05,-7.035490877315104e-08,79612827,-36,-0.2829912345,0
16187,4.141389014151638e-05,4.134352677900226e-05,-7.036336251412028e-08,79651505,-35,-0.2750963708,0
16189,4.147931220432937e-05,4.140721556146412e-05,-7.209664286524840e-08,79672733,-36,-0.2829387883,0
16193,4.157823009069494e-05,4.150283866534682e-05,-7.539142534812956e-08,79711653,-38,-0.2986207203,0
16217,4.141878774152486e-05,4.134893647735722e-05,-6.985126416763818e-08,79947285,-36,-0.2826944240,0
16223,4.137514363095063e-05,4.130573834112743e-05,-6.940528982320225e-08,80007761,-35,-0.2747909720,0
16229,4.136270866440997e-05,4.129247760506017e-05,-7.023105934980586e-08,80065973,-35,-0.2747401710,0
16231,4.138622880289467e-05,4.131449432592386e-05,-7.173447697081305e-08,80086523,-35,-0.2747232436,0
16249,4.132581075756956e-05,4.125531523016245e-05,-7.049552740710942e-08,80263445,-35,-0.2745710377,0
16253,4.133605378704265e-05,4.126441358694123e-05,-7.164020010141399e-08,80304145,-35,-0.2745372485,0
16267,4.127699082896980e-05,4.120549509897147e-05,-7.149572999833097e-08,80441615,-36,-0.2822596297,0
16273,4.127613754775454e-05,4.120487388863989e-05,-7.126365911465528e-08,80501527,-36,-0.2822075891,0
16301,4.103990162553665e-05,4.097637738365520e-05,-6.352424188145516e-08,80778797,-35,-0.2741327486,0
16319,4.107851771444895e-05,4.101433659438870e-05,-6.418112006024551e-08,80956071,-38,-0.2974656519,0
16333,4.081313893072804e-05,4.075712791546540e-05,-5.601101526264354e-08,81095399,-32,-0.2503900099,0
16339,4.077537366659895e-05,4.071913645335011e-05,-5.623721324883433e-08,81155519,-31,-0.2425207806,0
16349,4.080333647138643e-05,4.074576146039843e-05,-5.757501098799180e-08,81254969,-32,-0.2502674574,0
16361,4.065105890674274e-05,4.059972107993672e-05,-5.133782680602261e-08,81372279,-27,-0.2110857140,0
16363,4.069416134770360e-05,4.064077406699836e-05,-5.338728070524790e-08,81394041,-28,-0.2188903250,0
16369,4.075670246926691e-05,4.070258291079119e-05,-5.411955847571916e-08,81454177,-29,-0.2266662833,0
16381,4.085584615105612e-05,4.079944649243113e-05,-5.639965862498859e-08,81572373,-32,-0.2500228913,0
16411,4.073841437033474e-05,4.068406558042529e-05,-5.434878990944690e-08,81871265,-32,-0.2497942606,0
16417,4.077032872698463e-05,4.071370946943465e-05,-5.661925754998388e-08,81930229,-33,-0.2575532537,0
16421,4.079727441824379e-05,4.073801967518022e-05,-5.925474306357179e-08,81971497,-34,-0.2653255765,0
16427,4.085568425468998e-05,4.079497475203143e-05,-6.070950265854531e-08,82031895,-36,-0.2808816529,0
16433,4.077442045456275e-05,4.071545177799394e-05,-5.896867656881319e-08,82092411,-34,-0.2652286834,0
16447,4.061690575283246e-05,4.056270750324535e-05,-5.419824958710580e-08,82229727,-31,-0.2417232071,0
16451,4.065058639374778e-05,4.059591596913170e-05,-5.467042461608089e-08,82270853,-31,-0.2416938182,0
16453,4.070791870551025e-05,4.065113756612670e-05,-5.678113938355125e-08,82292777,-32,-0.2494752287,0
16477,4.056346566569104e-05,4.050813932693558e-05,-5.532633875545573e-08,82530863,-30,-0.2337126307,0
16481,4.058283535002278e-05,4.052670081975494e-05,-5.613453026784694e-08,82571211,-30,-0.2336842675,0
16487,4.047924865990935e-05,4.042520064995532e-05,-5.404800995403419e-08,82632411,-27,-0.2102775679,0
16493,4.046531204883378e-05,4.041093036920340e-05,-5.438167963038224e-08,82692451,-27,-0.2102393159,0
16519,4.024190281722628e-05,4.019516683806516e-05,-4.673597916111168e-08,82954065,-25,-0.1945127761,0
16529,4.027346202022963e-05,4.022393289790731e-05,-4.952912232231773e-08,83053407,-27,-0.2100102415,0
16547,4.020884271856001e-05,4.016112428374078e-05,-4.771843481923263e-08,83234477,-27,-0.2098959847,0
16553,4.025039956864765e-05,4.019952535600437e-05,-5.087421264328326e-08,83295877,-29,-0.2254029732,0
16561,4.018191978331072e-05,4.013378160384854e-05,-4.813817946217942e-08,83375069,-27,-0.2098072472,0
16567,4.009964633837630e-05,4.005257313557213e-05,-4.707320280416454e-08,83435475,-25,-0.1942307882,0
16573,4.012945366029515e-05,4.008064483734745e-05,-4.880882294769465e-08,83497671,-26,-0.2019634509,0
16603,3.997024502209238e-05,3.993018710308104e-05,-4.005791901134280e-08,83798625,-21,-0.1629768842,0
16607,3.997018200175616e-05,3.992764586970170e-05,-4.253613205445935e-08,83838499,-22,-0.1707171249,0
16619,3.992167880655320e-05,3.988145141341440e-05,-4.022739313879630e-08,83960081,-21,-0.1628984121,0
16631,3.991518278219805e-05,3.987749407248591e-05,-3.768870971214389e-08,84080757,-20,-0.1550853641,0
16633,3.994909389981916e-05,3.990945465581009e-05,-3.963924400906925e-08,84101709,-21,-0.1628298418,0
16649,3.989206018237935e-05,3.985425468303786e-05,-3.780549934149618e-08,84263213,-20,-0.1550015064,0
16651,3.992143137524977e-05,3.988169865168272e-05,-3.973272356705301e-08,84284183,-21,-0.1627418072,0
16657,3.988978856939432e-05,3.984926104089671e-05,-4.052752849761638e-08,84343815,-21,-0.1627124940,0
16661,3.989960922383740e-05,3.985830937996998e-05,-4.129984386742219e-08,84385267,-21,-0.1626929607,0
16673,3.986924559729082e-05,3.983163405845671e-05,-3.761153883411188e-08,84509567,-20,-0.1548899076,0
16691,3.982176829109925e-05,3.977886166771933e-05,-4.290662337991718e-08,84687849,-23,-0.1780273214,0
16693,3.988491640243686e-05,3.984036644534532e-05,-4.454995709153971e-08,84709629,-24,-0.1857565109,0
16699,3.990367076704770e-05,3.985878766037414e-05,-4.488310667356452e-08,84771195,-25,-0.1934616005,0
16703,3.997482165160223e-05,3.992585404854009e-05,-4.896760306213768e-08,84812201,-28,-0.2166510463,0
16729,3.974743654862152e-05,3.970949009779902e-05,-3.794645082249931e-08,85076563,-21,-0.1623619670,0
16741,3.962517823306143e-05,3.959007823344914e-05,-3.509999961228495e-08,85197991,-19,-0.1468462643,0
16747,3.971488877016419e-05,3.967636339297504e-05,-3.852537718914307e-08,85257957,-22,-0.1700020548,0
16759,3.964153637099504e-05,3.960568943827064e-05,-3.584693272440050e-08,85381143,-20,-0.1544919821,0
16763,3.966177602770986e-05,3.962249709377791e-05,-3.927893393195257e-08,85423009,-22,-0.1699209034,0
16787,3.953536615330606e-05,3.950413364964142e-05,-3.123250366463676e-08,85665557,-17,-0.1312086225,0
16811,3.944932283902712e-05,3.942224975814384e-05,-2.707308088327568e-08,85911001,-17,-0.1311149300,0
16823,3.947577575518742e-05,3.944564395923500e-05,-3.013179595242520e-08,86033187,-20,-0.1541978340,0
16829,3.952559089512530e-05,3.949109277354381e-05,-3.449812158149205e-08,86095363,-23,-0.1772958952,0
16831,3.954629589378925e-05,3.950972828252884e-05,-3.656761126040686e-08,86116033,-24,-0.1849934202,0
16843,3.950344502466633e-05,3.946977632659035e-05,-3.366869807598134e-08,86238697,-22,-0.1695168823,0
16871,3.930687606714856e-05,3.928631304074134e-05,-2.056302640721764e-08,86525107,-13,-0.1000859094,0
16879,3.926774475575480e-05,3.925083700553048e-05,-1.690775022432074e-08,86607869,-10,-0.0769709140,0
16883,3.928264925570209e-05,3.926161422837649e-05,-2.103502732560242e-08,86650083,-13,-0.1000503338,0
16889,3.926934382546316e-05,3.924511916363250e-05,-2.422466183065483e-08,86711213,-15,-0.1154221849,0
16901,3.917195301072056e-05,3.914564004169919e-05,-2.631296902136810e-08,86832599,-15,-0.1153812018,0
16903,3.919501459641738e-05,3.916672393671666e-05,-2.829065970072866e-08,86855117,-16,-0.1230660005,0
16921,3.918365785471639e-05,3.915613373399822e-05,-2.752412071816492e-08,87037789,-17,-0.1306880593,0
16927,3.922591599790416e-05,3.919903704999785e-05,-2.687894790630882e-08,87100755,-17,-0.1306648951,0
16931,3.926611143947036e-05,3.923653930691748e-05,-2.957213255288447e-08,87142269,-19,-0.1460199839,0
16937,3.930136797943202e-05,3.926834933557261e-05,-3.301864385941012e-08,87203927,-21,-0.1613619193,0
16943,3.929738563320022e-05,3.926440471368836e-05,-3.298091951186568e-08,87266937,-21,-0.1613333454,0
16963,3.915353510927394e-05,3.912546776828955e-05,-2.806734098439914e-08,87471615,-17,-0.1305261687,0
16979,3.918729340255018e-05,3.916252888108372e-05,-2.476452146645734e-08,87636717,-17,-0.1304646541,0
16981,3.924181527146664e-05,3.921541945907402e-05,-2.639581239261663e-08,87658209,-18,-0.1381309104,0
16987,3.923778936590241e-05,3.920748613160917e-05,-3.030323429323691e-08,87718947,-20,-0.1534516817,0
16993,3.924554205158119e-05,3.921280552870926e-05,-3.273652287192962e-08,87781827,-22,-0.1687670473,0
17011,3.922385842791943e-05,3.919477602690363e-05,-2.908240101580253e-08,87967969,-21,-0.1610105644,0
17021,3.935257084394348e-05,3.931867531710687e-05,-3.389552683661008e-08,88068553,-25,-0.1916229284,0
17027,3.932687016025977e-05,3.929303106041401e-05,-3.383909984575653e-08,88132123,-25,-0.1915891632,0
17029,3.934809942764013e-05,3.931247630205921e-05,-3.562312558091473e-08,88154191,-26,-0.1992410286,0
17033,3.932165348748837e-05,3.928400391379410e-05,-3.764957369427183e-08,88195695,-27,-0.2068798492,0
17041,3.928937685605364e-05,3.925355143293031e-05,-3.582542312332730e-08,88278783,-26,-0.1991708651,0
17047,3.929425836140066e-05,3.925754099473344e-05,-3.671736666721939e-08,88339713,-26,-0.1991358111,0
17053,3.930499631656693e-05,3.926818946774864e-05,-3.680684881829193e-08,88403129,-26,-0.1991007757,0
17077,3.901686472412186e-05,3.898807014406853e-05,-2.879458005333160e-08,88651687,-19,-0.1453944442,0
17093,3.903385489615113e-05,3.901131087979587e-05,-2.254401635525980e-08,88819127,-15,-0.1147313524,0
17099,3.908391497104802e-05,3.905577590955777e-05,-2.813906149024903e-08,88881069,-20,-0.1529482948,0
17107,3.915734350472089e-05,3.912612230965673e-05,-3.122119506415738e-08,88963187,-23,-0.1758494071,0
17117,3.910901736874533e-05,3.908078601351212e-05,-2.823135523321647e-08,89067603,-21,-0.1605112472,0
17123,3.915793163980892e-05,3.912416148321701e-05,-3.377015659190678e-08,89130017,-25,-0.1910513366,0
17137,3.907627102884682e-05,3.904458136333422e-05,-3.168966551259230e-08,89275279,-23,-0.1756954188,0
17159,3.898916246656484e-05,3.896064947260657e-05,-2.851299395827361e-08,89504013,-21,-0.1603146856,0
17167,3.895921468959847e-05,3.893056122249662e-05,-2.865346710184821e-08,89588857,-21,-0.1602773271,0
17183,3.878038424078870e-05,3.875155583774420e-05,-2.882840304449915e-08,89755779,-20,-0.1525739889,0
17189,3.886642155298025e-05,3.883291548386149e-05,-3.350606911876468e-08,89817687,-24,-0.1830568294,0
17191,3.890399474580751e-05,3.886881360607423e-05,-3.518113973328106e-08,89839437,-25,-0.1906731048,0
17203,3.875004364988325e-05,3.871603428257958e-05,-3.400936730367212e-08,89965085,-23,-0.1753580637,0
17207,3.878228366998436e-05,3.874696141086372e-05,-3.532225912063598e-08,90005339,-24,-0.1829610577,0
17209,3.881230499119604e-05,3.877509570162870e-05,-3.720928956733882e-08,90028259,-25,-0.1905733601,0
17231,3.868469159960575e-05,3.865020634162841e-05,-3.448525797734181e-08,90256721,-23,-0.1752155292,0
17239,3.867404850286845e-05,3.863957833420277e-05,-3.447016866567180e-08,90341475,-23,-0.1751748689,0
17257,3.847630447809521e-05,3.844822362583661e-05,-2.808085225860444e-08,90528715,-18,-0.1370218591,0
17291,3.825484419724950e-05,3.823438246061675e-05,-2.046173663275072e-08,90885673,-14,-0.1064677265,0
17293,3.829326872722707e-05,3.827126241374367e-05,-2.200631348340116e-08,90908165,-15,-0.1140659675,0
17299,3.827865610848537e-05,3.825488255438868e-05,-2.377355409668975e-08,90971785,-16,-0.1216492633,0
17317,3.823319223736074e-05,3.821022184319863e-05,-2.297039416211406e-08,91159609,-17,-0.1291851497,0
17321,3.826087851121107e-05,3.823397237894750e-05,-2.690613226357243e-08,91202257,-20,-0.1519649791,0
17327,3.825405837430991e-05,3.822697552830334e-05,-2.708284600657631e-08,91265905,-20,-0.1519386656,0
17333,3.830854537316591e-05,3.827576996076901e-05,-3.277541239689178e-08,91329405,-24,-0.1822948389,0
17341,3.825126704252741e-05,3.822162368123730e-05,-2.964336129010768e-08,91413605,-21,-0.1594711865,0
17351,3.817190274455353e-05,3.814238352025928e-05,-2.951922429425221e-08,91518687,-20,-0.1518335481,0
17359,3.809912928159708e-05,3.807077268280490e-05,-2.835659879218239e-08,91603421,-18,-0.1366187016,0
17377,3.797833774836225e-05,3.795240183475255e-05,-2.593591360969450e-08,91792537,-16,-0.1213759332,0
17383,3.799622643930365e-05,3.796810281055630e-05,-2.812362874734939e-08,91855899,-18,-0.1365243571,0
17387,3.798412781686512e-05,3.795579422249027e-05,-2.833359437484840e-08,91898937,-17,-0.1289248380,0
17389,3.801407423018296e-05,3.798396820157931e-05,-3.010602860364670e-08,91921077,-18,-0.1365008015,0
17393,3.800399118114351e-05,3.797389044406829e-05,-3.010073707522114e-08,91963381,-17,-0.1289025987,0
17401,3.796372029031992e-05,3.793577907447610e-05,-2.794121584382808e-08,92048471,-15,-0.1137114390,0
17417,3.786610522609444e-05,3.783981376490031e-05,-2.629146119413096e-08,92216369,-13,-0.0985046373,0
17419,3.791461169944520e-05,3.788592764978795e-05,-2.868404965725044e-08,92239591,-15,-0.1136526717,0
17431,3.792302689706180e-05,3.789304539150377e-05,-2.998150555802431e-08,92364881,-17,-0.1287620167,0
17443,3.788713758080286e-05,3.785519328072105e-05,-3.194430008181389e-08,92492417,-18,-0.1362893483,0
17449,3.788574314981153e-05,3.785337042464701e-05,-3.237272516452339e-08,92556697,-18,-0.1362659141,0
17467,3.777274210893322e-05,3.774342287291934e-05,-2.931923601388095e-08,92744697,-15,-0.1134964033,0
17471,3.781094773936974e-05,3.777886235387839e-05,-3.208538549135016e-08,92788699,-17,-0.1286145313,0
17477,3.777535357523495e-05,3.774355948417034e-05,-3.179409106461264e-08,92854191,-16,-0.1210281903,0
17483,3.775627382869025e-05,3.772337085887811e-05,-3.290296981214473e-08,92917781,-16,-0.1210074207,0
17489,3.782783611491464e-05,3.779110820265262e-05,-3.672791226202587e-08,92980965,-19,-0.1436716608,0
17491,3.789415464786145e-05,3.785523007921078e-05,-3.892456865066607e-08,93002615,-21,-0.1587859146,0
17497,3.787799478798802e-05,3.784006160262023e-05,-3.793318536779238e-08,93066833,-20,-0.1511987497,0
17509,3.789912911316365e-05,3.785594644548237e-05,-4.318266768128023e-08,93194125,-24,-0.1813763134,0
17519,3.792085133567890e-05,3.787577953093106e-05,-4.507180474784073e-08,93300827,-25,-0.1888797296,0
17539,3.778244831064553e-05,3.774288044058655e-05,-3.956787005898412e-08,93513013,-20,-0.1510176061,0
17551,3.776038409759214e-05,3.771924721666568e-05,-4.113688092645612e-08,93638803,-21,-0.1585142688,0
17569,3.768931461417548e-05,3.765263081270669e-05,-3.668380146879463e-08,93833375,-19,-0.1433441849,0
17573,3.768293477850872e-05,3.764586045069325e-05,-3.707432781547480e-08,93877019,-18,-0.1357842978,0
17579,3.766430120845494e-05,3.762648723311648e-05,-3.781397533846617e-08,93938349,-17,-0.1282188385,0
17581,3.771476065891603e-05,3.767542769007063e-05,-3.933296884539811e-08,93960601,-18,-0.1357534008,0
17597,3.763562331575444e-05,3.759927608516345e-05,-3.634723059099139e-08,94131933,-17,-0.1281532441,0
17599,3.765365781810720e-05,3.761605783256203e-05,-3.759998554516705e-08,94154547,-17,-0.1281459620,0
17609,3.768215165889868e-05,3.764550911844021e-05,-3.664254045847304e-08,94262185,-16,-0.1205737133,0
17623,3.761345854006494e-05,3.757810572061854e-05,-3.535281944640390e-08,94411433,-15,-0.1129929477,0
17627,3.763764759412334e-05,3.759998032846182e-05,-3.766726566152069e-08,94454615,-17,-0.1280441434,0
17657,3.742318218616426e-05,3.739666252507102e-05,-2.651966109323942e-08,94774513,-7,-0.0526792498,0
17659,3.745401401488712e-05,3.742572769756396e-05,-2.828631732316301e-08,94798003,-8,-0.0602014475,0
17669,3.744758132893164e-05,3.742031341490798e-05,-2.726791402366696e-08,94903949,-6,-0.0451383069,0
17681,3.743738616670687e-05,3.741050241291943e-05,-2.688375378743862e-08,95032459,-6,-0.0451229867,0
17683,3.745702346410115e-05,3.742889692041685e-05,-2.812654368429762e-08,95055181,-6,-0.0451204349,0
17707,3.733107389130862e-05,3.731167062436893e-05,-1.940326693968561e-08,95312287,0,0.0000000000,0
17713,3.734907643843798e-05,3.732988796744318e-05,-1.918847099480003e-08,95378619,0,0.0000000000,0
17729,3.732160326353190e-05,3.730029633349684e-05,-2.130693003506341e-08,95551089,-2,-0.0150206206,0
17737,3.730301170464248e-05,3.728010485204777e-05,-2.290685259470702e-08,95635155,-3,-0.0225258492,0
17747,3.733095748770895e-05,3.730796356665915e-05,-2.299392104980035e-08,95743457,-4,-0.0300260025,0
17749,3.733627631508967e-05,3.731163711473190e-05,-2.463920035776940e-08,95766581,-5,-0.0375303885,0
17761,3.729486935932388e-05,3.726582250232964e-05,-2.904685699424620e-08,95894501,-8,-0.0600283326,0
17783,3.720211700918664e-05,3.718032780172887e-05,-2.178920745777289e-08,96133149,-5,-0.0374944934,0
17789,3.720271648085322e-05,3.718192719092932e-05,-2.078928992390233e-08,96197369,-4,-0.0299905357,0
17791,3.720692513320759e-05,3.718487117841170e-05,-2.205395479588636e-08,96219895,-4,-0.0299888500,0
17807,3.710687535180725e-05,3.708517254776255e-05,-2.170280404469597e-08,96392577,-5,-0.0374692176,0
17827,3.703861406809988e-05,3.701974422792886e-05,-1.886984017101406e-08,96608495,-4,-0.0299585548,0
17837,3.707527471923450e-05,3.705719460072033e-05,-1.808011851417099e-08,96716083,-4,-0.0299501557,0
17839,3.709061543288702e-05,3.707062913923539e-05,-1.998629365162325e-08,96739861,-5,-0.0374355960,0
17851,3.702196241430095e-05,3.700048030562515e-05,-2.148210867580145e-08,96868709,-6,-0.0449076134,0
17863,3.699365640963560e-05,3.697640529607422e-05,-1.725111356137854e-08,97000771,-3,-0.0224462634,0
17881,3.692311413755544e-05,3.690928686042889e-05,-1.382727712654453e-08,97194743,-1,-0.0074783209,0
17891,3.687507814044604e-05,3.686054483864804e-05,-1.453330179800331e-08,97303481,-1,-0.0074762307,0
17903,3.685980785983796e-05,3.684810801089813e-05,-1.169984893982425e-08,97434337,1,0.0074737247,0
17909,3.682605822784721e-05,3.681207582734672e-05,-1.398240050048879e-08,97499697,-1,-0.0074724726,0
17911,3.684523901897417e-05,3.682970618147006e-05,-1.553283750411219e-08,97522359,-2,-0.0149441108,0
17921,3.680070018549356e-05,3.678183263100128e-05,-1.886755449228092e-08,97628807,-4,-0.0298798815,0
17923,3.681113009581426e-05,3.679110695022755e-05,-2.002314558670776e-08,97652441,-4,-0.0298782144,0
17929,3.681573885492906e-05,3.679376607140698e-05,-2.197278352208232e-08,97717827,-5,-0.0373415182,0
17939,3.676020406547998e-05,3.673808359120714e-05,-2.212047427284510e-08,97828181,-5,-0.0373311088,0
17957,3.667632652998184e-05,3.665430130286283e-05,-2.202522711901246e-08,98022363,-5,-0.0373123939,0
17959,3.669586010270962e-05,3.667268983130204e-05,-2.317027140757901e-08,98046081,-5,-0.0373103162,0
17971,3.668667520748816e-05,3.665919788214610e-05,-2.747732534206490e-08,98174715,-8,-0.0596765716,0
17977,3.667535827731855e-05,3.664810870078858e-05,-2.724957652996626e-08,98240659,-8,-0.0596666119,0
17981,3.670851640840866e-05,3.667803625044353e-05,-3.048015796513039e-08,98285199,-11,-0.0820324655,0
17987,3.671933207815374e-05,3.668818910163833e-05,-3.114297651540647e-08,98350085,-11,-0.0820187824,0
17989,3.674959024568164e-05,3.671648459045521e-05,-3.310565522642760e-08,98374065,-12,-0.0894700614,0
18013,3.668854154075276e-05,3.665456293829160e-05,-3.397860246115534e-08,98633971,-14,-0.1043121775,0
18041,3.651668249607303e-05,3.649013974580440e-05,-2.654275026863390e-08,98940223,-9,-0.0670057706,0
18043,3.652677369647560e-05,3.649909340450449e-05,-2.768029197111008e-08,98964025,-9,-0.0670020568,0
18047,3.655151513970120e-05,3.652076262144712e-05,-3.075251825407485e-08,99007703,-11,-0.0818823269,0
18049,3.658040016768994e-05,3.654796942192593e-05,-3.243074576400417e-08,99031639,-12,-0.0893212256,0
18059,3.657492576730437e-05,3.654019037098536e-05,-3.473539631900863e-08,99140001,-14,-0.1041792404,0
18061,3.661225827653743e-05,3.657566964608191e-05,-3.658863045551933e-08,99162093,-15,-0.1116144344,0
18077,3.661620701800845e-05,3.657638903567344e-05,-3.981798233500771e-08,99336633,-19,-0.1413157025,0
18089,3.653722346002156e-05,3.650252982248396e-05,-3.469363753759187e-08,99468979,-14,-0.1040928157,0
18097,3.655555196491275e-05,3.652051865068690e-05,-3.503331422585119e-08,99555591,-15,-0.1115033629,0
18119,3.645619370677414e-05,3.642770133991911e-05,-2.849236685503092e-08,99799563,-10,-0.0742904326,0
18121,3.647814176931027e-05,3.644810149636630e-05,-3.004027294396073e-08,99822483,-11,-0.0817149661,0
18127,3.650464793154362e-05,3.647250572195382e-05,-3.214220958980279e-08,99886873,-12,-0.0891288450,0
18131,3.650293791189012e-05,3.647024067962865e-05,-3.269723226147127e-08,99931295,-12,-0.0891190128,0
18133,3.653541866407506e-05,3.650079068308520e-05,-3.462798098986125e-08,99955467,-13,-0.0965402728,0
18143,3.649578409966646e-05,3.646025865227752e-05,-3.552544738894356e-08,100065495,-14,-0.1039377917,0
18149,3.655083988213323e-05,3.651017945710571e-05,-4.066042502751777e-08,100131207,-18,-0.1336122123,0
18169,3.642809316435265e-05,3.639167000009603e-05,-3.642316425662382e-08,100352435,-16,-0.1187010253,0
18181,3.637627324203691e-05,3.633985379198279e-05,-3.641945005412140e-08,100483447,-16,-0.1186618457,0
18191,3.631571602576680e-05,3.628363257696233e-05,-3.208344880446887e-08,100593867,-11,-0.0815575927,0
18199,3.631075653175778e-05,3.627595228638746e-05,-3.480424537031954e-08,100683577,-14,-0.1037777554,0
18211,3.624287898982194e-05,3.621042693443702e-05,-3.245205538492178e-08,100815941,-12,-0.0889230497,0
