p,N,T_total,T_low,T_mid,T_high,M_N_2,M_N_3,M_N_4,M_N_5,M_N_6,M_N_7,M_N_8,M_N_9,M_N_10,M_N_11,M_N_12,M_N_13,M_N_14,M_N_15,M_N_16,M_N_17,M_N_18,M_N_19,M_N_20,sqrtN
1141243,1141242,-6.1413521978,20.4190476190,-16.6087569923,-9.9516428246,8,21,77,-46,39,-33,-102,21,80,10,-105,24,-18,4,39,37,-39,-87,-69,1068
1142573,1142572,-1.8416831542,27.9047619048,-19.7780822855,-9.9683627735,2,37,73,-49,38,-10,-82,24,88,13,-106,21,-23,-1,24,34,-35,-93,-73,1068
1142851,1142850,-2.4316510984,27.5916666667,-20.0573019767,-9.9660157883,-1,33,75,-54,46,-7,-73,27,86,15,-108,24,-24,-1,19,32,-35,-92,-72,1069
1143091,1143090,-6.0489532888,24.8246031746,-20.9176827881,-9.9558736753,-2,17,82,-68,61,2,-78,32,90,13,-114,25,-25,0,21,34,-40,-95,-73,1069
1161449,1161448,-22.1805246337,9.0591269841,-21.1993607244,-10.0402908934,-44,29,96,-107,25,45,-41,47,81,-28,-120,21,-49,12,38,35,-31,-70,-63,1077
1161871,1161870,-23.7415425018,6.9523809524,-20.6580234950,-10.0358999592,-47,38,97,-107,16,44,-50,39,79,-26,-123,24,-55,9,45,38,-26,-69,-64,1077
1161877,1161876,-24.2070975612,6.5734126984,-20.7440112685,-10.0364989911,-49,39,98,-107,17,43,-49,38,79,-26,-124,24,-54,9,44,38,-26,-69,-64,1077
1161883,1161882,-24.3123216203,6.4444444444,-20.7197549730,-10.0370110918,-50,41,99,-107,16,42,-50,37,79,-26,-124,24,-54,9,44,38,-25,-69,-65,1077
1162559,1162558,-29.1248684900,2.0543650794,-21.1379054817,-10.0413280877,-61,44,91,-114,24,48,-43,32,89,-33,-127,25,-50,11,37,43,-25,-65,-66,1078
1162571,1162570,-28.5764060807,2.6170634921,-21.1541241706,-10.0393454022,-60,46,90,-114,24,47,-43,31,88,-33,-127,25,-50,11,37,42,-24,-65,-66,1078
1173463,1173462,-51.8244315886,-28.6658730159,-13.0912192870,-10.0673392857,-111,29,91,-62,1,31,-44,-7,85,-21,-62,-11,-13,-1,37,62,3,-68,-59,1083
1173481,1173480,-52.3262877033,-29.2158730159,-13.0427345217,-10.0676801658,-114,30,95,-64,2,31,-46,-7,86,-20,-64,-10,-12,-2,38,62,2,-67,-60,1083
1174769,1174768,-54.0621840196,-30.8857142857,-13.1001571388,-10.0763125950,-138,57,113,-68,-6,40,-46,-27,85,-32,-70,8,-5,-7,41,67,14,-64,-65,1083
1174781,1174780,-54.4326026180,-31.4162698413,-12.9433757180,-10.0729570587,-140,59,114,-68,-6,40,-47,-29,84,-33,-71,9,-5,-7,41,67,15,-64,-64,1083
1176121,1176120,-62.9514363984,-40.9722222222,-11.9105118041,-10.0687023721,-165,52,121,-68,-4,63,-48,-26,81,-17,-70,2,-6,5,41,66,9,-60,-63,1084
1176127,1176126,-63.3680904594,-41.2460317460,-12.0522824777,-10.0697762357,-166,52,122,-68,-5,64,-48,-26,81,-17,-70,1,-7,5,41,66,9,-60,-63,1084
1176137,1176136,-63.7045805413,-41.4726190476,-12.1643933468,-10.0675681469,-167,52,124,-70,-4,65,-49,-27,82,-18,-71,1,-7,6,41,66,9,-60,-63,1084
1176239,1176238,-61.8398552896,-39.4670634921,-12.3015508062,-10.0712409914,-164,57,123,-72,-7,65,-45,-28,78,-18,-72,1,-6,7,38,67,5,-60,-63,1084
1177223,1177222,-66.7830539374,-45.6281746032,-11.0715298975,-10.0833494368,-149,21,98,-64,-12,79,-37,-17,74,-19,-65,-2,-1,12,37,68,10,-61,-57,1084
1177741,1177740,-66.2254276734,-44.7250000000,-11.4271215143,-10.0733061591,-148,15,100,-60,0,77,-41,-18,74,-25,-66,9,1,11,38,64,5,-64,-59,1085
1177769,1177768,-67.2914316880,-45.7611111111,-11.4574533825,-10.0728671944,-151,16,102,-59,-2,77,-42,-19,74,-26,-67,10,2,10,38,63,6,-65,-59,1085
1177873,1177872,-66.4278454964,-44.5099206349,-11.8466444626,-10.0712803989,-153,16,108,-59,-2,78,-43,-16,78,-30,-65,8,0,11,36,66,4,-65,-63,1085
1177877,1177876,-67.1252041338,-45.2599206349,-11.7946372929,-10.0706462060,-155,16,109,-59,-2,78,-43,-16,78,-30,-65,8,1,11,36,66,4,-65,-63,1085
1178447,1178446,-77.2774507759,-54.1555555556,-13.0405079544,-10.0813872659,-181,3,136,-51,7,70,-56,-11,86,-31,-71,3,9,4,37,68,5,-76,-74,1085
1208821,1208820,-84.8795704370,-63.7329365079,-10.9433635201,-10.2032704090,-250,21,173,-47,26,82,-31,-23,108,-12,-18,-44,41,19,14,50,35,-51,-71,1099
1234241,1234240,-55.4041920994,-31.3289682540,-13.7317119956,-10.3435118498,-229,127,178,-22,20,76,-99,-52,47,42,-52,-99,37,-49,12,42,42,11,-70,1110
1234253,1234252,-57.0492753689,-33.1857142857,-13.5210571428,-10.3425039404,-232,127,179,-23,19,75,-98,-54,47,42,-51,-100,37,-48,12,42,43,11,-70,1110
1246841,1246840,-30.4939515729,-8.7575396825,-11.3315753776,-10.4048365127,-155,145,145,-18,-41,80,-73,-91,24,52,15,-121,23,-43,-4,39,61,14,-65,1116
1246891,1246890,-29.4665406934,-7.8996031746,-11.1576899740,-10.4092475448,-154,147,147,-17,-46,82,-75,-92,23,54,15,-123,23,-43,-6,40,64,14,-65,1116
1247317,1247316,-20.3714198415,2.0063492063,-11.9709371327,-10.4068319151,-134,154,147,-19,-53,87,-78,-101,21,51,16,-126,23,-46,1,34,67,9,-65,1116
1247867,1247866,-25.9201721810,-4.0059523810,-11.5114546705,-10.4027651295,-145,156,144,-27,-55,93,-61,-108,14,54,13,-128,17,-37,0,37,69,5,-60,1117
1247893,1247892,-26.1391085401,-4.0353174603,-11.7020364648,-10.4017546151,-143,152,144,-28,-52,94,-63,-107,14,55,10,-127,17,-37,1,36,68,6,-61,1117
1248253,1248252,-31.8759732217,-9.3253968254,-12.1473498562,-10.4032265400,-158,148,150,-23,-45,93,-64,-103,11,57,4,-130,17,-36,-2,42,68,4,-61,1117
1248353,1248352,-33.7854470882,-11.0519841270,-12.3282296609,-10.4052333003,-165,151,151,-21,-44,94,-67,-104,14,57,3,-129,15,-35,-4,45,70,1,-62,1117
1248391,1248390,-34.3235858368,-11.6269841270,-12.2916039566,-10.4049977533,-167,151,153,-23,-44,94,-66,-104,16,57,4,-128,17,-36,-5,43,72,1,-62,1117
1248553,1248552,-35.2691500199,-12.3666666667,-12.5010089550,-10.4014743982,-176,159,153,-17,-45,91,-62,-105,17,57,3,-126,23,-37,-10,43,73,-1,-61,1117
1249141,1249140,-40.7034981253,-18.7817460317,-11.5089213038,-10.4128307897,-178,160,144,-31,-46,83,-62,-104,22,57,3,-119,25,-38,-11,32,78,-6,-50,1117
1249159,1249158,-40.7113831493,-18.8067460317,-11.4911674793,-10.4134696382,-177,160,141,-31,-46,83,-61,-104,23,58,3,-119,25,-38,-11,31,79,-6,-50,1117
1249247,1249246,-41.9522987780,-20.5646825397,-10.9766641559,-10.4109520824,-176,155,137,-31,-48,88,-59,-106,23,59,6,-117,22,-37,-10,32,78,-7,-48,1117
1249333,1249332,-41.8954027100,-20.9273809524,-10.5529760636,-10.4150456941,-172,148,137,-38,-46,89,-57,-102,25,62,4,-117,22,-35,-10,34,78,-5,-48,1117
1331437,1331436,11.5084759238,28.5420634921,-6.3030125503,-10.7305750180,161,-51,-96,1,-61,40,30,-59,-39,78,2,-59,-105,50,-37,-7,47,75,21,1153
1331443,1331442,11.3948141348,28.3059523810,-6.1802410213,-10.7308972249,160,-49,-96,1,-62,40,29,-60,-39,78,2,-59,-105,50,-36,-7,48,75,21,1153
1331959,1331958,11.0468032619,28.5527777778,-6.7799197665,-10.7260547494,160,-49,-100,1,-63,49,35,-62,-43,77,-2,-58,-108,50,-37,-3,52,74,25,1154
1332169,1332168,11.5739868075,28.4507936508,-6.1463175633,-10.7304892799,165,-45,-116,5,-72,45,44,-61,-42,71,3,-55,-111,45,-35,2,52,75,28,1154
1332217,1332216,10.7066471545,27.1678571429,-5.7315044043,-10.7297055840,163,-43,-117,2,-72,43,43,-60,-40,72,3,-53,-110,44,-34,1,52,74,27,1154
1332671,1332670,10.3560326570,26.4047619048,-5.3166557379,-10.7320735099,164,-48,-109,3,-73,39,38,-63,-41,73,3,-55,-102,43,-36,8,56,68,27,1154
1353019,1353018,32.8094647554,50.3392857143,-6.7610829869,-10.7687379720,210,40,-213,-55,-90,26,115,-66,5,43,51,4,-109,-14,-7,5,36,44,25,1163
1353089,1353088,32.3766971790,50.1051587302,-6.9626015047,-10.7658600464,209,42,-216,-57,-87,23,119,-68,9,39,51,4,-105,-13,-8,2,35,43,25,1163
1353091,1353090,31.6201939161,49.3384920635,-6.9525548707,-10.7657432767,208,41,-216,-58,-86,23,119,-68,10,39,51,4,-105,-12,-8,2,35,43,25,1163
1353101,1353100,31.6878693031,49.6313492063,-7.1786552597,-10.7648246435,208,41,-215,-59,-86,24,119,-68,11,38,50,4,-105,-12,-8,1,35,43,24,1163
1354081,1354080,37.2583258884,54.1956349206,-6.1690666373,-10.7682423949,231,41,-234,-66,-85,22,115,-65,6,40,58,2,-109,-10,0,-2,33,48,32,1163
1354523,1354522,43.2899740721,60.8202380952,-6.7572608539,-10.7730031693,239,45,-234,-59,-88,17,113,-51,4,44,61,-1,-112,-3,-1,-3,27,44,30,1163
1354571,1354570,44.6216972275,62.4246031746,-7.0310338123,-10.7718721349,238,44,-227,-57,-84,16,112,-52,4,45,59,1,-113,-5,-3,-3,26,44,29,1163
1355591,1355590,41.0311049486,57.7964285714,-5.9940673128,-10.7712563100,245,19,-220,-71,-82,18,113,-51,8,44,66,10,-124,9,6,1,23,35,25,1164
1359209,1359208,31.0296997256,49.6888888889,-7.8807445294,-10.7784446338,181,36,-166,-40,-64,7,96,-40,-12,28,52,2,-103,7,30,-1,24,20,17,1165
1359367,1359366,28.5912728282,46.9031746032,-7.5292409054,-10.7826608696,179,31,-168,-42,-59,5,96,-37,-13,28,53,1,-101,8,28,0,21,21,16,1165
1361471,1361470,18.4209547057,37.0452380952,-7.8416147779,-10.7826686116,143,38,-158,-42,-59,17,102,-24,-19,26,53,-9,-94,16,20,5,14,26,25,1166
1362707,1362706,11.0933258051,27.8535714286,-5.9728930281,-10.7873525953,129,34,-162,-42,-50,17,93,-27,-18,29,57,-16,-85,12,27,8,5,27,26,1167
1362761,1362760,10.4117536865,27.1908730159,-5.9935191218,-10.7856002076,126,35,-163,-38,-48,18,93,-29,-21,27,58,-18,-86,11,27,8,5,29,28,1167
1362833,1362832,11.6490928001,27.7654761905,-5.3265851394,-10.7897982511,130,34,-161,-39,-49,13,89,-30,-20,27,59,-18,-84,14,28,10,6,31,27,1167
1362869,1362868,13.0823584339,29.0817460317,-5.2077410542,-10.7916465437,131,38,-161,-40,-50,15,88,-31,-22,27,60,-16,-84,13,30,9,6,32,29,1167
1363577,1363576,17.0854666147,33.5115079365,-5.6360116233,-10.7900296986,140,48,-158,-47,-59,12,87,-40,-19,24,71,-22,-87,15,26,3,5,35,28,1167
1363727,1363726,21.4865894370,36.9150793651,-4.6390888407,-10.7894010874,158,46,-174,-44,-63,8,86,-37,-24,27,76,-22,-87,12,26,4,4,34,28,1167
1364263,1364262,24.2638720969,42.1174603175,-7.0647940473,-10.7887941732,169,44,-183,-34,-56,3,94,-40,-29,26,72,-19,-91,6,17,0,2,38,27,1168
1364329,1364328,23.8257585462,41.7309523810,-7.1202148023,-10.7849790324,169,42,-179,-38,-57,5,92,-39,-28,28,73,-22,-93,9,14,0,3,38,25,1168
1368617,1368616,31.4723262192,46.9845238095,-4.7120636436,-10.8001339467,185,44,-190,-17,-47,-6,99,-69,-53,22,86,-27,-67,16,30,12,3,30,46,1169
1368659,1368658,32.2426841448,47.5634920635,-4.5214557886,-10.7993521301,185,45,-188,-15,-49,-5,96,-68,-55,23,86,-29,-65,15,32,11,4,30,47,1169
1372243,1372242,36.9486163107,53.2817460317,-5.5312284142,-10.8019013068,173,81,-192,9,-63,-6,110,-91,-63,17,83,-30,-73,-4,39,13,-2,34,47,1171
1372271,1372270,37.1538916137,53.2234126984,-5.2701491943,-10.7993718904,174,83,-193,6,-66,-6,111,-91,-63,17,84,-28,-72,-4,40,13,-1,34,48,1171
1373027,1373026,38.5175831189,54.0642857143,-4.7409881165,-10.8057144789,177,78,-195,8,-65,-2,104,-78,-65,13,87,-25,-70,0,49,3,-6,35,52,1171
1415989,1415988,34.0417504757,47.5142857143,-2.5694708290,-10.9030644096,143,104,-198,42,-33,5,40,-69,-101,55,85,-1,-18,-85,45,-37,-2,38,61,1189
1416497,1416496,34.9038550983,48.2218253968,-2.4220241720,-10.8959461266,151,90,-203,57,-38,2,47,-59,-112,58,85,-2,-18,-87,42,-30,0,38,61,1190
1416551,1416550,36.9690743081,50.0714285714,-2.2056562815,-10.8966979818,153,92,-204,60,-39,4,48,-60,-115,58,86,0,-19,-87,43,-31,0,41,61,1190
1420093,1420092,37.1466077750,50.0738095238,-2.0195986993,-10.9076030496,146,87,-229,105,-33,13,48,-57,-117,36,94,5,-18,-97,48,-21,8,43,46,1191
1450021,1450020,-16.5006893051,-3.5765873016,-1.9646268744,-10.9594751291,64,5,-173,99,-52,-13,71,-58,-57,-8,111,12,-9,-107,7,20,15,-9,41,1204
1470991,1470990,-12.8940771513,6.0555555556,-7.9793157562,-10.9703169507,49,5,-131,123,-7,-77,34,5,-46,-43,40,58,-29,-70,-4,29,-30,9,35,1212
1471007,1471006,-11.8454787507,7.2027777778,-8.0784195176,-10.9698370109,52,5,-132,122,-5,-77,33,4,-46,-42,39,57,-30,-71,-3,30,-31,8,35,1212
1471213,1471212,-11.8211146267,6.7095238095,-7.5547295725,-10.9759088637,55,2,-131,110,-6,-76,34,9,-41,-41,40,53,-28,-66,-6,29,-27,10,35,1212
1471339,1471338,-14.6370608212,3.7531746032,-7.4149476651,-10.9752877593,49,5,-129,101,-4,-79,36,8,-38,-35,37,51,-26,-64,-9,27,-29,7,37,1212
1471807,1471806,-18.6753890120,-1.2968253968,-6.4094736742,-10.9690899410,49,-3,-124,95,-11,-86,32,11,-39,-31,39,49,-23,-65,-9,30,-28,12,36,1213
1471829,1471828,-19.3579457514,-1.8535714286,-6.5358367555,-10.9685375673,49,-3,-124,93,-11,-87,31,12,-39,-33,38,48,-24,-64,-9,30,-28,12,37,1213
1471853,1471852,-19.6332843109,-1.9337301587,-6.7293105496,-10.9702436025,47,-4,-120,95,-10,-89,29,14,-39,-33,36,48,-23,-66,-10,29,-29,13,37,1213
1471867,1471866,-19.3879193793,-1.5170634921,-6.8966519994,-10.9742038878,48,-4,-121,95,-9,-89,29,14,-39,-33,35,48,-24,-66,-9,29,-30,12,37,1213
1472021,1472020,-18.8420086068,-0.9043650794,-6.9658161152,-10.9718274123,46,-1,-117,96,-11,-90,29,13,-39,-35,37,50,-23,-67,-9,28,-32,13,36,1213
1472041,1472040,-17.9779664105,0.0777777778,-7.0848012696,-10.9709429187,48,-1,-116,99,-14,-91,28,13,-40,-35,38,49,-24,-68,-10,29,-31,13,36,1213
1472077,1472076,-18.4319496223,-0.3805555556,-7.0824754834,-10.9689185834,47,0,-116,97,-12,-91,27,13,-41,-35,38,47,-25,-66,-11,30,-32,12,37,1213
1562867,1562866,-30.8408206332,-7.8920634921,-11.9232249625,-11.0255321787,10,-126,42,144,-9,-82,-12,92,-57,-118,5,107,13,0,-76,-3,38,-49,-3,1250
1563743,1563742,-36.8624379901,-13.7436507937,-12.0916910865,-11.0270961099,4,-129,34,131,7,-88,-2,91,-59,-121,-1,104,19,7,-70,-8,33,-53,-2,1250
1567837,1567836,-56.1117815350,-36.2087301587,-8.8751685424,-11.0278828338,-38,-146,49,116,31,-82,-4,68,-45,-103,-26,127,39,5,-69,-13,39,-56,8,1252
1572749,1572748,-33.5579235834,-9.4170634921,-13.0970297409,-11.0438303504,25,-128,-7,123,24,-61,1,80,-64,-68,-17,86,29,-15,-75,-31,28,-50,2,1254
1573501,1573500,-29.4177671425,-5.4428571429,-12.9418535053,-11.0330564944,25,-128,1,138,25,-64,-2,81,-69,-60,-19,79,32,-22,-73,-23,33,-54,-1,1254
1573543,1573542,-29.4870851861,-5.8718253968,-12.5787930956,-11.0364666936,27,-129,-3,137,27,-65,-1,80,-70,-60,-19,78,35,-22,-71,-22,31,-53,0,1254
1573921,1573920,-38.4664816447,-16.1702380952,-11.2605064051,-11.0357371445,9,-137,3,124,31,-59,-5,84,-60,-57,-17,74,39,-20,-67,-25,31,-51,1,1254
1576543,1576542,-34.9682560978,-15.2888888889,-8.6437696754,-11.0355975335,40,-141,-45,146,-1,-63,6,88,-76,-66,9,76,32,-28,-61,-27,41,-52,14,1255
1576559,1576558,-36.7120367003,-17.4384920635,-8.2372246396,-11.0363199972,38,-144,-45,145,-1,-65,7,89,-75,-65,10,77,33,-27,-62,-28,42,-52,14,1255
1900303,1900302,-56.9950465357,-39.1503968254,-6.9475583943,-10.8970913161,-115,-32,76,31,112,-47,-33,-64,31,88,-73,-38,-7,23,105,25,-27,-43,-104,1378
1900981,1900980,-58.3227334776,-40.5448412698,-6.8876856752,-10.8902065326,-125,-13,60,31,112,-47,-19,-71,34,91,-74,-46,-7,16,104,33,-27,-37,-102,1378
1901147,1901146,-59.9405628779,-42.2619047619,-6.7851744645,-10.8934836515,-136,-5,61,30,116,-45,-18,-72,35,92,-73,-46,-8,14,105,33,-25,-37,-101,1378
1901377,1901376,-57.8427501021,-40.0535714286,-6.8965744025,-10.8926042710,-131,-2,57,35,114,-45,-19,-75,30,87,-78,-46,-6,11,109,33,-25,-37,-97,1378
1902469,1902468,-62.9908148463,-45.7206349206,-6.3826964674,-10.8874834582,-131,-8,49,17,113,-43,-22,-67,43,79,-73,-45,-7,21,115,40,-34,-38,-107,1379
1902611,1902610,-59.9845931129,-42.7503968254,-6.3421115425,-10.8920847449,-122,-13,43,22,110,-40,-19,-64,43,84,-74,-44,-9,22,112,39,-35,-39,-106,1379
1911031,1911030,-55.8683364833,-38.0436507937,-6.9441508468,-10.8805348428,-104,-38,60,32,86,-39,-38,-53,71,88,-65,-50,-33,58,116,34,-25,-28,-124,1382
2225173,2225172,-9.5470178712,9.4591269841,-8.6297399554,-10.3764048999,26,8,37,-53,-54,87,-15,17,-83,4,45,99,-64,-53,-91,-14,23,88,-3,1491
2225263,2225262,-7.8192783526,11.6543650794,-9.0983207131,-10.3753227189,25,14,39,-53,-56,90,-15,17,-82,1,44,99,-64,-51,-89,-12,22,85,-3,1491
2226517,2226516,-11.0449317072,8.5769841270,-9.2482899639,-10.3736258703,12,18,35,-50,-40,88,-12,11,-78,4,44,103,-66,-45,-94,-13,27,85,2,1492
2226673,2226672,-15.9025832289,3.6900793651,-9.2230963455,-10.3695662485,6,8,38,-53,-34,85,-11,11,-72,9,40,100,-62,-43,-97,-13,27,82,3,1492
2329189,2329188,-13.2015915546,10.9750000000,-13.7642471189,-10.4123444357,-32,54,-74,182,51,-105,103,-45,-103,-59,17,76,32,-73,-56,-54,29,40,85,1526
2329519,2329518,-17.3150159277,7.3682539683,-14.2711836290,-10.4120862670,-52,63,-68,183,56,-106,108,-47,-97,-56,9,79,33,-74,-60,-51,25,40,87,1526
2330197,2330196,-16.4535840207,8.7694444444,-14.8184288646,-10.4045996006,-58,66,-59,183,57,-98,103,-41,-99,-61,4,79,33,-76,-62,-46,20,39,89,1526
2660657,2660656,-54.1221713352,-31.1750000000,-12.2022329201,-10.7449384150,-23,-150,192,-93,-36,28,-131,162,13,-39,-75,73,32,60,39,-51,-67,-86,-45,1631
2660659,2660658,-54.8829519390,-31.9845238095,-12.1539910942,-10.7444370353,-24,-151,192,-93,-35,27,-131,162,13,-40,-75,72,33,60,39,-51,-67,-86,-45,1631
2661137,2661136,-51.7736950446,-27.7134920635,-13.3092357636,-10.7509672175,-20,-154,193,-86,-27,26,-124,167,3,-41,-84,77,38,52,33,-46,-69,-85,-47,1631
2661157,2661156,-52.1319812921,-28.0051587302,-13.3740433418,-10.7527792202,-21,-153,192,-87,-27,26,-123,167,5,-43,-84,78,37,53,32,-45,-69,-85,-48,1631
2661221,2661220,-51.0959454229,-27.0972222222,-13.2419367420,-10.7567864587,-20,-149,187,-87,-27,28,-121,166,4,-41,-85,77,39,50,34,-46,-68,-84,-47,1631
2661283,2661282,-50.0141257166,-26.5000000000,-12.7589663029,-10.7551594137,-18,-145,183,-88,-28,28,-118,162,1,-39,-84,80,38,50,34,-46,-65,-86,-45,1631
2662921,2662920,-43.3598704773,-21.1527777778,-11.4422717784,-10.7648209212,1,-128,159,-95,-48,21,-93,152,0,-40,-64,71,39,48,28,-40,-61,-80,-40,1631
2662951,2662950,-44.6315467467,-22.5067460317,-11.3595821091,-10.7652186058,-2,-128,161,-96,-48,20,-93,151,1,-42,-64,69,41,50,28,-40,-60,-80,-41,1631
2662981,2662980,-42.8232569067,-21.1178571429,-10.9416043708,-10.7637953930,4,-128,157,-95,-51,20,-93,150,-1,-40,-63,70,40,50,29,-40,-59,-80,-40,1631
2663651,2663650,-41.9920532173,-21.2611111111,-9.9828182598,-10.7481238464,5,-125,160,-100,-54,21,-102,149,1,-40,-61,68,44,53,35,-37,-63,-81,-44,1632
2663701,2663700,-42.9288566177,-22.0003968254,-10.1786213965,-10.7498383958,4,-126,158,-102,-52,23,-99,149,1,-38,-62,69,45,55,33,-39,-65,-82,-44,1632
2664847,2664846,-49.9842782293,-29.0718253968,-10.1505661370,-10.7618866955,0,-139,159,-111,-45,33,-113,146,4,-42,-72,56,42,67,46,-45,-55,-82,-40,1632
2705147,2705146,-52.1736776856,-31.2666666667,-10.0444322039,-10.8625788150,-1,-217,197,-44,34,0,-198,234,-58,-3,-79,-45,34,63,117,-58,-59,-102,9,1644
2705827,2705826,-49.3724270810,-26.3265873016,-12.1620678769,-10.8837719025,-8,-203,207,-41,38,1,-203,233,-52,-7,-87,-48,28,63,113,-56,-65,-101,5,1644
2705863,2705862,-49.0725422729,-25.7281746032,-12.4619679849,-10.8823996849,-7,-202,205,-38,37,2,-203,232,-54,-7,-86,-50,27,62,112,-57,-65,-102,6,1644
2705869,2705868,-49.0022691739,-25.4031746032,-12.7177618281,-10.8813327427,-8,-201,206,-37,38,2,-204,232,-54,-7,-87,-50,27,61,112,-57,-66,-103,6,1644
2706101,2706100,-50.5642131894,-27.0634920635,-12.6384684576,-10.8622526683,-6,-211,208,-38,41,5,-212,236,-54,-8,-89,-51,25,67,116,-58,-66,-100,8,1645
2706107,2706106,-50.3075133766,-26.8607142857,-12.5848608961,-10.8619381948,-5,-212,209,-39,41,5,-213,237,-54,-8,-89,-50,25,68,116,-58,-67,-100,8,1645
2706241,2706240,-46.4798662499,-23.3015873016,-12.3217687440,-10.8565102043,5,-211,206,-38,39,8,-216,233,-59,-6,-85,-50,23,68,119,-57,-69,-103,12,1645
2706323,2706322,-46.7092294714,-23.4250000000,-12.4274853566,-10.8567441148,5,-213,207,-39,40,7,-215,237,-60,-4,-84,-46,22,69,117,-59,-70,-106,12,1645
2706481,2706480,-47.5199573179,-24.4206349206,-12.2354532420,-10.8638691553,1,-210,215,-46,42,6,-222,236,-58,-3,-87,-46,25,69,116,-59,-69,-109,10,1645
2706701,2706700,-48.7000520661,-25.5424603175,-12.2852328790,-10.8723588697,-7,-201,220,-38,31,4,-221,229,-60,2,-83,-48,25,65,114,-64,-63,-112,7,1645
2707183,2707182,-51.6064171387,-29.7638888889,-10.9661891803,-10.8763390694,-6,-217,219,-35,46,-7,-225,223,-55,-4,-84,-50,26,74,119,-64,-66,-106,7,1645
2707339,2707338,-49.3072645689,-26.7726190476,-11.6573955595,-10.8772499619,-4,-219,224,-35,49,2,-229,225,-56,-3,-87,-51,20,79,116,-63,-67,-106,8,1645
2707379,2707378,-50.5508726440,-27.6408730159,-12.0353584801,-10.8746411481,-8,-218,225,-34,50,3,-227,224,-57,-4,-87,-52,21,77,114,-62,-66,-107,7,1645
2707417,2707416,-54.1389824828,-31.4519841270,-11.8129304501,-10.8740679057,-18,-218,230,-36,53,3,-229,223,-55,-5,-87,-54,23,79,115,-62,-67,-107,6,1645
2707423,2707422,-53.8155263201,-30.9924603175,-11.9485179353,-10.8745480674,-16,-219,229,-36,53,4,-229,223,-56,-6,-87,-55,22,79,115,-62,-67,-107,7,1645
2707459,2707458,-51.1377695071,-27.9746031746,-12.2918822392,-10.8712840933,-11,-218,230,-35,54,5,-232,223,-58,-6,-88,-55,21,78,117,-60,-69,-107,7,1645
2707609,2707608,-52.4303022480,-28.9265873016,-12.6342313924,-10.8694835540,-17,-219,239,-33,52,8,-235,224,-59,-8,-88,-55,21,76,114,-57,-66,-107,5,1645
2707619,2707618,-51.9971739063,-28.3321428571,-12.7954067807,-10.8696242685,-16,-218,238,-33,52,8,-235,225,-60,-9,-88,-55,21,76,113,-57,-67,-107,5,1645
2725451,2725450,-61.0010221521,-41.7734126984,-8.3144567336,-10.9131527200,-7,-216,127,-24,35,48,-161,163,-39,8,-50,-69,19,65,94,-52,-28,-51,-19,1650
2732519,2732518,-39.0231490687,-8.9984126984,-19.0997456398,-10.9249907305,18,-234,188,10,55,62,-180,169,-33,-9,-65,-80,-18,46,94,-53,-50,-48,-39,1653
2819681,2819680,-101.8819444843,-77.7075396825,-13.0734499519,-11.1009548499,-148,-211,185,24,121,24,-215,131,43,-77,-73,-17,24,30,88,48,-38,-44,-100,1679
2819987,2819986,-104.4351793209,-79.8472222222,-13.4876520386,-11.1003050600,-162,-208,199,24,128,21,-215,124,47,-76,-78,-19,31,31,80,47,-35,-44,-104,1679
2820809,2820808,-104.5422579758,-80.6952380952,-12.7454479441,-11.1015719365,-145,-213,179,10,134,18,-218,126,44,-74,-77,-24,23,34,83,48,-41,-43,-101,1679
2822003,2822002,-102.5645201731,-77.2865079365,-14.1723134401,-11.1056987965,-119,-217,154,-8,123,30,-198,118,45,-79,-73,-21,14,49,68,44,-42,-49,-99,1679
2822009,2822008,-102.4835695257,-77.1531746032,-14.2247322705,-11.1056626521,-118,-218,154,-9,124,30,-198,118,45,-78,-74,-21,14,49,68,44,-43,-49,-99,1679
2825423,2825422,-106.3096011057,-81.0261904762,-14.1683118066,-11.1150988229,-129,-213,157,-10,112,34,-184,99,57,-69,-67,-23,0,45,44,42,-56,-42,-95,1680
2825447,2825446,-105.2620572993,-79.8115079365,-14.3346014698,-11.1159478929,-128,-212,157,-8,110,37,-185,100,56,-68,-66,-24,-1,43,43,43,-56,-42,-95,1680
2825461,2825460,-106.1779306529,-80.8821428571,-14.1806447293,-11.1151430665,-131,-211,157,-8,110,36,-183,99,57,-67,-64,-25,0,43,42,43,-55,-42,-95,1680
2826211,2826210,-101.6975040092,-74.5313492063,-16.0511267746,-11.1150280283,-128,-208,161,16,103,39,-183,98,46,-55,-65,-37,-5,35,40,44,-55,-47,-93,1681
2826337,2826336,-98.9875813092,-71.2984126984,-16.5765306050,-11.1126380058,-128,-203,157,15,105,48,-178,100,49,-54,-65,-33,-8,32,42,43,-57,-45,-93,1681
2826661,2826660,-93.2973570912,-66.1488095238,-16.0386223918,-11.1099251756,-117,-202,153,14,99,50,-179,105,57,-49,-59,-31,-7,26,41,41,-55,-44,-96,1681
2826829,2826828,-93.6317241045,-66.9460317460,-15.5707539787,-11.1149383798,-116,-208,157,13,102,50,-182,103,57,-46,-59,-31,-6,30,44,41,-53,-46,-100,1681
2826847,2826846,-92.8307603299,-65.9246031746,-15.7897804222,-11.1163767332,-114,-206,158,12,101,47,-182,103,56,-47,-60,-31,-5,30,43,40,-54,-47,-101,1681
