p,mertens_p,m_over_sqrt_p,abs_m
300581,235,0.4286344764,235
300583,234,0.4268090800,234
300589,234,0.4268048202,234
300593,232,0.4231541003,232
300623,236,0.4304283822,236
300631,232,0.4231273559,232
300647,233,0.4249398730,233
300649,232,0.4231146893,232
300661,234,0.4267537132,234
300667,234,0.4267494551,234
300673,236,0.4303925920,236
300683,234,0.4267381008,234
300691,234,0.4267324240,234
300719,236,0.4303596729,236
300721,235,0.4285346899,235
300733,232,0.4230555935,232
300739,230,0.4194043788,230
300743,229,0.4175781045,229
300749,229,0.4175739390,229
300757,229,0.4175683854,229
300761,228,0.4157421780,228
300779,226,0.4120829858,226
300787,220,0.4011373949,220
300799,222,0.4047760242,222
300809,225,0.4102391514,225
300821,223,0.4065844714,223
300823,223,0.4065831199,223
300851,223,0.4065641992,223
300857,225,0.4102064245,225
300869,223,0.4065520373,223
300877,223,0.4065466324,223
300889,223,0.4065385254,223
300893,222,0.4047127926,222
300929,214,0.3901052117,214
300931,212,0.3864580844,212
300953,210,0.3827982611,210
300961,207,0.3773246995,207
300967,204,0.3718525190,204
300973,203,0.3700260241,203
300977,201,0.3663780129,201
300997,197,0.3590749781,197
301013,199,0.3627107692,199
301027,199,0.3627023347,199
301039,202,0.3681628711,202
301051,201,0.3663329813,201
301057,197,0.3590391949,197
301073,196,0.3572071689,196
301079,195,0.3553811422,195
301123,201,0.3662891827,201
301127,201,0.3662867499,201
301141,201,0.3662782355,201
301153,202,0.3680931813,202
301159,203,0.3699117399,203
301177,207,0.3771893692,207
301181,208,0.3790090232,208
301183,206,0.3753634594,206
301211,200,0.3644136043,200
301219,200,0.3644087651,200
301237,202,0.3680418563,202
301241,200,0.3643954582,200
301243,198,0.3607503061,198
301247,195,0.3552820336,195
301267,197,0.3589140378,197
301303,193,0.3516054362,193
301319,196,0.3570613253,196
301331,194,0.3534108052,194
301333,193,0.3515879332,193
301349,191,0.3479352979,191
301361,191,0.3479283705,191
301363,189,0.3442839991,189
301381,191,0.3479168258,191
301403,190,0.3460826405,190
301409,188,0.3424362569,188
301423,190,0.3460711586,190
301429,188,0.3424248963,188
301447,191,0.3478787366,191
301459,194,0.3533357678,194
301463,195,0.3551547300,195
301471,196,0.3569712998,196
301487,197,0.3587830612,197
301489,196,0.3569606434,196
301493,194,0.3533158440,194
301501,193,0.3514899651,193
301531,191,0.3478302775,191
301577,197,0.3587295212,197
301579,195,0.3550864197,195
301583,195,0.3550840648,195
301591,194,0.3532584356,194
301601,191,0.3477899104,191
301619,188,0.3423170268,188
301627,190,0.3459541093,190
301643,185,0.3368411200,185
301649,185,0.3368377700,185
301657,187,0.3404747446,187
301669,188,0.3422886570,188
301673,188,0.3422863877,188
301681,189,0.3441024974,189
301703,187,0.3404487878,187
301711,184,0.3349826014,184
301747,187,0.3404239652,187
301751,185,0.3367808350,185
301753,184,0.3349592880,184
301759,184,0.3349559579,184
301789,189,0.3440409207,189
301793,189,0.3440386407,189
301813,186,0.3385664916,186
301831,188,0.3421967874,188
301841,191,0.3476516154,191
301843,190,0.3458303042,190
301867,190,0.3458165562,190
301877,187,0.3403506574,187
301897,182,0.3312394000,182
301901,179,0.3257772517,179
301907,179,0.3257740145,179
301913,177,0.3221308804,177
301927,180,0.3275831308,180
301933,180,0.3275798759,180
301943,180,0.3275744513,180
301949,178,0.3239315167,178
301979,179,0.3257351755,179
301991,178,0.3239089902,178
301993,177,0.3220882103,177
301997,175,0.3184466865,175
301999,173,0.3148062534,173
302009,174,0.3166207007,174
302053,177,0.3220562188,177
302111,180,0.3274833587,180
302123,184,0.3347541184,184
302143,186,0.3383815502,186
302167,185,0.3365489284,185
302171,182,0.3310891867,182
302173,181,0.3292689257,181
302189,177,0.3219837400,177
302191,175,0.3183444522,175
302213,172,0.3128757300,172
302221,170,0.3092335472,170
302227,170,0.3092304776,170
302261,168,0.3055752842,168
302273,166,0.3019314898,166
302279,163,0.2964719542,163
302287,165,0.3001056756,165
302297,165,0.3001007118,165
302299,163,0.2964621468,163
302317,162,0.2946345889,162
302329,163,0.2964474375,163
302399,175,0.3182349494,175
302411,175,0.3182286354,175
302417,173,0.3145886159,173
302429,169,0.3073087937,169
302443,170,0.3091200342,170
302459,167,0.3036569427,167
302483,169,0.3072813617,169
302507,169,0.3072691721,169
302513,170,0.3090842677,170
302551,166,0.3017927425,166
302563,167,0.3036047502,167
302567,168,0.3054207239,168
302573,169,0.3072356581,169
302579,171,0.3108685008,171
302581,170,0.3090495350,170
302587,166,0.3017747892,166
302593,163,0.2963180901,163
302597,160,0.2908624605,160
302609,159,0.2890388390,159
302629,156,0.2835759051,156
302647,154,0.2799319917,154
302663,150,0.2726538238,150
302681,153,0.2780986309,153
302711,154,0.2799023982,154
302723,159,0.2889844105,159
302747,158,0.2871555158,158
302759,157,0.2853324210,157
302767,155,0.2816938914,155
302779,154,0.2798709653,154
302791,156,0.2835000352,156
302801,155,0.2816780760,155
302831,164,0.2980188144,164
302833,163,0.2962006485,163
302837,164,0.2980158622,164
302843,164,0.2980129100,164
302851,164,0.2980089738,164
302857,162,0.2943718021,162
302873,167,0.3034493360,167
302891,161,0.2925382719,161
302903,163,0.2961664209,163
302909,163,0.2961634877,163
302921,156,0.2834391960,156
302927,155,0.2816194891,155
302941,152,0.2761624078,152
302959,157,0.2852382236,157
302969,159,0.2888670642,159
302971,159,0.2888661107,159
302977,156,0.2834130004,156
302983,155,0.2815934622,155
302989,154,0.2797739600,154
302999,157,0.2852193953,157
303007,160,0.2906656103,160
303011,161,0.2924803399,161
303013,160,0.2906627325,160
303019,158,0.2870266067,158
303029,155,0.2815720883,155
303049,160,0.2906454677,160
303053,158,0.2870105052,158
303073,164,0.2978998085,164
303089,161,0.2924427025,161
303091,161,0.2924417376,161
303097,160,0.2906224528,160
303119,166,0.3015098525,166
303139,168,0.3051324351,168
303143,167,0.3033141695,167
303151,167,0.3033101673,167
303157,167,0.3033071657,167
303187,167,0.3032921594,167
303217,171,0.3105412788,171
303257,182,0.3304958198,182
303271,180,0.3268564530,180
303283,178,0.3232183200,178
303287,177,0.3214003673,177
303293,176,0.3195813848,176
303299,175,0.3177624384,175
303307,175,0.3177582478,175
303313,175,0.3177551049,175
303323,176,0.3195655804,176
303337,178,0.3231895491,178
303341,179,0.3250030779,179
303361,184,0.3340703633,184
303367,184,0.3340670597,184
303371,185,0.3358804272,185
303377,184,0.3340615538,184
303379,184,0.3340604527,184
303389,182,0.3304239151,182
303409,187,0.3394903054,187
303421,185,0.3358527516,185
303431,185,0.3358472173,185
303463,186,0.3376448040,186
303469,186,0.3376414661,186
303473,184,0.3340087115,184
303491,184,0.3339988063,184
303493,183,0.3321825009,183
303497,180,0.3267347330,180
303529,178,0.3230873147,178
303539,181,0.3285271948,181
303547,178,0.3230777352,178
303551,178,0.3230756065,178
303553,177,0.3212595167,177
303571,172,0.3121751336,172
303581,169,0.3067251666,169
303587,168,0.3049072117,168
303593,169,0.3067191046,169
303613,169,0.3067090022,169
303617,169,0.3067069818,169
303619,169,0.3067059716,169
303643,174,0.3157676329,174
303647,174,0.3157655530,174
303649,173,0.3139497746,173
303679,172,0.3121196179,172
303683,171,0.3103029253,171
303689,170,0.3084852409,170
303691,168,0.3048549990,168
303703,169,0.3066635534,169
303713,164,0.2975857679,164
303727,162,0.2939498983,162
303731,161,0.2921334691,161
303749,156,0.2830526140,156
303767,154,0.2794154554,154
303781,152,0.2757803283,152
303803,157,0.2848417356,157
303817,158,0.2866494095,158
303827,160,0.2902731060,160
303839,162,0.2938957160,162
303859,164,0.2975142665,164
303871,163,0.2956943164,163
303889,166,0.3011276244,166
303907,165,0.2993047385,165
303917,164,0.2974858761,164
303931,163,0.2956651279,163
303937,163,0.2956622096,163
303959,162,0.2938376967,162
303983,167,0.3028948036,167
303997,164,0.2974467302,164
304009,164,0.2974408597,164
304013,162,0.2938115992,162
304021,164,0.2974349895,164
304033,162,0.2938019352,162
304039,162,0.2937990362,162
304049,161,0.2919806603,161
304063,159,0.2883469329,159
304067,159,0.2883450363,159
304069,158,0.2865306032,158
304081,158,0.2865249494,158
304091,161,0.2919604959,161
304099,160,0.2901432602,160
304127,163,0.2955698393,163
304151,163,0.2955581776,163
304153,162,0.2937439715,162
304163,167,0.3028051656,167
304169,165,0.2991758057,165
304193,167,0.3027902337,167
304211,169,0.3064073987,169
304217,167,0.3027782897,167
304223,167,0.3027753040,167
304253,168,0.3045733128,168
304259,166,0.3009444727,166
304279,164,0.2973088643,164
304301,159,0.2882341499,159
304303,159,0.2882332027,159
304331,159,0.2882199429,159
304349,154,0.2791481675,154
304357,152,0.2755192456,152
304363,150,0.2718913124,150
304373,153,0.2773245828,153
304391,157,0.2845664845,157
304393,156,0.2827530302,156
304411,158,0.2863696021,158
304417,156,0.2827418840,156
304429,158,0.2863611359,158
304433,159,0.2881716549,159
304439,160,0.2899811977,160
304457,160,0.2899726255,160
304459,158,0.2863470272,158
304477,160,0.2899631017,160
304481,160,0.2899611971,160
304489,161,0.2917696216,161
304501,161,0.2917638724,161
304511,162,0.2935712498,162
304517,161,0.2917562073,161
304523,160,0.2899412006,160
304537,161,0.2917466268,161
304541,161,0.2917447108,161
304553,163,0.2953630496,163
304559,163,0.2953601402,163
304561,162,0.2935471510,162
304597,171,0.3098370147,171
304609,172,0.3116427884,172
304631,180,0.3261260250,180
304643,180,0.3261196018,180
304651,181,0.3279270717,181
304663,181,0.3279206134,181
304687,182,0.3297193429,182
304709,182,0.3297074398,182
304723,181,0.3278883280,181
304729,182,0.3296966199,182
304739,177,0.3206337596,177
304751,176,0.3188159923,176
304757,178,0.3224357272,178
304763,180,0.3260553909,180
304771,183,0.3314852967,183
304781,181,0.3278571279,181
304789,184,0.3332868498,184
304807,187,0.3387108731,187
304813,187,0.3387075394,187
304831,187,0.3386975391,187
304847,189,0.3423109891,189
304849,188,0.3404987029,188
304867,185,0.3350553214,185
304879,186,0.3368598016,186
304883,187,0.3386686542,187
304897,187,0.3386608787,187
304901,184,0.3332256307,184
304903,183,0.3314135349,183
304907,182,0.3296003700,182
304933,181,0.3277754042,181
304937,182,0.3295841564,182
304943,184,0.3332026822,184
304949,181,0.3277668053,181
304961,181,0.3277603565,181
304979,176,0.3186967978,176
304981,175,0.3168849815,175
305017,171,0.3096236227,171
305021,169,0.3060002874,169
305023,169,0.3059992842,169
305029,170,0.3078069034,170
305033,167,0.3023730343,167
305047,168,0.3041766710,168
305069,172,0.3114077436,172
305093,174,0.3150163728,174
305101,170,0.3077705820,170
305111,171,0.3095759239,171
305113,170,0.3077645297,170
305119,168,0.3041407801,168
305131,169,0.3059451257,169
305143,170,0.3077494005,170
305147,168,0.3041268260,168
305209,174,0.3149565034,174
305219,176,0.3185714742,176
305231,174,0.3149451527,174
305237,174,0.3149420573,174
305243,173,0.3131289679,173
305267,180,0.3257861188,180
305281,181,0.3275885299,181
305297,180,0.3257701117,180
305329,184,0.3329919965,184
305339,179,0.3239379963,179
305351,178,0.3221219571,178
305353,177,0.3203112342,177
305363,174,0.3148770743,174
305369,172,0.3112547397,172
305377,170,0.3076314689,170
305401,171,0.3094289068,171
305407,167,0.3021878353,167
305411,168,0.3039953526,168
305413,167,0.3021848670,167
305419,166,0.3003724263,166
305423,167,0.3021799199,167
305441,170,0.3075992378,170
305449,171,0.3094045932,171
305471,170,0.3075841329,170
305477,170,0.3075811122,170
305479,169,0.3057708105,169
305483,166,0.3003409600,166
305489,165,0.2985287454,165
305497,163,0.2949063537,163
305521,166,0.3003222815,166
305533,167,0.3021255187,167
305551,165,0.2984984563,165
305563,165,0.2984925950,165
305581,164,0.2966748109,164
305593,162,0.2930510714,162
305597,160,0.2894312628,160
305603,160,0.2894284215,160
305611,162,0.2930424412,162
305621,162,0.2930376469,162
305633,166,0.3002672496,166
305639,165,0.2984554812,165
305663,162,0.2930175137,162
305717,174,0.3146947181,174
305719,172,0.3110765199,172
305741,170,0.3074482890,170
305743,168,0.3038302566,168
305749,164,0.2965932927,164
305759,166,0.3002053747,166
305761,165,0.2983959327,165
305771,164,0.2965826226,164
305783,160,0.2893432225,160
305803,163,0.2947587686,163
305821,164,0.2965583769,164
305839,161,0.2911249611,161
305849,159,0.2875038018,159
305857,158,0.2856918654,158
305861,156,0.2820736682,156
305867,154,0.2784546079,154
305873,156,0.2820681350,156
305917,160,0.2892798455,160
305927,160,0.2892751175,160
305933,158,0.2856563773,158
305947,156,0.2820340207,156
305971,156,0.2820229593,156
305999,161,0.2910488398,161
306011,164,0.2964662971,164
306023,162,0.2928451126,162
306029,160,0.2892269056,160
306041,154,0.2783754388,154
306049,157,0.2837946278,157
306083,160,0.2892013913,160
306091,157,0.2837751568,157
306121,164,0.2964130269,164
306133,162,0.2927924952,162
306139,162,0.2927896260,162
306149,163,0.2945921580,163
306157,165,0.2982028895,165
306167,164,0.2963907588,164
306169,163,0.2945825360,163
306191,168,0.3036079023,168
306193,167,0.3017997267,167
306209,166,0.2999847050,166
306239,173,0.3126193488,173
306247,172,0.3108082409,172
306253,172,0.3108051963,172
306259,169,0.3053811840,169
306263,167,0.3017652348,167
306301,171,0.3089739771,171
306329,175,0.3161869870,175
306331,175,0.3161859548,175
306347,169,0.3053373195,169
306349,168,0.3035295990,168
306359,164,0.2962978679,164
306367,164,0.2962939994,164
306377,163,0.2944825226,163
306389,162,0.2926701499,162
306407,160,0.2890484476,160
306419,164,0.2962688574,164
306421,163,0.2944613790,163
306431,157,0.2836176820,157
306437,159,0.2872278341,159
306457,158,0.2854120560,158
306463,158,0.2854092620,158
306473,159,0.2872109639,159
306479,158,0.2854018119,158
306491,159,0.2872025299,159
306503,162,0.2926157173,162
306511,158,0.2853869134,158
306517,155,0.2799654344,155
306529,156,0.2817661476,156
306533,154,0.2781519462,154
306541,156,0.2817606324,156
306563,163,0.2943931738,163
306577,166,0.2998046075,166
306587,169,0.3052177853,169
306589,168,0.3034107732,168
306643,171,0.3088016291,171
306653,169,0.3051849380,169
306661,168,0.3033751527,168
306689,171,0.3087784698,171
306701,174,0.3141894893,174
306703,173,0.3123827840,173
306707,172,0.3105750779,172
306727,173,0.3123705625,173
306739,173,0.3123644523,173
306749,173,0.3123593607,173
306763,171,0.3087412245,171
306781,168,0.3033158130,168
306809,164,0.2960804966,164
306821,165,0.2978800401,165
306827,163,0.2942664957,163
306829,162,0.2924602266,162
306847,167,0.3014779339,167
306853,166,0.2996697470,166
306857,166,0.2996677939,166
306871,163,0.2942453986,163
306877,163,0.2942425221,163
306883,163,0.2942396457,163
306893,162,0.2924297300,162
306899,165,0.2978421838,165
306913,164,0.2960303277,164
306919,164,0.2960274341,164
306941,167,0.3014317669,167
306947,163,0.2942089688,163
306949,162,0.2924030532,162
306953,162,0.2924011480,162
306991,167,0.3014072187,167
307009,171,0.3086175057,171
307019,172,0.3104172309,172
307031,169,0.3049970165,169
307033,168,0.3031913129,168
307067,176,0.3176114093,176
307079,176,0.3176052034,176
307091,175,0.3157944582,175
307093,174,0.3139888959,174
307103,173,0.3121792793,173
307121,167,0.3013434212,167
307129,170,0.3067527809,170
307147,170,0.3067437923,170
307163,168,0.3031271466,168
307169,164,0.2959069435,164
307171,163,0.2941016754,163
307187,164,0.2958982739,164
307189,163,0.2940930588,163
307201,163,0.2940873147,163
307243,164,0.2958713065,164
307253,163,0.2940624277,163
307259,166,0.2994716957,166
307261,165,0.2976666805,165
307267,162,0.2922517056,162
307273,161,0.2904448470,161
307277,159,0.2868349695,159
307283,158,0.2850281932,158
307289,159,0.2868293688,159
307301,162,0.2922355377,162
307337,165,0.2976298739,165
307339,165,0.2976289055,165
307361,165,0.2976182536,165
307367,164,0.2958116194,164
307381,166,0.2994122594,166
307397,166,0.2994044671,166
307399,164,0.2957962221,164
307409,163,0.2939878048,163
307423,165,0.2975882408,165
307451,161,0.2903607577,161
307471,163,0.2939581627,163
307481,161,0.2903465926,161
307511,168,0.3029555786,168
307523,168,0.3029496676,168
307529,167,0.3011434581,167
307537,166,0.2993363104,166
307543,164,0.2957269640,164
307577,156,0.2812857103,156
307583,154,0.2776767749,154
307589,152,0.2740679099,152
307609,159,0.2866801384,159
307627,161,0.2902776850,161
307631,159,0.2866698873,159
307633,158,0.2848660060,158
307639,158,0.2848632281,158
307651,155,0.2794489825,155
307669,154,0.2776379639,154
307687,158,0.2848410075,158
307691,159,0.2866419355,159
307693,158,0.2848382303,158
307711,157,0.2830271783,157
307733,155,0.2794117484,155
307759,156,0.2812025258,156
307817,169,0.3046073680,169
307823,169,0.3046043993,169
307831,169,0.3046004412,169
307843,170,0.3063968387,170
307859,173,0.3117957391,173
307871,172,0.3099874102,172
307873,171,0.3081841568,171
307891,167,0.3009663727,167
307903,169,0.3045648252,169
307919,173,0.3117653599,173
307939,172,0.3099531821,172
307969,173,0.3117400507,173
308003,179,0.3225340409,179
308017,179,0.3225267109,179
308027,176,0.3171160876,176
308041,177,0.3189106363,177
308051,173,0.3116985569,173
308081,176,0.3170882946,176
308093,176,0.3170821193,176
308101,173,0.3116732640,173
308107,171,0.3080671052,171
308117,171,0.3080621060,171
308129,173,0.3116591027,173
308137,176,0.3170594799,176
308141,173,0.3116530341,173
308149,172,0.3098475493,172
308153,171,0.3080441108,171
308213,177,0.3188216389,177
308219,177,0.3188185357,177
308249,172,0.3097972860,172
308263,175,0.3151935694,175
308291,175,0.3151792556,175
308293,174,0.3133772148,174
308303,174,0.3133721324,174
308309,174,0.3133690832,174
308311,172,0.3097661350,172
308317,173,0.3115640692,173
308323,171,0.3079591760,171
308327,169,0.3043553400,169
308333,168,0.3025514770,168
308359,166,0.2989370702,166
308383,173,0.3115307270,173
308411,171,0.3079152373,171
308423,177,0.3187130803,177
308437,180,0.3241076411,180
308447,175,0.3150995431,175
308467,182,0.3276929010,182
308489,182,0.3276812160,182
308491,182,0.3276801538,182
308501,184,0.3312756654,184
308507,184,0.3312724440,184
308509,183,0.3294709823,183
308519,180,0.3240645666,180
308521,179,0.3222631633,179
308527,179,0.3222600297,179
308537,181,0.3258554197,181
308551,175,0.3150464350,175
308569,178,0.3204378844,178
308573,177,0.3186356063,177
308587,175,0.3150280576,175
308597,175,0.3150229534,175
308621,183,0.3294111936,183
308639,185,0.3330016051,185
308641,184,0.3312005233,184
308663,190,0.3419883521,190
308681,188,0.3383786084,188
308701,191,0.3437671306,191
308713,191,0.3437604492,191
308723,192,0.3455546455,192
308761,196,0.3527319928,196
308773,190,0.3419274302,190
308801,193,0.3473105374,193
308809,189,0.3401079860,189
308813,186,0.3347072788,186
308827,184,0.3311007707,184
308849,183,0.3292895814,183
308851,182,0.3274891244,182
308857,181,0.3256865701,181
308887,181,0.3256707539,181
308899,180,0.3238651771,180
308923,182,0.3274509586,182
308927,180,0.3238504998,180
308929,179,0.3220502879,179
308933,178,0.3202490510,178
308939,178,0.3202459411,178
308951,177,0.3184406221,177
308989,183,0.3292149739,183
308999,180,0.3238127673,180
309007,179,0.3220096391,179
309011,180,0.3238064798,180
309013,179,0.3220065129,179
309019,177,0.3184055836,177
309031,175,0.3148016682,175
309037,173,0.3112009138,173
309059,174,0.3129886225,174
309079,174,0.3129784959,174
309083,172,0.3093790400,172
309091,173,0.3111737283,173
309107,169,0.3039710926,169
309109,168,0.3021714695,168
309121,164,0.2949711852,164
309131,164,0.2949664142,164
309137,164,0.2949635517,164
309157,166,0.2985510108,166
309167,165,0.2967477114,165
309173,163,0.2931479249,163
309193,165,0.2967352344,165
309223,169,0.3039140723,169
309241,172,0.3092999946,172
309251,170,0.3056985403,170
309259,171,0.3074927898,171
309269,167,0.3002951210,167
309271,166,0.2984959814,166
309277,165,0.2966949349,165
309289,165,0.2966891791,165
309293,164,0.2948891560,164
309311,162,0.2912844710,162
309313,161,0.2894854828,161
309317,160,0.2876855761,160
309359,163,0.2930597851,163
309367,160,0.2876623273,160
309371,159,0.2858625897,159
309391,159,0.2858533500,159
309403,158,0.2840500217,158
309433,155,0.2786431584,155
309437,155,0.2786413575,155
309457,155,0.2786323531,155
309461,152,0.2732377029,152
309469,151,0.2714365780,151
309479,147,0.2642419358,147
309481,146,0.2624435236,146
309493,144,0.2588433886,144
309503,147,0.2642316905,147
309521,151,0.2714137762,151
309523,151,0.2714128993,151
309539,152,0.2732032745,152
309541,151,0.2714050077,151
309559,148,0.2660051212,148
309571,143,0.2570134802,143
309577,143,0.2570109896,143
309583,143,0.2570084990,143
309599,142,0.2552046421,142
309623,146,0.2623833355,146
309629,146,0.2623807932,146
309637,145,0.2605802982,145
309667,147,0.2641617125,147
309671,146,0.2623629996,146
309677,145,0.2605634685,145
309707,147,0.2641446531,147
309713,147,0.2641420945,147
309731,143,0.2569470880,143
309737,142,0.2551477839,142
309769,149,0.2677116628,149
309779,149,0.2677073417,149
309781,148,0.2659097898,148
309797,151,0.2712928471,151
309811,149,0.2676935158,149
309823,148,0.2658917656,148
309851,150,0.2694727212,150
309853,149,0.2676753725,149
309857,148,0.2658771774,148
309877,150,0.2694614160,150
309899,150,0.2694518512,150
309929,151,0.2712350686,151
309931,151,0.2712341935,151
309937,150,0.2694353325,150
309977,155,0.2783985460,155
309989,160,0.2873735819,160
310019,167,0.2999316631,167
310021,166,0.2981347034,166
310027,165,0.2963358437,165
310043,164,0.2945322688,164
310049,164,0.2945294189,164
310081,168,0.3016974947,168
310087,166,0.2981029737,166
310091,165,0.2963052616,165
310111,159,0.2855213173,159
310117,159,0.2855185552,159
310127,155,0.2783312110,155
310129,154,0.2765346341,154
310169,157,0.2819034932,157
310181,158,0.2836935691,158
310187,158,0.2836908253,158
310223,153,0.2746973274,153
310229,152,0.2728992810,152
310231,151,0.2711030171,151
310237,149,0.2675096618,149
310243,151,0.2710977740,151
310273,147,0.2639036168,147
310283,146,0.2621041304,146
310291,144,0.2585103303,144
310313,145,0.2602963134,145
310333,143,0.2566977474,143
310357,146,0.2620728811,146
310361,143,0.2566861678,143
310363,141,0.2530953360,141
310379,141,0.2530888124,141
310397,140,0.2512865699,140
310423,145,0.2602501907,145
310433,145,0.2602459989,145
310439,145,0.2602434840,145
310447,144,0.2584453713,144
310459,148,0.2656192758,148
310463,147,0.2638228514,147
310481,146,0.2620205425,146
310489,148,0.2656064432,148
310501,149,0.2673959141,149
310507,152,0.2727770889,152
310511,150,0.2691861829,150
310547,153,0.2745539914,153
310553,152,0.2727568859,152
310559,150,0.2691653794,150
310567,150,0.2691619126,150
310571,151,0.2709545804,151
310577,152,0.2727463470,152
310591,151,0.2709458565,151
310627,157,0.2816955921,157
310643,156,0.2798941442,156
310663,158,0.2834734055,158
310693,161,0.2888418658,161
310697,158,0.2834578946,158
310711,162,0.2906274961,162
310721,161,0.2888288513,161
310727,159,0.2852381613,159
310729,158,0.2834432984,158
310733,157,0.2816475407,157
310741,154,0.2762621843,154
310747,154,0.2762595172,154
310771,157,0.2816303207,157
310781,156,0.2798319949,156
310789,154,0.2762408498,154
310801,151,0.2708543055,151
310819,145,0.2600843515,145
310823,145,0.2600826780,145
310829,144,0.2582865114,144
310831,142,0.2546983794,142
310861,149,0.2672410371,149
310867,150,0.2690320048,150
310883,149,0.2672315812,149
310889,148,0.2654355192,148
310901,143,0.2564631534,143
310927,141,0.2528656831,141
310931,140,0.2510706945,140
310949,140,0.2510634275,140
310969,140,0.2510553538,140
310987,137,0.2456684862,137
310997,139,0.2492508801,139
311009,139,0.2492460715,139
311021,137,0.2456550579,137
311027,134,0.2402734325,134
311033,135,0.2420641830,135
311041,135,0.2420610700,135
311099,149,0.2671387939,149
311111,152,0.2725121716,152
311123,156,0.2796781508,156
311137,151,0.2707080169,151
311153,153,0.2742865011,153
311173,157,0.2814483448,157
311177,155,0.2778612297,155
311183,155,0.2778585509,155
311189,155,0.2778558722,155
311197,154,0.2760597053,154
311203,153,0.2742644658,153
311237,141,0.2527397214,141
311279,146,0.2616844669,146
311291,146,0.2616794230,146
311293,145,0.2598862633,145
311299,142,0.2545068534,142
311303,140,0.2509206378,140
311323,145,0.2598737413,145
311329,146,0.2616634525,146
311341,143,0.2562818672,143
311347,141,0.2526950705,141
311359,138,0.2473138137,138
311371,135,0.2419327644,135
311393,137,0.2455082804,137
311407,135,0.2419187797,135
311419,138,0.2472899880,138
311447,136,0.2436951199,136
311453,135,0.2419009140,135
311473,136,0.2436849486,136
311533,143,0.2562028809,143
311537,141,0.2526180020,141
311539,141,0.2526171911,141
311551,139,0.2490291725,139
311557,140,0.2508183341,140
311561,141,0.2526082721,141
311567,139,0.2490227782,139
311569,138,0.2472304539,138
311603,140,0.2507998201,140
311609,139,0.2490059954,139
311653,145,0.2597361186,145
311659,146,0.2615248847,146
311677,146,0.2615173328,146
311681,146,0.2615156547,146
311683,144,0.2579324209,144
311687,143,0.2561395800,143
311711,144,0.2579208360,144
311713,143,0.2561288974,143
311737,148,0.2650742489,148
311743,149,0.2668627230,149
311747,150,0.2686520245,150
311749,149,0.2668601550,149
311791,149,0.2668421806,149
311803,149,0.2668370457,149
311807,147,0.2632536518,147
311821,149,0.2668293440,149
311827,146,0.2614544256,146
311867,148,0.2650189958,148
311869,147,0.2632274829,147
311881,148,0.2650130476,148
311897,149,0.2667968328,149
311951,148,0.2649833122,148
311957,146,0.2613999428,146
311963,146,0.2613974290,146
311981,144,0.2578092047,144
312007,144,0.2577984627,144
312023,150,0.2685331801,150
312029,151,0.2703208023,151
312031,150,0.2685297377,150
312043,148,0.2649442466,148
312047,149,0.2667327009,149
312071,149,0.2667224441,149
312073,148,0.2649315116,148
312083,150,0.2685073652,150
312089,150,0.2685047841,150
312101,152,0.2720796172,152
312107,148,0.2649170808,148
312121,154,0.2756507802,154
312161,153,0.2738432934,153
312197,151,0.2702480597,151
312199,151,0.2702471941,151
312203,151,0.2702454629,151
312209,147,0.2630841146,147
312211,146,0.2612935899,146
312217,144,0.2577117493,144
312229,145,0.2594964274,145
312233,142,0.2541259080,142
312241,145,0.2594914409,145
312251,143,0.2559081508,143
312253,142,0.2541177694,142
312269,146,0.2612693228,146
312281,144,0.2576853398,144
312283,143,0.2558950388,143
312289,141,0.2523136633,141
312311,137,0.2451471941,137
312313,136,0.2433570193,136
312331,136,0.2433500067,136
312343,137,0.2451346359,137
312349,136,0.2433429947,136
312353,134,0.2397628861,134
312371,134,0.2397559779,134
312383,135,0.2415405622,135
312397,130,0.2325894036,130
312401,128,0.2290096389,128
312407,125,0.2236400779,125
312413,124,0.2218488269,124
312427,123,0.2200547929,123
312451,131,0.2343582985,131
312469,136,0.2432962637,136
312509,145,0.2593801503,145
312517,141,0.2522216075,141
312527,143,0.2557951265,143
312551,145,0.2593627223,145
312553,144,0.2575731897,144
312563,147,0.2629350916,147
312581,144,0.2575616532,144
312583,144,0.2575608292,144
312589,140,0.2504039585,140
312601,140,0.2503991522,140
312617,138,0.2468157051,138
312619,136,0.2432378879,136
312623,135,0.2414478293,135
312643,133,0.2378632159,133
312673,135,0.2414285234,135
312677,133,0.2378502831,133
312679,132,0.2360611802,132
312701,132,0.2360528760,132
312703,130,0.2324755739,130
312709,129,0.2306850871,129
312727,129,0.2306784481,129
312737,130,0.2324629364,130
312743,130,0.2324607065,130
312757,133,0.2378198614,133
312773,129,0.2306614843,129
312779,126,0.2252951028,126
312799,126,0.2252879002,126
312839,133,0.2377886912,133
312841,132,0.2360000519,132
312857,134,0.2395696840,134
312863,134,0.2395673868,134
312887,134,0.2395581986,134
312899,136,0.2431290319,136
312929,135,0.2413297496,135
312931,134,0.2395413564,134
312937,134,0.2395390600,134
312941,132,0.2359623421,132
312943,132,0.2359615881,132
312967,130,0.2323775020,130
312971,129,0.2305885092,129
312979,130,0.2323730471,130
312989,132,0.2359442478,132
313003,131,0.2341515546,131
313009,127,0.2269997132,127
313031,128,0.2287790727,128
313037,126,0.2252022414,126
313081,132,0.2359095787,132
