p,mertens_p,m_over_sqrt_p,abs_m
7151,-6,-0.0709525260,6
7159,-6,-0.0709128711,6
7177,-1,-0.0118039817,1
7187,0,0.0000000000,0
7193,-3,-0.0353725382,3
7207,-3,-0.0353381650,3
7211,-3,-0.0353283624,3
7213,-4,-0.0470979523,4
7219,-2,-0.0235391879,2
7229,-3,-0.0352843517,3
7237,1,0.0117549480,1
7243,2,0.0235001564,2
7247,2,0.0234936700,2
7253,3,0.0352259258,3
7283,7,0.0820243665,7
7297,8,0.0936521633,8
7307,4,0.0467940288,4
7309,3,0.0350907196,3
7321,9,0.1051858464,9
7331,7,0.0817553967,7
7333,6,0.0700664974,6
7349,5,0.0583251522,5
7351,4,0.0466537739,4
7369,5,0.0582459491,5
7393,7,0.0814118618,7
7411,13,0.1510097351,13
7417,11,0.1277257747,11
7433,12,0.1391871620,12
7451,16,0.1853585831,16
7457,18,0.2084444967,18
7459,18,0.2084165495,18
7477,18,0.2081655291,18
7481,18,0.2081098699,18
7487,17,0.1964694389,17
7489,16,0.1848877202,16
7499,15,0.1732166289,15
7507,13,0.1500410672,13
7517,12,0.1384072918,12
7523,13,0.1498814277,13
7529,10,0.1152474571,10
7537,11,0.1267049050,11
7541,10,0.1151557239,10
7547,9,0.1035989454,9
7549,8,0.0920757520,8
7559,6,0.0690111203,6
7561,5,0.0575016604,5
7573,3,0.0344736507,3
7577,1,0.0114881833,1
7583,-2,-0.0229672749,2
7589,-3,-0.0344372908,3
7591,-5,-0.0573879232,5
7603,-3,-0.0344055702,3
7607,-3,-0.0343965232,3
7621,-2,-0.0229099433,2
7639,2,0.0228829357,2
7643,2,0.0228769470,2
7649,2,0.0228679727,2
7669,3,0.0342572018,3
7673,4,0.0456643618,4
7681,2,0.0228202876,2
7687,-2,-0.0228113798,2
7691,-5,-0.0570136176,5
7699,-5,-0.0569839886,5
7703,-6,-0.0683630297,6
7717,-3,-0.0341504951,3
7723,-5,-0.0568953780,5
7727,-5,-0.0568806497,5
7741,-6,-0.0681950287,6
7753,-6,-0.0681422326,6
7757,-5,-0.0567705509,5
7759,-6,-0.0681158804,6
7789,-2,-0.0226615256,2
7793,-2,-0.0226557090,2
7817,-2,-0.0226209031,2
7823,-2,-0.0226122267,2
7829,-1,-0.0113017801,1
7841,2,0.0225862572,2
7853,0,0.0000000000,0
7867,4,0.0450978062,4
7873,2,0.0225403092,2
7877,0,0.0000000000,0
7879,0,0.0000000000,0
7883,-3,-0.0337890119,3
7901,0,0.0000000000,0
7907,0,0.0000000000,0
7919,2,0.0224747477,2
7927,-2,-0.0224634039,2
7933,-3,-0.0336823611,3
7937,-3,-0.0336738726,3
7949,-4,-0.0448645941,4
7951,-5,-0.0560736889,5
7963,-10,-0.1120628445,10
7993,-4,-0.0447409380,4
8009,1,0.0111740562,1
8011,0,0.0000000000,0
8017,0,0.0000000000,0
8039,8,0.0892254964,8
8053,10,0.1114348802,10
8059,12,0.1336720684,12
8069,13,0.1447216464,13
8081,14,0.1557383188,14
8087,13,0.1445604964,13
8089,12,0.1334239606,12
8093,10,0.1111591532,10
8101,12,0.1333251036,12
8111,12,0.1332428905,12
8117,10,0.1109946962,10
8123,10,0.1109536959,10
8147,18,0.1994222661,18
8161,22,0.2435291719,22
8167,20,0.2213088176,20
8171,19,0.2101919096,19
8179,18,0.1990317681,18
8191,22,0.2430827931,22
8209,22,0.2428161411,22
8219,20,0.2206076180,20
8221,19,0.2095517427,19
8231,19,0.2094244098,19
8233,18,0.1983779725,18
8237,16,0.1762931548,16
8243,11,0.1211574252,11
8263,17,0.1870165517,17
8269,19,0.2089426531,19
8273,17,0.1869034893,17
8287,16,0.1757605137,16
8291,14,0.1537533468,14
8293,13,0.1427537480,13
8297,14,0.1536977432,14
8311,16,0.1755065550,16
8317,16,0.1754432371,16
8329,16,0.1753168067,16
8353,21,0.2297725024,21
8363,22,0.2405700910,22
8369,20,0.2186216722,20
8377,20,0.2185172558,20
8387,20,0.2183869456,20
8389,19,0.2074428659,19
8419,25,0.2724643926,25
8423,24,0.2615037020,24
8429,22,0.2396263949,22
8431,22,0.2395979711,22
8443,21,0.2285445662,21
8447,18,0.1958489547,18
8461,18,0.1956868568,18
8467,21,0.2282204277,21
8501,28,0.3036847777,28
8513,34,0.3685000918,34
8521,33,0.3574939177,33
8527,33,0.3573681208,33
8537,30,0.3246897763,30
8539,28,0.3030082998,28
8543,28,0.3029373543,28
8563,33,0.3566161178,33
8573,32,0.3456078246,32
8581,32,0.3454466833,32
8597,31,0.3343399171,31
8599,29,0.3127332250,29
8609,28,0.3017739013,28
8623,28,0.3015288270,28
8627,26,0.2799261357,26
8629,25,0.2691285516,25
8641,23,0.2474262844,23
8647,22,0.2365864956,22
8663,25,0.2685999030,25
8669,24,0.2577666576,24
8677,23,0.2469124776,23
8681,22,0.2361227338,22
8689,19,0.2038302806,19
8693,20,0.2145088210,20
8699,18,0.1929913480,18
8707,15,0.1607522228,15
8713,17,0.1821231127,17
8719,18,0.1927698752,18
8731,17,0.1819352816,17
8737,15,0.1604760002,15
8741,13,0.1390473743,13
8747,16,0.1710765247,16
8753,17,0.1817064975,17
8761,14,0.1495723081,14
8779,11,0.1174005579,11
8783,12,0.1280441686,12
8803,11,0.1172404115,11
8807,10,0.1065579856,10
8819,12,0.1277825571,12
8821,11,0.1171207309,11
8831,5,0.0532065454,5
8837,4,0.0425507837,4
8839,3,0.0319094771,3
8849,3,0.0318914420,3
8861,3,0.0318698402,3
8863,3,0.0318662442,3
8867,3,0.0318590558,3
8887,4,0.0424309154,4
8893,6,0.0636248987,6
8923,9,0.0952767782,9
8929,10,0.1058275126,10
8933,9,0.0952234347,9
8941,8,0.0846051772,8
8951,6,0.0634184279,6
8963,5,0.0528133001,5
8969,4,0.0422365055,4
8971,2,0.0211158986,2
8999,1,0.0105415112,1
9001,0,0.0000000000,0
9007,1,0.0105368287,1
9011,1,0.0105344898,1
9013,0,0.0000000000,0
9029,1,0.0105239839,1
9041,2,0.0210339947,2
9043,2,0.0210316686,2
9049,3,0.0315370423,3
9059,3,0.0315196310,3
9067,-1,-0.0105019076,1
9091,2,0.0209760721,2
9103,4,0.0419244834,4
9109,2,0.0209553368,2
9127,6,0.0628039885,6
9133,6,0.0627833553,6
9137,6,0.0627696111,6
9151,2,0.0209071925,2
9157,1,0.0104501709,1
9161,-2,-0.0208957784,2
9173,2,0.0208821061,2
9181,3,0.0313095093,3
9187,2,0.0208661890,2
9199,1,0.0104262874,1
9203,0,0.0000000000,0
9209,-1,-0.0104206249,1
9221,-4,-0.0416553685,4
9227,-4,-0.0416418227,4
9239,-2,-0.0208073854,2
9241,-3,-0.0312077005,3
9257,-1,-0.0103935729,1
9277,-3,-0.0311470899,3
9281,-3,-0.0311403772,3
9283,-5,-0.0518950374,5
9293,-6,-0.0622405299,6
9311,-4,-0.0414535595,4
9319,-4,-0.0414357625,4
9323,-7,-0.0724970271,7
9337,-5,-0.0517447538,5
9341,-6,-0.0620804083,6
9343,-7,-0.0724193905,7
9349,-5,-0.0517115344,5
9371,-4,-0.0413206384,4
9377,-7,-0.0722879788,7
9391,-3,-0.0309574610,3
9397,-3,-0.0309475762,3
9403,-8,-0.0825005358,8
9413,-7,-0.0721496138,7
9419,-11,-0.1133418473,11
9421,-12,-0.1236325264,12
9431,-14,-0.1441614571,14
9433,-15,-0.1544423289,15
9437,-16,-0.1647035671,16
9439,-17,-0.1749789992,17
9461,-17,-0.1747754384,17
9463,-17,-0.1747569681,17
9467,-18,-0.1849976947,18
9473,-18,-0.1849390986,18
9479,-21,-0.2156939844,21
9491,-21,-0.2155575844,21
9497,-22,-0.2257508851,22
9511,-20,-0.2050769760,20
9521,-22,-0.2254661756,22
9533,-22,-0.2253242241,22
9539,-22,-0.2252533489,22
9547,-24,-0.2456279482,24
9551,-25,-0.2558088623,25
9587,-19,-0.1940493701,19
9601,-18,-0.1837021631,18
9613,-17,-0.1733881649,17
9619,-16,-0.1631379574,16
9623,-18,-0.1834920540,18
9629,-17,-0.1732440501,17
9631,-18,-0.1834158293,18
9643,-19,-0.1934850961,19
9649,-19,-0.1934249297,19
9661,-19,-0.1933047651,19
9677,-17,-0.1728138521,17
9679,-19,-0.1931249374,19
9689,-22,-0.2235029207,22
9697,-25,-0.2538758035,25
9719,-32,-0.3245930280,32
9721,-33,-0.3347021240,33
9733,-32,-0.3243594958,32
9739,-34,-0.3445257875,34
9743,-35,-0.3545860886,35
9749,-36,-0.3646048703,36
9767,-31,-0.3136758619,31
9769,-32,-0.3237612913,32
9781,-31,-0.3134512921,31
9787,-33,-0.3335716596,33
9791,-34,-0.3436096813,34
9803,-33,-0.3332993284,33
9811,-34,-0.3432592737,34
9817,-36,-0.3633399108,36
9829,-38,-0.3832912712,38
9833,-41,-0.4134669849,41
9839,-41,-0.4133408959,41
9851,-41,-0.4130890635,41
9857,-42,-0.4230355958,42
9859,-42,-0.4229926851,42
9871,-39,-0.3925401021,39
9883,-41,-0.4124197542,41
9887,-42,-0.4223933024,42
9901,-38,-0.3818950827,38
9907,-37,-0.3717325943,37
9923,-38,-0.3814715034,38
9929,-40,-0.4014276065,40
9931,-40,-0.4013871828,40
9941,-35,-0.3510370914,35
9949,-35,-0.3508959284,35
9967,-34,-0.3405623923,34
9973,-35,-0.3504734590,35
10007,-21,-0.2099265386,21
10009,-22,-0.2199010668,22
10037,-19,-0.1896494724,19
10039,-19,-0.1896305802,19
10061,-18,-0.1794534990,18
10067,-18,-0.1794000133,18
10069,-19,-0.1893478728,19
10079,-15,-0.1494109876,15
10091,-15,-0.1493221230,15
10093,-16,-0.1592611495,16
10099,-17,-0.1691646970,17
10103,-16,-0.1591823113,16
10111,-17,-0.1690642827,17
10133,-15,-0.1490123411,15
10139,-17,-0.1688306762,17
10141,-18,-0.1787442639,18
10151,-18,-0.1786561995,18
10159,-20,-0.1984287130,20
10163,-20,-0.1983896599,20
10169,-20,-0.1983311235,20
10177,-18,-0.1784278399,18
10181,-20,-0.1982142059,20
10193,-21,-0.2080023696,21
10211,-24,-0.2375073771,24
10223,-20,-0.1978066169,20
10243,-17,-0.1679713973,17
10247,-20,-0.1975748348,20
10253,-20,-0.1975170165,20
10259,-25,-0.2468240612,25
10267,-25,-0.2467278803,25
10271,-25,-0.2466798320,25
10273,-26,-0.2565220512,26
10289,-30,-0.2957567540,30
10301,-30,-0.2955844350,30
10303,-30,-0.2955557445,30
10313,-31,-0.3052594975,31
10321,-30,-0.2952979049,30
10331,-34,-0.3345089455,34
10333,-35,-0.3443141173,35
10337,-34,-0.3344118504,34
10343,-35,-0.3441476291,35
10357,-34,-0.3340888095,34
10369,-32,-0.3142545259,32
10391,-32,-0.3139216771,32
10399,-31,-0.3039946249,31
10427,-24,-0.2350344671,24
10429,-25,-0.2448040931,25
10433,-25,-0.2447571598,25
10453,-24,-0.2347419817,24
10457,-23,-0.2249180357,23
10459,-24,-0.2346746399,24
10463,-25,-0.2444060184,25
10477,-20,-0.1953941350,20
10487,-21,-0.2050660003,21
10499,-21,-0.2049487750,21
10501,-22,-0.2146877931,22
10513,-26,-0.2535770912,26
10529,-27,-0.2631299004,27
10531,-28,-0.2728495394,28
10559,-21,-0.2043656495,21
10567,-20,-0.1945602618,20
10589,-16,-0.1554864358,16
10597,-17,-0.1651419674,17
10601,-18,-0.1748232090,18
10607,-16,-0.1553544502,16
10613,-18,-0.1747243458,18
10627,-20,-0.1940102411,20
10631,-22,-0.2133711126,22
10639,-24,-0.2326809548,24
10651,-21,-0.2034811120,21
10657,-23,-0.2227975204,23
10663,-23,-0.2227348282,23
10667,-23,-0.2226930629,23
10687,-16,-0.1547718871,16
10691,-19,-0.1837572303,19
10709,-18,-0.1739394313,18
10711,-19,-0.1835855907,19
10723,-19,-0.1834828376,19
10729,-20,-0.1930858165,20
10733,-20,-0.1930498333,20
10739,-22,-0.2122954858,22
10753,-20,-0.1928702186,20
10771,-20,-0.1927089933,20
10781,-19,-0.1829886183,19
10789,-20,-0.1925481717,20
10799,-19,-0.1828360501,19
10831,-11,-0.1056959648,11
10837,-13,-0.1248788284,13
10847,-8,-0.0768130778,8
10853,-7,-0.0671928618,7
10859,-9,-0.0863669520,9
10861,-10,-0.0959544440,10
10867,-12,-0.1151135408,12
10883,-9,-0.0862716680,9
10889,-11,-0.1054140954,11
10891,-12,-0.1149866356,12
10903,-8,-0.0766155601,8
10909,-8,-0.0765944878,8
10937,-7,-0.0669343321,7
10939,-9,-0.0860505595,9
10949,-12,-0.1146816725,12
10957,-12,-0.1146397988,12
10973,-8,-0.0763707925,8
10979,-8,-0.0763499214,8
10987,-10,-0.0954026499,10
10993,-9,-0.0858389498,9
11003,-10,-0.0953332598,10
11027,-3,-0.0285688374,3
11047,-1,-0.0095143215,1
11057,1,0.0095100181,1
11059,1,0.0095091582,1
11069,1,0.0095048618,1
11071,0,0.0000000000,0
11083,-2,-0.0189977133,2
11087,-5,-0.0474857149,5
11093,-5,-0.0474728711,5
11113,0,0.0000000000,0
11117,0,0.0000000000,0
11119,0,0.0000000000,0
11131,-1,-0.0094783536,1
11149,-2,-0.0189413984,2
11159,-3,-0.0283993641,3
11161,-4,-0.0378624260,4
11171,-4,-0.0378454754,4
11173,-5,-0.0473026101,5
11177,-7,-0.0662118030,7
11197,1,0.0094503776,1
11213,2,0.0188872655,2
11239,2,0.0188654062,2
11243,2,0.0188620499,2
11251,1,0.0094276714,1
11257,0,0.0000000000,0
11261,-2,-0.0188469690,2
11273,-3,-0.0282554027,3
11279,-4,-0.0376638484,4
11287,-3,-0.0282378738,3
11299,-3,-0.0282228749,3
11311,2,0.0188052666,2
11317,1,0.0094001404,1
11321,1,0.0093984796,1
11329,0,0.0000000000,0
11351,4,0.0375442065,4
11353,3,0.0281556745,3
11369,5,0.0468930921,5
11383,10,0.0937284925,10
11393,14,0.1311622889,14
11399,10,0.0936626893,10
11411,12,0.1123361132,12
11423,13,0.1216335169,13
11437,11,0.1028576564,11
11443,11,0.1028306867,11
11447,10,0.0934661080,10
11467,11,0.1027230200,11
11471,12,0.1120419364,12
11483,12,0.1119833779,12
11489,12,0.1119541331,12
11491,12,0.1119443899,12
11497,10,0.0932626463,10
11503,10,0.0932383201,10
11519,10,0.0931735431,10
11527,9,0.0838270847,9
11549,8,0.0744419595,8
11551,7,0.0651310753,7
11579,15,0.1393977398,15
11587,14,0.1300596354,14
11593,16,0.1486011139,16
11597,15,0.1392895164,15
11617,13,0.1206136215,13
11621,11,0.1020401139,11
11633,13,0.1205306471,13
11657,18,0.1667167006,18
11677,23,0.2128443842,23
11681,22,0.2035554191,22
11689,23,0.2127351024,23
11699,24,0.2218895612,24
11701,23,0.2126259888,23
11717,23,0.2124807649,23
11719,22,0.2032251270,22
11731,25,0.2308194975,25
11743,31,0.2860698995,31
11777,41,0.3778039717,41
11779,41,0.3777718960,41
11783,39,0.3592829998,39
11789,39,0.3591915598,39
11801,40,0.3682142452,40
11807,39,0.3589176581,39
11813,36,0.3312244585,36
11821,35,0.3219147940,35
11827,32,0.2942474311,32
11831,32,0.2941976851,32
11833,31,0.2849799209,31
11839,27,0.2481454143,27
11863,30,0.2754380845,30
11867,29,0.2662119378,29
11887,27,0.2476438988,27
11897,27,0.2475397987,27
11903,27,0.2474774015,27
11909,28,0.2565785720,28
11923,28,0.2564278903,28
11927,26,0.2380716809,26
11933,24,0.2197032197,24
11939,22,0.2013440058,22
11941,21,0.1921759097,21
11953,20,0.1829327807,20
11959,17,0.1554538522,17
11969,19,0.1736699453,19
11971,18,0.1645156773,18
11981,15,0.1370391717,15
11987,14,0.1278712124,14
12007,15,0.1368907187,15
12011,14,0.1277433944,14
12037,16,0.1458346932,16
12041,15,0.1366973139,15
12043,14,0.1275735652,14
12049,14,0.1275417975,14
12071,19,0.1729346328,19
12073,18,0.1638192392,18
12097,21,0.1909327617,21
12101,18,0.1636296022,18
12107,17,0.1545007707,17
12109,16,0.1454004809,16
12113,15,0.1362904421,15
12119,13,0.1180891399,13
12143,15,0.1361219812,15
12149,15,0.1360883639,15
12157,16,0.1451131516,16
12161,16,0.1450892843,16
12163,14,0.1269426857,14
12197,20,0.1810937591,20
12203,22,0.1991541566,22
12211,20,0.1809899167,20
12227,20,0.1808714581,20
12239,20,0.1807827666,20
12241,19,0.1717295975,19
12251,21,0.1897289157,21
12253,20,0.1806794579,20
12263,17,0.1535149082,17
12269,16,0.1444492860,16
12277,18,0.1624524918,18
12281,17,0.1534023652,17
12289,20,0.1804146182,20
12301,21,0.1893429266,21
12323,20,0.1801655581,20
12329,19,0.1711156277,19
12343,16,0.1440156265,16
12347,15,0.1349927781,15
12373,17,0.1528309860,17
12377,15,0.1348290777,15
12379,13,0.1168424274,13
12391,12,0.1078023101,12
12401,13,0.1167387392,13
12409,14,0.1256781107,14
12413,14,0.1256578596,14
12421,12,0.1076720459,12
12433,14,0.1255567509,14
12437,13,0.1165696614,13
12451,16,0.1433896703,16
12457,12,0.1075163504,12
12473,16,0.1432631584,16
12479,15,0.1342769187,15
12487,13,0.1163360453,13
12491,10,0.0894749359,10
12497,10,0.0894534542,10
12503,10,0.0894319879,10
12511,8,0.0715227122,8
12517,8,0.0715055680,8
12527,8,0.0714770217,8
12539,8,0.0714428113,8
12541,7,0.0625074750,7
12547,5,0.0446375197,5
12553,2,0.0178507403,2
12569,-1,-0.0089196875,1
12577,1,0.0089168502,1
12583,-1,-0.0089147240,1
12589,-1,-0.0089125993,1
12601,-2,-0.0178167091,2
12611,3,0.0267144657,3
12613,2,0.0178082317,2
12619,1,0.0089019988,1
12637,5,0.0444782828,5
12641,2,0.0177884980,2
12647,3,0.0266764169,3
12653,2,0.0177800608,2
12659,4,0.0355516934,4
12671,2,0.0177674274,2
12689,3,0.0266322314,3
12697,3,0.0266238400,3
12703,3,0.0266175517,3
12713,5,0.0443451349,5
12721,6,0.0531974266,6
12739,11,0.0974596879,11
12743,8,0.0708686477,8
12757,8,0.0708297501,8
12763,10,0.0885163741,10
12781,12,0.1061448258,12
12791,13,0.1149452695,13
12799,14,0.1237485207,14
12809,8,0.0706858320,8
12821,9,0.0794843376,9
12823,7,0.0618163302,7
12829,7,0.0618018730,7
12841,6,0.0529482764,6
12853,7,0.0617441457,7
12889,3,0.0264247960,3
12893,2,0.0176137977,2
12899,4,0.0352194014,4
12907,3,0.0264063636,3
12911,0,0.0000000000,0
12917,-1,-0.0087987134,1
12919,-3,-0.0263940968,3
12923,-4,-0.0351866822,4
12941,-5,-0.0439527533,5
12953,-5,-0.0439323891,5
12959,-4,-0.0351377741,4
12967,-4,-0.0351269333,4
12973,-7,-0.0614579162,7
12979,-8,-0.0702213817,8
12983,-7,-0.0614342430,7
13001,-10,-0.0877024288,10
13003,-10,-0.0876956838,10
13007,-12,-0.1052186380,12
13009,-13,-0.1139780954,13
13033,-13,-0.1138731029,13
13037,-13,-0.1138556323,13
13043,-13,-0.1138294415,13
13049,-13,-0.1138032688,13
13063,-12,-0.1049928640,12
13093,-12,-0.1048725099,12
13099,-10,-0.0873737406,10
13103,-11,-0.0960964435,11
13109,-11,-0.0960744492,11
13121,-13,-0.1134905980,13
13127,-12,-0.1047366077,12
13147,-8,-0.0697712744,8
13151,-9,-0.0784807456,9
13159,-8,-0.0697394541,8
13163,-9,-0.0784449641,9
13171,-8,-0.0697076773,8
13177,-9,-0.0784032808,9
13183,-12,-0.1045139159,12
13187,-14,-0.1219144076,14
13217,-7,-0.0608879840,7
13219,-9,-0.0782786285,9
13229,-10,-0.0869433744,10
13241,-11,-0.0955943649,11
13249,-15,-0.1303165905,15
13259,-18,-0.1563209263,18
13267,-19,-0.1649556656,19
13291,-17,-0.1474585953,17
13297,-17,-0.1474253227,17
13309,-15,-0.1300225103,15
13313,-16,-0.1386698407,16
13327,-14,-0.1212723621,14
13331,-14,-0.1212541667,14
13337,-14,-0.1212268890,14
13339,-15,-0.1298762148,15
13367,-13,-0.1124414347,13
13381,-8,-0.0691585217,8
13397,-1,-0.0086396514,1
13399,-3,-0.0259170198,3
13411,-4,-0.0345405628,4
13417,-6,-0.0517992582,6
13421,-6,-0.0517915385,6
13441,-3,-0.0258764958,3
13451,-1,-0.0086222917,1
13457,-1,-0.0086203693,1
13463,-4,-0.0344737929,4
13469,-3,-0.0258495852,3
13477,-1,-0.0086139706,1
13487,-2,-0.0172215532,2
13499,-2,-0.0172138969,2
13513,-3,-0.0258074661,3
13523,0,0.0000000000,0
13537,0,0.0000000000,0
13553,2,0.0171795695,2
13567,5,0.0429267582,5
13577,6,0.0514931360,6
13591,10,0.0857776796,10
13597,8,0.0686070014,8
13613,5,0.0428541694,5
13619,1,0.0085689457,1
13627,0,0.0000000000,0
13633,2,0.0171290895,2
13649,5,0.0427976170,5
13669,9,0.0769793319,9
13679,6,0.0513007927,6
13681,5,0.0427475356,5
13687,6,0.0512857979,6
13691,5,0.0427319212,5
13693,4,0.0341830403,4
13697,3,0.0256335365,3
13709,6,0.0512446300,6
13711,6,0.0512408924,6
13721,2,0.0170740722,2
13723,0,0.0000000000,0
13729,-1,-0.0085345484,1
13751,1,0.0085277186,1
13757,2,0.0170517174,2
13759,0,0.0000000000,0
13763,-2,-0.0170480002,2
13781,0,0.0000000000,0
13789,-4,-0.0340638401,4
13799,-2,-0.0170257475,2
13807,-5,-0.0425520357,5
13829,-2,-0.0170072700,2
13831,-2,-0.0170060403,2
13841,0,0.0000000000,0
13859,2,0.0169888526,2
13873,0,0.0000000000,0
13877,-2,-0.0169778308,2
13879,-3,-0.0254649112,3
13883,-6,-0.0509224850,6
13901,-6,-0.0508895053,6
13903,-6,-0.0508858448,6
13907,-8,-0.0678380350,8
13913,-6,-0.0508675544,6
13921,-4,-0.0339019575,4
13931,0,0.0000000000,0
13933,-1,-0.0084718388,1
13963,7,0.0592391299,7
13967,7,0.0592306466,7
13997,15,0.1267867232,15
13999,13,0.1098739773,13
14009,12,0.1013859275,12
14011,12,0.1013786910,12
14029,16,0.1350848438,16
14033,16,0.1350655900,16
14051,17,0.1434152402,17
14057,15,0.1265158497,15
14071,11,0.0927321232,11
14081,12,0.1011263883,12
14083,10,0.0842660061,10
14087,10,0.0842540416,10
14107,13,0.1094525840,13
14143,18,0.1513567293,18
14149,16,0.1345107857,16
14153,14,0.1176803042,14
14159,14,0.1176553675,14
14173,18,0.1511964560,18
14177,16,0.1343778886,16
14197,16,0.1342832029,16
14207,17,0.1426256810,17
14221,21,0.1760979201,21
14243,19,0.1592035926,19
14249,18,0.1507926980,18
14251,17,0.1424053322,17
14281,24,0.2008315463,24
14293,20,0.1672893520,20
14303,18,0.1505077751,18
14321,17,0.1420568725,17
14323,15,0.1253355477,15
14327,15,0.1253180500,15
14341,10,0.0835045773,10
14347,6,0.0500922687,6
14369,10,0.0834231775,10
14387,19,0.1584048517,19
14389,18,0.1500573245,18
14401,17,0.1416617479,17
14407,15,0.1249696291,15
14411,15,0.1249522843,15
14419,15,0.1249176162,15
14423,16,0.1332269792,16
14431,16,0.1331900461,16
14437,14,0.1165170706,14
14447,15,0.1247965049,15
14449,14,0.1164686764,14
14461,16,0.1330518200,16
14479,16,0.1329690906,16
14489,16,0.1329231965,16
14503,15,0.1245553354,15
14519,18,0.1493840235,18
14533,16,0.1327218253,16
14537,15,0.1244095914,15
14543,10,0.0829226166,10
14549,8,0.0663244130,8
14551,7,0.0580298729,7
14557,4,0.0331530929,4
14561,1,0.0082871347,1
14563,0,0.0000000000,0
14591,2,0.0165572218,2
14593,1,0.0082780436,1
14621,7,0.0578907934,7
14627,5,0.0413420848,5
14629,4,0.0330714069,4
14633,3,0.0248001649,3
14639,3,0.0247950820,3
14653,1,0.0082610780,1
14657,-2,-0.0165199014,2
14669,0,0.0000000000,0
14683,0,0.0000000000,0
14699,5,0.0412407077,5
14713,5,0.0412210820,5
14717,3,0.0247292878,3
14723,2,0.0164828323,2
14731,1,0.0082391780,1
14737,-2,-0.0164750012,2
14741,-2,-0.0164727657,2
14747,-4,-0.0329388287,4
14753,-5,-0.0411651624,5
14759,-8,-0.0658508705,8
14767,-5,-0.0411456443,5
14771,-5,-0.0411400727,5
14779,-7,-0.0575805111,7
14783,-10,-0.0822467435,10
14797,-9,-0.0739870434,9
14813,-10,-0.0821634163,10
14821,-13,-0.1067836100,13
14827,-12,-0.0985495402,12
14831,-13,-0.1067476038,13
14843,-15,-0.1231205127,15
14851,-15,-0.1230873467,15
14867,-14,-0.1148196887,14
14869,-15,-0.1230128211,15
14879,-15,-0.1229714764,15
14887,-17,-0.1393302214,17
14891,-20,-0.1638958903,20
14897,-21,-0.1720560253,21
14923,-15,-0.1227900538,15
14929,-18,-0.1473184518,18
14939,-19,-0.1554507556,19
14947,-20,-0.1635885784,20
14951,-21,-0.1717450283,21
14957,-21,-0.1717105771,21
14969,-20,-0.1634683208,20
14983,-12,-0.0980351587,12
15013,-5,-0.0408071498,5
15017,-6,-0.0489620575,6
15031,-6,-0.0489392504,6
15053,-2,-0.0163011583,2
15061,0,0.0000000000,0
15073,0,0.0000000000,0
15077,0,0.0000000000,0
15083,1,0.0081424694,1
15091,-1,-0.0081403109,1
15101,1,0.0081376151,1
15107,3,0.0244079969,3
15121,6,0.0487933901,6
15131,7,0.0569068078,7
15137,7,0.0568955283,7
15139,6,0.0487643743,6
15149,5,0.0406235639,5
15161,7,0.0568504774,7
15173,8,0.0649462766,8
15187,10,0.0811454183,10
15193,9,0.0730164544,9
15199,6,0.0486680273,6
15217,5,0.0405326953,5
15227,5,0.0405193836,5
15233,5,0.0405114029,5
15241,1,0.0081001539,1
15259,4,0.0323814994,4
15263,3,0.0242829420,3
15269,-1,-0.0080927235,1
15271,-1,-0.0080921935,1
15277,-3,-0.0242718129,3
15287,-6,-0.0485277458,6
